"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","WR","8","2025","Dallas","Cowboys","0","0","0","0","0","","11","61","5.55","0","136","96","1378","10.13","15","41.5","331.9"
"2","Baltimore Ravens","WR","7","2025","Baltimore","Ravens","0","0","0","0","0","","8","71","8.88","0","145","98","1113","7.68","10","39.5","276.4"
"3","Indianapolis Colts","WR","8","2025","Indianapolis","Colts","0","0","0","0","0","","6","33","5.50","0","176","120","1363","7.74","9","39.2","313.6"
"4","Pittsburgh Steelers","WR","7","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","1","1.00","0","150","107","1278","8.52","6","39.1","273.9"
"5","Las Vegas Raiders","WR","7","2025","Las Vegas","Raiders","0","0","0","0","0","","6","33","5.50","0","134","97","1136","8.48","9","38.3","267.9"
"6","New York Giants","WR","8","2025","New York","Giants","0","0","0","0","0","","5","49","9.80","1","166","109","1394","8.40","7","38.2","305.3"
"7","Jacksonville Jaguars","WR","7","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","9","9.00","0","145","88","1059","7.30","10","36.5","255.8"
"8","Detroit Lions","WR","7","2025","Detroit","Lions","0","0","0","0","0","","2","15","7.50","0","132","80","1077","8.16","11","36.3","254.2"
"9","Tennessee Titans","WR","8","2025","Tennessee","Titans","0","0","0","0","0","","3","51","17.00","1","130","100","1299","9.99","7","35.3","282.0"
"10","Washington Commanders","WR","8","2025","Washington","Commanders","0","0","0","0","0","","11","78","7.09","0","142","96","1305","9.19","8","35.2","281.3"
"11","Green Bay Packers","WR","7","2025","Green Bay","Packers","0","0","0","0","0","","4","16","4.00","0","134","90","1025","7.65","7","34.0","238.1"
"12","Los Angeles Rams","WR","7","2025","Los Angeles","Rams","0","0","0","0","0","","9","32","3.56","0","149","93","1128","7.57","5","33.9","237.0"
"13","San Francisco 49ers","WR","8","2025","San Francisco","49ers","0","0","0","0","0","","3","11","3.67","0","147","98","1254","8.53","7","33.2","265.5"
"14","Chicago Bears","WR","7","2025","Chicago","Bears","0","0","0","0","0","","10","47","4.70","0","103","66","964","9.36","10","33.0","231.1"
"15","Cleveland Browns","WR","8","2025","Cleveland","Browns","0","0","0","0","0","","10","27","2.70","0","123","84","1111","9.03","10","32.1","256.8"
"16","Philadelphia Eagles","WR","8","2025","Philadelphia","Eagles","0","0","0","0","0","","9","42","4.67","0","164","98","1258","7.67","4","31.8","254.0"
"17","Tampa Bay Buccaneers","WR","8","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","1","-3","-3.00","0","163","101","1182","7.25","6","31.7","253.9"
"18","Seattle Seahawks","WR","7","2025","Seattle","Seahawks","0","0","0","0","0","","4","8","2.00","0","143","86","973","6.80","6","31.7","222.1"
"19","Cincinnati Bengals","WR","8","2025","Cincinnati","Bengals","0","0","0","0","0","","7","70","10.00","1","132","87","1135","8.60","5","30.4","243.5"
"20","New York Jets","WR","8","2025","New York","Jets","0","0","0","0","0","","9","31","3.44","1","131","84","1145","8.74","6","30.3","242.6"
"21","Arizona Cardinals","WR","7","2025","Arizona","Cardinals","0","0","0","0","0","","4","11","2.75","0","136","89","1022","7.51","3","30.0","210.3"
"22","Buffalo Bills","WR","7","2025","Buffalo","Bills","1","1","0","0","0","","9","32","3.56","0","112","76","951","8.49","6","29.9","209.3"
"23","New England Patriots","WR","8","2025","New England","Patriots","1","0","0","0","0","","8","73","9.13","0","122","82","1064","8.72","7","29.6","236.7"
"24","New Orleans Saints","WR","8","2025","New Orleans","Saints","0","0","0","0","0","","6","6","1.00","0","125","81","1053","8.42","8","29.2","233.9"
"25","Minnesota Vikings","WR","7","2025","Minnesota","Vikings","0","0","0","0","0","","5","28","5.60","0","92","62","927","10.08","7","28.1","196.5"
"26","Los Angeles Chargers","WR","8","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","3","8","2.67","0","145","89","1058","7.30","4","27.7","221.9"
"27","Kansas City Chiefs","WR","8","2025","Kansas City","Chiefs","0","0","0","0","0","","3","6","2.00","0","129","89","918","7.12","6","27.2","217.4"
"28","Atlanta Falcons","WR","7","2025","Atlanta","Falcons","0","0","0","0","0","","5","27","5.40","0","111","68","840","7.57","6","27.1","189.7"
"29","Houston Texans","WR","7","2025","Houston","Texans","1","1","0","0","0","","3","2","0.67","0","122","72","950","7.79","3","26.6","186.2"
"30","Denver Broncos","WR","8","2025","Denver","Broncos","0","0","0","0","0","","4","18","4.50","0","159","94","1026","6.45","2","26.2","209.4"
"31","Carolina Panthers","WR","8","2025","Carolina","Panthers","0","0","0","0","0","","5","16","3.20","1","126","76","949","7.53","5","26.1","208.5"
"32","Miami Dolphins","WR","8","2025","Miami","Dolphins","0","0","0","0","0","","4","36","9.00","0","115","77","861","7.49","7","26.0","207.7"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
