"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","4","2025","Dallas","Cowboys","153","135","99","1237","10","123.0","26","122","4.69","2","0","0","0","0.00","0","27.9","111.7"
"2","Miami Dolphins","QB","4","2025","Miami","Dolphins","130","107","83","941","7","125.1","28","163","5.82","4","0","0","0","0.00","0","26.7","106.9"
"3","Baltimore Ravens","QB","4","2025","Baltimore","Ravens","172","159","106","1084","9","102.3","25","46","1.84","2","0","0","0","0.00","0","23.5","94.0"
"4","Pittsburgh Steelers","QB","4","2025","Pittsburgh","Steelers","161","138","96","1131","7","96.0","21","105","5.00","2","0","0","0","0.00","0","22.9","91.7"
"5","Chicago Bears","QB","4","2025","Chicago","Bears","123","114","84","886","10","99.5","7","62","8.86","1","0","0","0","0.00","0","21.2","84.6"
"6","New Orleans Saints","QB","4","2025","New Orleans","Saints","129","111","79","884","9","117.8","22","91","4.14","1","0","0","0","0.00","0","21.1","84.5"
"7","Cincinnati Bengals","QB","4","2025","Cincinnati","Bengals","165","153","100","1089","8","90.0","12","21","1.75","1","0","0","0","0.00","0","19.7","78.7"
"8","Washington Commanders","QB","4","2025","Washington","Commanders","141","123","75","1062","7","104.5","17","63","3.71","0","0","0","0","0.00","0","19.4","77.8"
"9","Tampa Bay Buccaneers","QB","4","2025","Tampa Bay","Buccaneers","155","126","81","832","6","95.7","27","158","5.85","1","0","0","0","0.00","0","19.3","77.1"
"10","Jacksonville Jaguars","QB","4","2025","Jacksonville","Jaguars","171","156","93","984","7","69.0","12","76","6.33","1","0","0","0","0.00","0","18.0","72.0"
"11","New York Jets","QB","4","2025","New York","Jets","125","111","73","834","7","109.2","17","105","6.18","0","0","0","0","0.00","0","18.0","71.9"
"12","Indianapolis Colts","QB","4","2025","Indianapolis","Colts","158","140","93","946","8","92.7","12","46","3.83","0","0","0","0","0.00","0","17.9","71.4"
"13","New York Giants","QB","4","2025","New York","Giants","179","160","102","1021","5","84.4","20","111","5.55","0","0","0","0","0.00","0","17.7","70.9"
"14","Las Vegas Raiders","QB","4","2025","Las Vegas","Raiders","149","131","86","948","5","93.3","27","95","3.52","1","1","1","2","2.00","0","17.7","70.6"
"15","Buffalo Bills","QB","4","2025","Buffalo","Bills","122","102","64","564","6","92.9","22","199","9.05","1","1","0","0","0.00","0","17.6","70.5"
"16","New England Patriots","QB","4","2025","New England","Patriots","138","125","89","1024","7","104.2","7","14","2.00","0","0","0","0","0.00","0","16.8","67.4"
"17","Green Bay Packers","QB","4","2025","Green Bay","Packers","174","157","107","886","6","89.8","9","18","2.00","1","0","0","0","0.00","0","16.8","67.2"
"18","Detroit Lions","QB","4","2025","Detroit","Lions","138","117","74","894","7","95.9","20","72","3.60","0","0","0","0","0.00","0","16.7","67.0"
"19","Los Angeles Chargers","QB","4","2025","Los Angeles","Chargers","157","128","76","710","3","72.7","29","164","5.66","2","0","0","0","0.00","0","16.5","65.8"
"20","Philadelphia Eagles","QB","4","2025","Philadelphia","Eagles","151","136","78","860","5","79.3","10","82","8.20","1","0","0","0","0.00","0","16.4","65.6"
"21","Arizona Cardinals","QB","4","2025","Arizona","Cardinals","180","168","107","1068","5","86.6","8","54","6.75","0","0","0","0","0.00","0","16.3","65.1"
"22","Los Angeles Rams","QB","4","2025","Los Angeles","Rams","147","125","83","851","5","89.1","19","79","4.16","1","0","0","0","0.00","0","15.7","62.9"
"23","Seattle Seahawks","QB","4","2025","Seattle","Seahawks","174","152","101","910","6","76.4","13","71","5.46","0","0","0","0","0.00","0","15.6","62.5"
"24","Tennessee Titans","QB","4","2025","Tennessee","Titans","136","126","88","935","6","97.2","22","49","2.23","0","0","0","0","0.00","0","15.6","62.3"
"25","Kansas City Chiefs","QB","4","2025","Kansas City","Chiefs","144","121","81","778","4","85.3","28","125","4.46","1","0","0","0","0.00","0","15.4","61.6"
"26","Cleveland Browns","QB","4","2025","Cleveland","Browns","119","104","67","689","8","101.0","13","28","2.15","0","0","0","0","0.00","0","15.1","60.4"
"27","Atlanta Falcons","QB","4","2025","Atlanta","Falcons","124","104","60","602","5","78.3","15","91","6.07","1","0","0","0","0.00","0","14.3","57.2"
"28","Carolina Panthers","QB","4","2025","Carolina","Panthers","129","117","73","802","4","79.8","20","64","3.20","1","0","0","0","0.00","0","14.1","56.5"
"29","San Francisco 49ers","QB","4","2025","San Francisco","49ers","137","123","84","690","5","95.9","20","73","3.65","0","0","0","0","0.00","0","13.5","53.9"
"30","Minnesota Vikings","QB","4","2025","Minnesota","Vikings","123","105","71","685","3","87.2","11","68","6.18","1","0","0","0","0.00","0","12.6","50.2"
"31","Houston Texans","QB","4","2025","Houston","Texans","150","133","76","790","3","75.7","11","62","5.64","0","0","0","0","0.00","0","12.0","47.8"
"32","Denver Broncos","QB","4","2025","Denver","Broncos","154","134","77","853","2","78.4","11","12","1.09","1","0","0","0","0.00","0","11.8","47.3"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
