"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","RB","13","2025","Cincinnati","Bengals","2","2","2","7","2","120.8","316","1639","5.19","11","78","65","597","7.65","6","30.8","399.9"
"2","New York Giants","RB","13","2025","New York","Giants","0","0","0","0","0","","267","1629","6.10","12","79","66","442","5.59","4","28.5","370.1"
"3","New York Jets","RB","13","2025","New York","Jets","0","0","0","0","0","","333","1458","4.38","15","57","43","346","6.07","4","26.0","337.4"
"4","Dallas Cowboys","RB","13","2025","Dallas","Cowboys","0","0","0","0","0","","257","1213","4.72","11","79","69","625","7.91","2","25.3","328.8"
"5","Buffalo Bills","RB","13","2025","Buffalo","Bills","0","0","0","0","0","","282","1408","4.99","16","63","49","306","4.86","2","25.1","326.4"
"6","Arizona Cardinals","RB","13","2025","Arizona","Cardinals","0","0","0","0","0","","293","1403","4.79","14","60","50","351","5.85","3","25.0","325.4"
"7","Washington Commanders","RB","13","2025","Washington","Commanders","0","0","0","0","0","","318","1447","4.55","11","56","46","461","8.23","3","24.8","322.8"
"8","Carolina Panthers","RB","13","2025","Carolina","Panthers","0","0","0","0","0","","282","1373","4.87","12","71","60","373","5.25","1","24.0","311.6"
"9","Philadelphia Eagles","RB","13","2025","Philadelphia","Eagles","0","0","0","0","0","","301","1314","4.37","10","60","46","529","8.82","4","23.9","311.3"
"10","Baltimore Ravens","RB","13","2025","Baltimore","Ravens","0","0","0","0","0","","266","1137","4.27","10","81","66","535","6.60","3","23.8","309.2"
"11","Tampa Bay Buccaneers","RB","13","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","240","1014","4.23","9","63","58","692","10.98","4","23.5","305.6"
"12","Las Vegas Raiders","RB","13","2025","Las Vegas","Raiders","0","0","0","0","0","","307","1251","4.07","14","64","53","329","5.14","1","23.3","303.0"
"13","Tennessee Titans","RB","13","2025","Tennessee","Titans","0","0","0","0","0","","283","1271","4.49","14","59","44","378","6.41","2","23.3","302.9"
"14","Atlanta Falcons","RB","13","2025","Atlanta","Falcons","0","0","0","0","0","","294","1326","4.51","8","74","57","412","5.57","4","23.2","301.8"
"15","New Orleans Saints","RB","13","2025","New Orleans","Saints","0","0","0","0","0","","345","1466","4.25","10","48","41","299","6.23","3","22.7","295.5"
"16","San Francisco 49ers","RB","13","2025","San Francisco","49ers","0","0","0","0","0","","265","1123","4.24","7","86","75","467","5.43","3","22.6","294.0"
"17","Chicago Bears","RB","13","2025","Chicago","Bears","0","0","0","0","0","","272","1342","4.93","8","64","51","351","5.48","3","21.8","283.3"
"18","Miami Dolphins","RB","13","2025","Miami","Dolphins","0","0","0","0","0","","291","1373","4.72","6","64","57","441","6.89","1","21.5","279.4"
"19","Indianapolis Colts","RB","13","2025","Indianapolis","Colts","0","0","0","0","0","","277","1073","3.87","12","70","54","361","5.16","1","21.0","272.4"
"20","Los Angeles Chargers","RB","13","2025","Los Angeles","Chargers","0","0","0","0","0","","247","1175","4.76","12","65","49","323","4.97","0","20.9","271.8"
"21","Minnesota Vikings","RB","13","2025","Minnesota","Vikings","0","0","0","0","0","","345","1367","3.96","10","55","43","253","4.60","0","20.2","263.0"
"22","Cleveland Browns","RB","13","2025","Cleveland","Browns","2","2","1","32","1","135.4","295","1156","3.92","7","68","54","369","5.43","2","20.2","262.8"
"23","Pittsburgh Steelers","RB","13","2025","Pittsburgh","Steelers","0","0","0","0","0","","311","1375","4.42","5","64","54","370","5.78","1","20.0","259.5"
"24","Green Bay Packers","RB","13","2025","Green Bay","Packers","1","1","0","0","0","39.6","294","1152","3.92","7","75","63","361","4.81","0","19.9","259.3"
"25","Houston Texans","RB","13","2025","Houston","Texans","0","0","0","0","0","","252","958","3.80","10","65","50","366","5.63","1","19.1","248.4"
"26","Kansas City Chiefs","RB","13","2025","Kansas City","Chiefs","1","1","0","0","0","39.6","239","988","4.13","7","59","50","355","6.02","3","18.8","244.3"
"27","Seattle Seahawks","RB","13","2025","Seattle","Seahawks","0","0","0","0","0","","258","916","3.55","4","91","70","485","5.33","2","18.8","244.1"
"28","Jacksonville Jaguars","RB","13","2025","Jacksonville","Jaguars","0","0","0","0","0","","225","842","3.74","5","71","57","416","5.86","3","17.6","228.8"
"29","Los Angeles Rams","RB","13","2025","Los Angeles","Rams","0","0","0","0","0","","271","1026","3.79","2","71","56","417","5.87","2","17.1","222.3"
"30","New England Patriots","RB","13","2025","New England","Patriots","0","0","0","0","0","","234","860","3.68","3","81","67","428","5.28","1","16.9","219.8"
"31","Denver Broncos","RB","13","2025","Denver","Broncos","0","0","0","0","0","","249","958","3.85","7","50","34","309","6.18","3","16.9","219.7"
"32","Detroit Lions","RB","13","2025","Detroit","Lions","1","1","0","0","0","39.6","262","1042","3.98","6","60","47","289","4.82","0","16.5","214.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
