"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","3","2025","Dallas","Cowboys","107","92","68","900","7","125.3","23","94","4.09","2","0","0","0","0.00","0","28.1","84.4"
"2","Miami Dolphins","QB","3","2025","Miami","Dolphins","95","80","63","715","6","128.9","21","82","3.90","3","0","0","0","0.00","0","26.3","78.8"
"3","Chicago Bears","QB","3","2025","Chicago","Bears","100","93","70","769","8","110.0","3","31","10.33","1","0","0","0","0.00","0","24.0","71.9"
"4","Pittsburgh Steelers","QB","3","2025","Pittsburgh","Steelers","107","92","66","781","5","101.8","19","93","4.89","2","0","0","0","0.00","0","22.8","68.5"
"5","Baltimore Ravens","QB","3","2025","Baltimore","Ravens","132","122","81","814","5","95.5","19","44","2.32","2","0","0","0","0.00","0","22.3","67.0"
"6","Detroit Lions","QB","3","2025","Detroit","Lions","100","82","58","710","7","120.5","17","73","4.29","0","0","0","0","0.00","0","20.9","62.7"
"7","New Orleans Saints","QB","3","2025","New Orleans","Saints","101","89","63","675","7","118.9","15","46","3.07","0","0","0","0","0.00","0","19.5","58.6"
"8","Washington Commanders","QB","3","2025","Washington","Commanders","113","97","55","749","5","98.7","13","61","4.69","0","0","0","0","0.00","0","19.4","58.1"
"9","Las Vegas Raiders","QB","3","2025","Las Vegas","Raiders","108","94","64","736","4","101.2","19","82","4.32","1","1","1","2","2.00","0","19.3","57.8"
"10","Tampa Bay Buccaneers","QB","3","2025","Tampa Bay","Buccaneers","124","102","66","702","4","93.7","18","96","5.33","1","0","0","0","0.00","0","19.2","57.7"
"11","Buffalo Bills","QB","3","2025","Buffalo","Bills","88","75","46","438","5","94.2","16","150","9.38","1","0","0","0","0.00","0","18.8","56.5"
"12","New York Giants","QB","3","2025","New York","Giants","135","119","79","818","4","93.8","19","87","4.58","0","0","0","0","0.00","0","18.8","56.4"
"13","New York Jets","QB","3","2025","New York","Jets","98","86","56","657","5","107.6","14","99","7.07","0","0","0","0","0.00","0","18.7","56.2"
"14","Cincinnati Bengals","QB","3","2025","Cincinnati","Bengals","121","111","71","763","6","87.0","6","14","2.33","0","0","0","0","0.00","0","17.3","51.9"
"15","Jacksonville Jaguars","QB","3","2025","Jacksonville","Jaguars","131","118","71","675","5","65.5","10","63","6.30","1","0","0","0","0.00","0","17.1","51.3"
"16","New England Patriots","QB","3","2025","New England","Patriots","100","89","66","816","5","106.8","6","11","1.83","0","0","0","0","0.00","0","16.9","50.7"
"17","Los Angeles Rams","QB","3","2025","Los Angeles","Rams","112","92","59","589","4","92.2","18","80","4.44","1","0","0","0","0.00","0","16.9","50.6"
"18","Arizona Cardinals","QB","3","2025","Arizona","Cardinals","150","142","89","826","4","82.1","7","30","4.29","0","0","0","0","0.00","0","16.3","49.0"
"19","Kansas City Chiefs","QB","3","2025","Kansas City","Chiefs","104","88","58","579","3","86.3","22","77","3.50","1","0","0","0","0.00","0","15.6","46.9"
"20","Cleveland Browns","QB","3","2025","Cleveland","Browns","92","77","51","521","6","106.0","11","30","2.73","0","0","0","0","0.00","0","15.6","46.8"
