"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","6","2025","Dallas","Cowboys","234","206","148","1719","15","116.9","36","153","4.25","2","0","0","0","0.00","0","26.2","157.1"
"2","Miami Dolphins","QB","6","2025","Miami","Dolphins","203","175","131","1403","11","116.4","32","166","5.19","4","0","0","0","0.00","0","23.3","139.7"
"3","Baltimore Ravens","QB","6","2025","Baltimore","Ravens","236","216","148","1532","14","108.4","33","80","2.42","2","0","0","0","0.00","0","22.4","134.3"
"4","New Orleans Saints","QB","6","2025","New Orleans","Saints","206","177","123","1347","14","111.0","38","174","4.58","1","0","0","0","0.00","0","21.7","130.3"
"5","Chicago Bears","QB","5","2025","Chicago","Bears","158","140","103","1097","13","103.2","17","114","6.71","1","0","0","0","0.00","0","21.7","108.3"
"6","Pittsburgh Steelers","QB","5","2025","Pittsburgh","Steelers","219","190","125","1352","7","87.9","21","105","5.00","2","0","0","0","0.00","0","20.1","100.6"
"7","Detroit Lions","QB","6","2025","Detroit","Lions","221","187","122","1402","13","97.5","34","135","3.97","1","0","0","0","0.00","0","20.1","120.6"
"8","Jacksonville Jaguars","QB","6","2025","Jacksonville","Jaguars","246","224","138","1597","10","79.4","22","138","6.27","2","0","0","0","0.00","0","19.9","119.7"
"9","Tampa Bay Buccaneers","QB","6","2025","Tampa Bay","Buccaneers","236","199","136","1520","10","99.2","33","171","5.18","1","0","0","0","0.00","0","19.7","117.9"
"10","Washington Commanders","QB","6","2025","Washington","Commanders","214","185","117","1524","9","100.8","26","132","5.08","1","0","0","0","0.00","0","19.4","116.2"
"11","Cincinnati Bengals","QB","6","2025","Cincinnati","Bengals","224","202","138","1606","12","99.6","21","45","2.14","1","0","0","0","0.00","0","19.3","115.7"
"12","New York Jets","QB","6","2025","New York","Jets","191","170","110","1245","12","110.0","29","157","5.41","0","0","0","0","0.00","0","18.9","113.5"
"13","New York Giants","QB","6","2025","New York","Giants","248","224","147","1529","7","88.2","33","145","4.39","1","1","1","0","0.00","0","18.1","108.7"
"14","Seattle Seahawks","QB","6","2025","Seattle","Seahawks","262","227","157","1547","10","90.0","21","95","4.52","0","0","0","0","0.00","0","18.1","108.4"
"15","Philadelphia Eagles","QB","6","2025","Philadelphia","Eagles","227","201","119","1297","7","83.7","26","162","6.23","2","0","0","0","0.00","0","17.8","107.1"
"16","Kansas City Chiefs","QB","6","2025","Kansas City","Chiefs","209","175","122","1202","7","92.6","39","186","4.77","3","0","0","0","0.00","0","17.8","106.7"
"17","Green Bay Packers","QB","5","2025","Green Bay","Packers","220","202","136","1105","8","90.1","9","18","2.00","1","0","0","0","0.00","0","17.2","86.0"
"18","Carolina Panthers","QB","6","2025","Carolina","Panthers","203","187","125","1319","10","96.1","23","68","2.96","1","0","0","0","0.00","0","16.9","101.6"
"19","Indianapolis Colts","QB","6","2025","Indianapolis","Colts","246","220","145","1494","10","87.2","18","73","4.06","0","0","0","0","0.00","0","16.8","101.1"
"20","San Francisco 49ers","QB","6","2025","San Francisco","49ers","210","193","131","1335","10","104.7","24","87","3.63","0","0","0","0","0.00","0","16.7","100.1"
"21","New England Patriots","QB","6","2025","New England","Patriots","207","182","131","1504","9","103.8","20","87","4.35","0","0","0","0","0.00","0","16.6","99.9"
"22","Las Vegas Raiders","QB","6","2025","Las Vegas","Raiders","224","200","133","1391","8","93.6","28","97","3.46","1","2","2","11","5.50","0","16.6","99.4"
"23","Arizona Cardinals","QB","6","2025","Arizona","Cardinals","255","237","150","1545","7","84.8","18","68","3.78","1","0","0","0","0.00","0","16.3","97.6"
"24","Buffalo Bills","QB","6","2025","Buffalo","Bills","193","164","106","1087","7","95.2","27","217","8.04","1","1","0","0","0.00","0","16.2","97.2"
"25","Los Angeles Rams","QB","6","2025","Los Angeles","Rams","237","208","137","1333","7","86.9","27","123","4.56","1","0","0","0","0.00","0","15.4","92.6"
"26","Los Angeles Chargers","QB","6","2025","Los Angeles","Chargers","224","186","112","1146","5","73.5","38","207","5.45","2","0","0","0","0.00","0","15.4","92.5"
"27","Cleveland Browns","QB","6","2025","Cleveland","Browns","190","168","113","1160","11","103.8","21","41","1.95","0","0","0","0","0.00","0","15.4","92.5"
"28","Atlanta Falcons","QB","5","2025","Atlanta","Falcons","158","130","75","782","7","77.1","21","133","6.33","1","0","0","0","0.00","0","14.9","74.6"
"29","Tennessee Titans","QB","6","2025","Tennessee","Titans","198","181","128","1329","7","95.3","30","71","2.37","1","0","0","0","0.00","0","14.7","88.3"
"30","Minnesota Vikings","QB","5","2025","Minnesota","Vikings","159","138","90","875","5","88.9","13","73","5.62","1","0","0","0","0.00","0","13.3","66.3"
"31","Denver Broncos","QB","6","2025","Denver","Broncos","228","189","109","1178","4","81.0","20","46","2.30","1","0","0","0","0.00","0","12.0","71.7"
"32","Houston Texans","QB","5","2025","Houston","Texans","171","153","90","969","3","70.4","11","62","5.64","0","0","0","0","0.00","0","10.4","52.0"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
