"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","New York Giants","WR","2","2025","New York","Giants","0","0","0","0","0","","3","25","8.33","1","47","33","419","8.91","2","47.7","95.4"
"2","Dallas Cowboys","WR","2","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","32","26","453","14.16","3","44.7","89.3"
"3","Las Vegas Raiders","WR","2","2025","Las Vegas","Raiders","0","0","0","0","0","","2","2","1.00","0","45","31","387","8.60","3","44.0","87.9"
"4","Tennessee Titans","WR","2","2025","Tennessee","Titans","0","0","0","0","0","","1","45","45.00","1","44","30","359","8.16","2","43.7","87.4"
"5","Chicago Bears","WR","2","2025","Chicago","Bears","0","0","0","0","0","","4","20","5.00","0","26","18","338","13.00","5","42.9","85.8"
"6","New England Patriots","WR","2","2025","New England","Patriots","0","0","0","0","0","","3","23","7.67","0","37","28","424","11.46","2","42.4","84.7"
"7","Jacksonville Jaguars","WR","2","2025","Jacksonville","Jaguars","0","0","0","0","0","","0","0","","0","49","29","335","6.84","3","40.3","80.5"
"8","Kansas City Chiefs","WR","2","2025","Kansas City","Chiefs","0","0","0","0","0","","1","3","3.00","0","43","30","316","7.35","3","40.0","79.9"
"9","Detroit Lions","WR","2","2025","Detroit","Lions","0","0","0","0","0","","1","9","9.00","0","37","25","351","9.49","3","39.5","79.0"
"10","Houston Texans","WR","2","2025","Houston","Texans","0","0","0","0","0","","2","6","3.00","0","44","30","360","8.18","2","39.3","78.6"
"11","Arizona Cardinals","WR","2","2025","Arizona","Cardinals","0","0","0","0","0","","1","0","","0","55","34","320","5.82","2","39.0","78.0"
"12","Pittsburgh Steelers","WR","2","2025","Pittsburgh","Steelers","0","0","0","0","0","","0","0","","0","35","28","369","10.54","2","38.0","75.9"
"13","Cincinnati Bengals","WR","2","2025","Cincinnati","Bengals","0","0","0","0","0","","1","9","9.00","0","48","29","333","6.94","2","37.6","75.2"
"14","Baltimore Ravens","WR","2","2025","Baltimore","Ravens","0","0","0","0","0","","2","17","8.50","0","46","28","324","7.04","2","37.1","74.1"
"15","Cleveland Browns","WR","2","2025","Cleveland","Browns","0","0","0","0","0","","1","4","4.00","0","29","20","264","9.10","4","35.4","70.8"
"16","Indianapolis Colts","WR","2","2025","Indianapolis","Colts","0","0","0","0","0","","2","20","10.00","0","37","26","246","6.65","2","32.3","64.6"
"17","New York Jets","WR","2","2025","New York","Jets","0","0","0","0","0","","2","6","3.00","1","24","16","291","12.13","2","31.9","63.7"
"18","San Francisco 49ers","WR","2","2025","San Francisco","49ers","0","0","0","0","0","","0","0","","0","34","24","274","8.06","2","31.2","62.4"
"19","Green Bay Packers","WR","2","2025","Green Bay","Packers","0","0","0","0","0","","1","3","3.00","0","39","26","219","5.62","2","31.1","62.2"
"20","Atlanta Falcons","WR","2","2025","Atlanta","Falcons","0","0","0","0","0","","1","9","9.00","0","36","20","295","8.19","2","30.7","61.4"
"21","Miami Dolphins","WR","2","2025","Miami","Dolphins","0","0","0","0","0","","1","15","15.00","0","25","18","213","8.52","3","29.4","58.8"
"22","Los Angeles Chargers","WR","2","2025","Los Angeles","Chargers","0","0","0","0","0","","2","7","3.50","0","47","27","295","6.28","0","28.6","57.2"
"23","New Orleans Saints","WR","2","2025","New Orleans","Saints","0","0","0","0","0","","1","-4","-4.00","0","31","20","255","8.23","2","28.6","57.1"
"24","Philadelphia Eagles","WR","2","2025","Philadelphia","Eagles","0","0","0","0","0","","2","9","4.50","0","34","22","273","8.03","1","28.1","56.2"
"25","Los Angeles Rams","WR","2","2025","Los Angeles","Rams","0","0","0","0","0","","3","14","4.67","0","35","23","252","7.20","1","27.8","55.6"
"26","Buffalo Bills","WR","2","2025","Buffalo","Bills","0","0","0","0","0","","3","-2","-0.67","0","24","16","246","10.25","2","26.2","52.4"
"27","Washington Commanders","WR","2","2025","Washington","Commanders","0","0","0","0","0","","4","39","9.75","0","34","19","235","6.91","1","26.2","52.4"
"28","Tampa Bay Buccaneers","WR","2","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","40","21","251","6.28","1","26.1","52.1"
"29","Denver Broncos","WR","2","2025","Denver","Broncos","0","0","0","0","0","","1","9","9.00","0","40","23","227","5.68","0","23.3","46.6"
"30","Minnesota Vikings","WR","2","2025","Minnesota","Vikings","0","0","0","0","0","","3","8","2.67","0","31","19","213","6.87","1","22.6","45.1"
"31","Carolina Panthers","WR","2","2025","Carolina","Panthers","0","0","0","0","0","","3","15","5.00","1","26","14","145","5.58","1","21.0","42.0"
"32","Seattle Seahawks","WR","2","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","23","11","173","7.52","1","17.2","34.3"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
