"Player Details","","","","","","Snap Share","","","","","","","","","","","","","","","","","",""
"Rank","Name","Team","POS","G","Season","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","Snap %"
"1","Justin Jefferson","MIN","WR","11","2025","100.0","100.0","79.3","100.0","100.0","","98.5","87.2","94.9","100.0","100.0","100.0","","","","","","","96.4"
"2","Ja'Marr Chase","CIN","WR","11","2025","85.7","96.9","84.6","95.3","91.4","100.0","98.6","98.3","98.5","","98.4","","98.8","","","","","","95.7"
"3","Cade Otton","TB","TE","11","2025","87.5","91.7","90.6","97.1","91.4","100.0","97.0","96.4","","97.0","97.1","85.1","","","","","","","93.6"
"4","Tre Tucker","LV","WR","11","2025","90.3","90.8","93.5","98.1","87.7","91.2","86.7","","96.7","100.0","94.8","94.7","","","","","","","93.3"
"5","Drake London","ATL","WR","9","2025","87.3","84.1","86.4","84.4","","97.0","98.3","","98.1","98.3","93.1","","","","","","","","91.6"
"6","Jordan Addison","MIN","WR","8","2025","","","","95.8","75.4","","92.5","85.1","91.5","95.1","96.3","97.7","","","","","","","91.2"
"7","Sam LaPorta","DET","TE","9","2025","90.8","84.5","83.3","92.9","93.4","96.2","96.9","","100.0","75.0","","","","","","","","","90.1"
"8","Jameson Williams","DET","WR","12","2025","96.9","87.9","90.9","83.9","82.0","86.8","84.6","","90.3","86.8","94.9","96.9","95.0","","","","","","89.8"
"9","Trey McBride","ARZ","TE","11","2025","98.4","89.6","87.5","95.3","89.1","91.4","85.7","","87.7","84.9","88.7","89.5","","","","","","","89.7"
"10","Wan'Dale Robinson","NYG","WR","12","2025","75.8","70.8","75.4","97.1","94.3","97.0","89.9","98.0","100.0","98.6","97.1","81.8","","","","","","","89.6"
"11","Garrett Wilson","NYJ","WR","7","2025","100.0","93.6","100.0","98.2","93.2","83.9","","","","40.4","","","","","","","","","88.6"
"12","Tetairoa McMillan","CAR","WR","12","2025","82.0","85.7","89.1","93.8","89.2","92.2","87.1","94.9","85.2","90.0","85.3","90.7","","","","","","","88.6"
"13","DK Metcalf","PIT","WR","11","2025","94.4","91.5","87.8","79.2","","82.8","98.1","94.7","82.0","92.0","85.0","85.5","","","","","","","88.3"
"14","Courtland Sutton","DEN","WR","11","2025","94.4","75.5","81.3","85.0","94.3","78.9","93.4","84.2","91.8","87.7","91.8","","","","","","","","87.7"
"15","Zay Flowers","BLT","WR","12","2025","90.0","77.4","85.2","88.7","82.5","90.7","","94.9","82.1","81.8","88.3","82.8","93.0","","","","","","86.6"
"16","DeVonta Smith","PHI","WR","12","2025","88.7","75.9","96.8","91.2","98.2","96.4","87.8","89.5","","95.0","97.1","94.8","15.7","","","","","","86.5"
"17","A.J. Brown","PHI","WR","11","2025","87.1","96.6","92.1","96.5","92.7","96.4","91.8","","","76.7","92.8","93.1","23.5","","","","","","86.1"
"18","Tucker Kraft","GB","TE","8","2025","91.5","90.5","88.5","94.9","","91.7","90.6","92.1","47.6","","","","","","","","","","85.9"
"19","Kyle Pitts","ATL","TE","11","2025","77.5","79.4","81.8","73.4","","92.4","81.7","91.8","94.4","91.7","84.5","94.5","","","","","","","85.3"
"20","Theo Johnson","NYG","TE","12","2025","75.8","84.6","86.9","69.6","81.4","89.6","87.0","98.0","85.7","97.1","91.3","76.6","","","","","","","85.0"
"21","Tee Higgins","CIN","WR","11","2025","79.6","87.7","80.8","83.7","96.6","79.0","86.1","87.9","81.5","","92.1","75.8","","","","","","","84.7"
"22","Alec Pierce","IND","WR","9","2025","78.6","89.6","56.6","","","81.0","86.2","80.8","90.4","94.6","","96.0","","","","","","","84.3"
"23","Jerry Jeudy","CLV","WR","11","2025","87.3","87.5","84.2","81.5","91.0","88.0","67.9","82.7","","95.7","83.3","64.6","","","","","","","84.1"
"24","Michael Pittman","IND","WR","11","2025","81.4","83.6","79.2","92.9","78.9","84.5","86.2","78.8","90.4","81.1","","82.0","","","","","","","83.7"
"25","Jonathan Taylor","IND","RB","11","2025","72.9","92.5","77.4","87.5","75.4","91.4","86.2","75.0","79.5","90.5","","90.0","","","","","","","83.5"
"26","Josh Reynolds","NYJ","WR","5","2025","96.8","","","66.7","72.6","87.5","95.0","","","","","","","","","","","","83.4"
"27","Christian McCaffrey","SF","RB","12","2025","75.0","77.9","91.9","87.3","89.2","92.5","74.2","95.5","86.2","78.3","69.2","82.9","","","","","","","83.3"
"28","Jakobi Meyers","LV, JAX","WR","10","2025","93.5","92.3","93.5","98.1","87.7","89.5","","","88.3","41.8","63.8","83.6","","","","","","","83.2"
"29","Emeka Egbuka","TB","WR","11","2025","92.9","93.1","59.4","89.7","84.5","52.0","75.8","87.5","","87.9","94.1","89.6","","","","","","","83.1"
"30","Tyler Warren","IND","TE","11","2025","71.4","94.0","73.6","87.5","66.7","87.9","91.4","75.0","83.6","89.2","","86.0","","","","","","","82.6"
"31","Chris Olave","NO","WR","11","2025","84.1","100.0","84.3","86.2","71.0","86.3","83.0","93.0","87.5","53.7","","79.5","","","","","","","82.4"
"32","Amon-Ra St. Brown","DET","WR","12","2025","93.8","86.2","84.8","89.3","80.3","88.7","90.8","","95.2","76.5","96.6","96.9","6.7","","","","","","82.2"
