"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","WR","15","2025","Dallas","Cowboys","0","0","0","0","0","","18","91","5.06","0","264","185","2614","9.90","26","40.8","612.5"
"2","Detroit Lions","WR","15","2025","Detroit","Lions","1","1","1","33","1","158.3","11","67","6.09","0","297","183","2532","8.53","20","37.8","567.2"
"3","Indianapolis Colts","WR","15","2025","Indianapolis","Colts","0","0","0","0","0","","11","46","4.18","1","308","201","2551","8.28","14","36.9","553.7"
"4","Pittsburgh Steelers","WR","15","2025","Pittsburgh","Steelers","0","0","0","0","0","","3","18","6.00","0","308","199","2482","8.06","14","35.7","535.0"
"5","Baltimore Ravens","WR","15","2025","Baltimore","Ravens","0","0","0","0","0","","13","100","7.69","0","309","193","2473","8.00","14","35.4","531.3"
"6","Los Angeles Rams","WR","15","2025","Los Angeles","Rams","0","0","0","0","0","","14","88","6.29","0","301","191","2388","7.93","15","35.1","526.6"
"7","New York Giants","WR","15","2025","New York","Giants","0","0","0","0","0","","6","66","11.00","1","278","179","2409","8.67","15","35.1","526.5"
"8","Chicago Bears","WR","15","2025","Chicago","Bears","0","0","0","0","0","","20","104","5.20","1","243","157","2256","9.28","20","35.0","525.0"
"9","Washington Commanders","WR","15","2025","Washington","Commanders","0","0","0","0","0","","14","108","7.71","0","266","181","2380","8.95","16","35.0","524.8"
"10","Tennessee Titans","WR","15","2025","Tennessee","Titans","0","0","0","0","0","","8","65","8.13","1","244","175","2398","9.83","15","34.4","516.3"
"11","Las Vegas Raiders","WR","15","2025","Las Vegas","Raiders","1","0","0","0","0","","9","33","3.67","0","268","188","2246","8.38","16","34.1","510.9"
"12","Jacksonville Jaguars","WR","15","2025","Jacksonville","Jaguars","0","0","0","0","0","","7","8","1.14","0","316","199","2211","7.00","14","33.8","506.9"
"13","Atlanta Falcons","WR","15","2025","Atlanta","Falcons","0","0","0","0","0","","9","57","6.33","0","256","166","2191","8.56","18","33.5","501.8"
"14","San Francisco 49ers","WR","15","2025","San Francisco","49ers","0","0","0","0","0","","7","25","3.57","0","268","184","2244","8.37","14","32.9","492.9"
"15","Green Bay Packers","WR","15","2025","Green Bay","Packers","0","0","0","0","0","","10","44","4.40","0","254","170","2101","8.27","17","32.5","487.5"
"16","Tampa Bay Buccaneers","WR","15","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","3","22","7.33","0","289","180","2238","7.74","12","31.7","476.0"
"17","New York Jets","WR","15","2025","New York","Jets","0","0","0","0","0","","19","116","6.11","1","248","159","2051","8.27","12","30.0","450.7"
"18","New England Patriots","WR","15","2025","New England","Patriots","2","1","0","0","0","39.6","13","122","9.38","1","228","148","1837","8.06","16","29.7","444.9"
"19","Kansas City Chiefs","WR","15","2025","Kansas City","Chiefs","0","0","0","0","0","","8","42","5.25","0","249","170","2033","8.16","10","29.3","439.5"
"20","Arizona Cardinals","WR","15","2025","Arizona","Cardinals","0","0","0","0","0","","7","34","4.86","0","249","162","2064","8.29","11","29.2","437.8"
"21","Denver Broncos","WR","15","2025","Denver","Broncos","0","0","0","0","0","","10","20","2.00","0","297","183","2106","7.09","6","28.7","430.6"
"22","Carolina Panthers","WR","15","2025","Carolina","Panthers","0","0","0","0","0","","9","15","1.67","1","248","157","1987","8.01","11","28.5","428.2"
"23","Seattle Seahawks","WR","15","2025","Seattle","Seahawks","0","0","0","0","0","","9","31","3.44","1","277","160","1807","6.52","12","28.3","423.8"
"24","Buffalo Bills","WR","15","2025","Buffalo","Bills","2","1","0","0","0","","25","112","4.48","1","230","147","1814","7.89","12","27.8","416.6"
"25","Miami Dolphins","WR","15","2025","Miami","Dolphins","0","0","0","0","0","","8","38","4.75","0","220","149","1742","7.92","15","27.7","416.0"
"26","Philadelphia Eagles","WR","15","2025","Philadelphia","Eagles","0","0","0","0","0","","15","71","4.73","0","279","158","2057","7.37","6","27.2","407.8"
"27","New Orleans Saints","WR","15","2025","New Orleans","Saints","0","0","0","0","0","","7","9","1.29","0","224","145","1780","7.95","14","27.1","405.9"
"28","Los Angeles Chargers","WR","15","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","5","21","4.20","0","262","159","1900","7.25","8","26.7","400.4"
"29","Cincinnati Bengals","WR","15","2025","Cincinnati","Bengals","1","1","1","2","1","118.8","10","110","11.00","3","215","136","1794","8.34","8","26.4","395.5"
"30","Cleveland Browns","WR","15","2025","Cleveland","Browns","0","0","0","0","0","","14","44","3.14","0","205","128","1629","7.95","15","25.6","383.3"
"31","Houston Texans","WR","15","2025","Houston","Texans","1","1","0","0","0","","9","5","0.56","0","245","141","1825","7.45","8","24.8","372.0"
"32","Minnesota Vikings","WR","15","2025","Minnesota","Vikings","0","0","0","0","0","","11","51","4.64","0","198","132","1789","9.04","8","24.2","363.0"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
