"76","Allen Lazard","NYJ","WR","15","2023","77.4","93.3","96.7","87.7","93.5","76.3","","79.0","88.3","88.9","64.2","1.8","46.3","72.7","88.9","27.1","","","71.1"
"77","Michael Thomas","NO","WR","10","2023","81.3","77.0","78.3","85.2","70.0","84.6","85.1","68.2","62.9","3.3","","","","","","","","","70.7"
"78","Tyler Conklin","NYJ","TE","17","2023","79.2","88.9","77.0","66.7","59.7","69.5","","69.4","61.0","65.1","71.7","60.0","73.1","57.6","64.8","81.2","77.9","81.0","70.7"
"79","Nick Westbrook-Ikhine","TEN","WR","14","2023","84.7","68.3","77.8","83.9","70.7","76.1","","50.0","55.9","61.0","55.3","77.4","85.0","89.7","47.6","","","","70.5"
"80","Mark Andrews","BLT","TE","10","2023","","78.6","81.9","70.9","94.0","84.3","74.5","71.7","57.3","76.0","11.7","","","","","","","","70.5"
"81","Tony Pollard","DAL","RB","17","2023","63.6","62.7","86.7","53.6","69.4","82.0","","65.1","75.7","68.8","64.7","78.0","75.9","70.3","71.9","70.5","85.5","56.5","70.5"
"82","Josh Reynolds","DET","WR","17","2023","69.6","79.7","75.0","74.0","46.7","81.2","72.2","82.7","","70.3","76.3","63.6","75.0","57.1","57.8","58.4","71.2","87.5","70.5"
"83","Diontae Johnson","PIT","WR","13","2023","42.6","","","","","","67.9","90.6","86.7","80.0","86.0","73.5","74.1","66.7","85.2","60.3","57.7","48.4","70.4"
"84","Darren Waller","NYG","TE","12","2023","56.9","89.6","76.1","91.9","92.6","91.8","81.5","28.6","","","","","","","44.3","69.5","64.2","51.5","70.2"
"85","Christian Kirk","JAX","WR","12","2023","60.9","81.3","87.0","81.3","81.7","71.0","80.0","61.5","","88.9","75.4","75.0","1.5","","","","","","70.1"
"86","Logan Thomas","WAS","TE","16","2023","81.5","42.4","","81.1","78.8","80.0","70.1","75.4","72.7","73.8","72.7","64.0","61.1","","78.9","69.0","58.1","51.0","69.9"
"87","Adam Trautman","DEN","TE","17","2023","72.4","82.3","88.1","87.5","89.5","69.4","70.9","81.5","","63.4","78.8","87.1","61.0","68.2","50.0","50.8","47.8","49.2","69.9"
"88","Robert Woods","HST","WR","14","2023","75.0","83.5","76.8","71.0","67.2","63.3","","","","60.8","73.1","58.6","44.4","73.1","79.2","82.4","63.9","","69.9"
"89","Joe Mixon","CIN","RB","17","2023","61.1","78.9","75.7","78.4","77.2","69.8","","75.8","74.6","75.0","66.1","65.9","70.8","63.2","69.6","60.7","63.4","54.1","69.7"
"90","Trey McBride","ARZ","TE","17","2023","36.2","50.0","49.1","25.8","29.8","61.6","54.8","83.1","66.7","81.7","100.0","87.3","95.2","","70.8","96.6","88.9","95.7","69.6"
"91","Nico Collins","HST","WR","15","2023","73.6","67.1","66.1","75.4","87.9","71.7","","71.4","77.4","","76.1","77.6","84.1","5.8","","47.1","62.3","83.6","68.9"
"92","Josh Downs","IND","WR","17","2023","78.3","75.0","79.8","74.1","68.9","77.3","70.1","82.1","19.3","24.1","","70.0","64.7","80.0","58.5","94.1","62.3","67.7","68.6"
"93","Bijan Robinson","ATL","RB","17","2023","64.6","73.1","80.0","75.4","62.2","75.9","15.6","72.7","61.2","75.4","","62.9","75.0","76.8","58.8","75.0","76.3","73.3","68.1"
"94","Jaylen Waddle","MIA","WR","14","2023","64.6","72.1","","75.9","81.5","66.2","43.8","76.7","55.2","","82.4","65.2","59.3","82.6","70.2","43.8","","","67.6"
"95","Luke Musgrave","GB","TE","11","2023","73.3","87.2","94.4","28.3","70.2","","67.2","74.2","83.8","73.8","66.2","","","","","","","15.0","67.4"
"96","Noah Brown","HST","WR","10","2023","68.1","","","","","55.0","","71.4","74.2","74.3","","","79.4","67.3","84.7","79.4","11.5","","67.2"
"97","Tank Dell","HST","WR","11","2023","45.8","77.2","60.7","72.5","34.5","","","78.6","87.1","95.9","77.6","81.0","14.3","","","","","","66.5"
"98","Tyreek Hill","MIA","WR","16","2023","66.2","85.2","53.5","74.1","46.3","55.4","77.1","76.7","89.7","","57.4","62.3","49.2","47.8","","84.4","69.7","75.0","66.5"
"99","Wan'Dale Robinson","NYG","WR","15","2023","","","21.7","67.6","66.2","58.9","58.5","82.9","54.8","49.1","63.0","74.0","","78.2","86.9","69.5","83.6","68.2","66.4"
"100","Rondale Moore","ARZ","WR","17","2023","69.0","63.3","52.8","75.8","66.7","65.8","67.7","69.0","66.7","61.7","72.4","76.2","52.4","","63.9","81.4","65.3","56.5","66.3"
"101","Chigoziem Okonkwo","TEN","TE","17","2023","81.4","71.4","80.0","67.7","58.6","69.6","","71.2","75.0","55.9","42.1","52.8","57.5","66.2","65.1","73.4","73.6","55.6","66.1"
"102","Austin Ekeler","LAC","RB","14","2023","52.6","","","","","72.1","60.7","69.2","66.1","70.6","69.4","80.3","57.4","71.6","38.1","66.2","71.0","77.5","66.0"
"103","Jerry Jeudy","DEN","WR","16","2023","","69.4","76.3","64.6","91.2","65.3","67.3","56.9","","60.6","75.0","59.7","69.5","59.1","62.9","73.8","46.3","61.0","65.8"
"104","Zach Ertz","ARZ","TE","7","2023","79.3","70.0","58.5","78.8","82.5","43.8","51.6","","","","","","","","","","","","65.7"
"105","Jason Brownlee","NYJ","WR","7","2023","","","","","","","","3.2","","","32.1","98.2","50.7","","","82.4","97.1","84.1","65.3"
"106","Juwan Johnson","NO","TE","13","2023","73.4","81.1","68.3","","","","","60.6","74.2","77.0","","74.6","56.7","40.4","41.4","75.9","71.4","45.5","65.2"
"107","Kyle Pitts","ATL","TE","17","2023","62.5","73.1","81.5","64.9","52.7","54.4","51.6","59.1","56.7","72.3","","50.0","64.1","84.1","66.7","71.9","72.9","63.3","64.7"
"108","Quentin Johnston","LAC","WR","17","2023","28.9","15.4","25.0","52.4","","47.5","50.8","69.2","83.9","83.8","85.5","43.9","77.0","88.1","92.1","83.1","90.3","86.3","64.7"
"109","Dalton Kincaid","BUF","TE","16","2023","79.4","60.8","53.8","57.1","59.3","","62.1","83.8","90.9","75.0","67.6","58.7","","79.5","50.8","38.5","55.9","61.0","64.7"
"110","JuJu Smith-Schuster","NE","WR","11","2023","52.6","60.6","72.5","47.3","47.1","","","33.3","33.3","98.5","","64.7","91.9","98.2","","","","","64.3"
"111","Jaxon Smith-Njigba","SEA","WR","17","2023","58.7","53.7","43.7","52.9","","71.4","63.8","63.6","80.9","59.5","66.7","75.9","64.1","72.7","71.2","62.7","67.3","66.0","63.9"
"112","Trey Palmer","TB","WR","17","2023","33.8","47.1","72.7","73.1","","66.7","60.0","80.6","74.6","72.1","70.1","66.1","60.3","88.1","55.0","53.4","74.0","45.3","63.8"
"113","Tutu Atwell","LA","WR","16","2023","78.2","94.9","86.5","80.8","89.1","87.3","71.0","96.6","67.3","","88.1","36.4","37.1","12.3","","6.0","6.6","93.5","63.8"
"114","Pat Freiermuth","PIT","TE","12","2023","50.8","75.5","78.3","50.0","","","","","","","56.1","60.3","60.3","65.2","75.9","62.1","63.4","61.3","63.1"
"115","Rhamondre Stevenson","NE","RB","12","2023","74.4","71.8","65.2","63.6","51.0","64.3","63.6","60.8","61.9","67.6","","77.9","25.8","","","","","","63.1"
"116","Daniel Bellinger","NYG","TE","17","2023","67.7","40.3","63.0","8.1","36.8","53.4","55.4","84.3","85.5","80.0","92.6","90.0","","89.1","55.7","66.1","44.8","80.3","62.6"
"117","Alvin Kamara","NO","RB","13","2023","","","","75.4","62.9","79.5","72.4","57.6","50.0","73.8","","65.7","58.2","53.8","51.7","74.1","32.9","","62.5"
"118","James Conner","ARZ","RB","13","2023","84.5","75.0","64.2","62.1","21.1","","","","","65.0","69.0","41.3","77.8","","47.2","59.3","66.7","75.4","62.2"
"119","Treylon Burks","TEN","WR","11","2023","89.8","63.5","75.6","","","","","50.0","50.0","","","","11.3","64.7","74.6","71.9","83.0","68.5","61.6"
"120","Isiah Pacheco","KC","RB","14","2023","46.8","51.6","42.7","65.2","57.8","62.9","53.1","56.1","71.4","","60.8","79.3","68.9","","","56.2","92.5","","61.0"
"121","Breece Hall","NYJ","RB","17","2023","32.1","33.3","47.5","45.6","51.6","67.8","","64.5","62.3","69.8","62.3","63.6","67.2","60.6","37.0","75.3","69.1","90.5","60.2"
"122","Dawson Knox","BUF","TE","12","2023","83.8","74.3","63.1","46.4","66.7","76.3","60.6","","","","","","","43.8","63.1","46.2","42.6","49.4","59.7"
"123","Alex Erickson","LAC","WR","8","2023","","","","","","","","","","","79.0","51.5","13.1","65.7","58.7","50.8","93.5","63.8","59.7"
"124","Cedric Tillman","CLV","WR","14","2023","8.3","9.9","16.4","21.5","","","","","74.6","82.7","87.7","88.6","92.8","56.8","71.6","74.7","94.8","64.2","59.7"
"125","Chuba Hubbard","CAR","RB","17","2023","36.1","37.5","34.7","54.4","49.2","79.1","","65.6","64.8","47.4","50.8","64.2","63.8","76.9","74.6","65.1","71.7","84.0","59.7"
"126","Jonathan Taylor","IND","RB","10","2023","","","","","16.4","42.7","49.3","61.2","75.4","88.9","","58.6","","","","60.3","66.0","75.8","58.5"
"127","D'Andre Swift","PHI","RB","16","2023","26.2","76.0","53.8","64.2","62.8","58.0","69.1","72.6","62.7","","63.0","64.6","42.0","51.0","59.4","56.8","46.8","","58.5"
"128","Rashid Shaheed","NO","WR","15","2023","54.7","50.0","70.0","57.4","58.6","76.9","71.3","27.3","50.0","68.9","","28.4","","","56.9","81.0","52.9","68.2","58.3"
"129","Rashee Rice","KC","WR","16","2023","32.3","17.2","49.3","48.5","28.1","47.1","54.7","64.9","69.6","","59.5","67.2","67.2","83.9","91.8","75.3","79.2","","57.9"
"130","Marquez Valdes-Scantling","KC","WR","16","2023","62.9","81.3","54.7","53.0","65.6","64.3","73.4","47.4","53.6","","45.9","53.4","49.2","33.9","32.8","79.5","69.8","","57.7"
"131","Jonnu Smith","ATL","TE","17","2023","50.0","66.7","69.2","54.4","64.9","51.9","59.4","68.2","56.7","40.0","","38.7","37.5","68.1","33.3","68.8","78.0","63.3","57.5"
"132","Chris Moore","TEN","WR","17","2023","13.6","46.0","40.0","75.8","58.6","34.8","","40.9","42.6","84.7","81.6","66.0","66.3","44.1","60.3","73.4","77.4","66.7","57.0"
"133","Tucker Kraft","GB","TE","17","2023","23.3","4.3","9.9","20.8","36.8","","49.2","25.8","41.2","52.3","39.4","96.3","95.2","100.0","96.6","95.2","82.2","90.0","56.9"
"134","Jahmyr Gibbs","DET","RB","15","2023","27.5","48.4","59.4","38.4","","","86.1","69.1","","57.8","55.9","70.1","46.4","63.5","48.4","58.4","63.6","51.8","56.8"
"135","Rashod Bateman","BLT","WR","16","2023","37.9","60.0","69.4","","38.8","50.0","45.5","58.3","56.0","74.0","78.3","76.8","","46.5","46.4","55.6","70.9","47.4","56.8"
"136","Raheem Mostert","MIA","RB","15","2023","72.3","73.8","52.1","41.4","59.3","60.0","52.1","54.8","51.7","","77.9","59.4","39.0","65.2","56.1","29.7","","","56.7"
"137","Cedrick Wilson","MIA","WR","15","2023","","","46.5","34.5","53.7","40.0","60.4","27.4","63.8","","64.7","39.1","57.6","55.1","75.4","60.9","84.8","95.8","56.2"
"138","Jayden Reed","GB","WR","16","2023","51.7","59.6","62.0","67.9","49.1","","49.2","79.0","38.2","53.8","69.0","72.2","47.6","68.2","41.4","","31.5","61.7","56.0"
"139","Demario Douglas","NE","WR","14","2023","42.3","8.5","24.6","32.7","13.7","","63.6","78.4","82.5","75.0","","50.0","","","68.6","73.2","90.6","96.6","55.8"
"140","Curtis Samuel","WAS","WR","16","2023","60.0","57.6","76.5","71.6","69.7","64.0","58.2","21.7","","50.8","15.6","56.0","61.1","","71.9","65.5","48.8","57.1","55.7"
"141","Zack Moss","IND","RB","14","2023","","98.2","76.2","81.0","80.3","49.3","50.7","38.8","19.3","14.8","","40.0","94.1","83.3","29.2","","","17.7","55.6"
"142","Gerald Everett","LAC","TE","15","2023","68.4","43.1","59.4","68.3","","70.5","45.9","","57.1","35.3","","63.6","63.9","67.2","63.5","67.7","67.7","5.0","55.6"
"143","Devin Singletary","HST","RB","17","2023","20.8","34.2","39.3","36.2","29.3","51.7","","42.9","74.2","81.1","86.6","81.0","44.4","55.8","76.4","42.6","62.3","89.1","55.5"
"144","Terrace Marshall","CAR","WR","9","2023","88.9","39.3","57.3","61.8","","29.9","","6.6","45.1","78.9","","","","","","","","92.0","55.1"
"145","Alexander Mattison","MIN","RB","16","2023","73.0","74.5","79.5","65.9","53.7","78.2","54.5","60.9","56.2","44.1","65.2","58.8","","31.0","","7.8","40.4","32.9","55.0"
"146","Noah Fant","SEA","TE","17","2023","50.0","44.8","64.8","47.1","","40.0","60.3","56.4","51.1","59.5","65.1","59.3","64.1","63.6","61.0","76.3","46.9","15.1","54.9"
