"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","TE","10","2025","Cincinnati","Bengals","1","1","0","0","0","39.6","3","6","2.00","0","95","66","808","8.51","12","21.9","219.4"
"2","Jacksonville Jaguars","TE","10","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","6","6.00","0","89","64","694","7.80","7","17.5","175.0"
"3","Miami Dolphins","TE","11","2025","Miami","Dolphins","0","0","0","0","0","","3","7","2.33","0","87","68","760","8.74","7","16.9","185.7"
"4","Seattle Seahawks","TE","10","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","88","67","693","7.88","5","16.8","168.3"
"5","Indianapolis Colts","TE","10","2025","Indianapolis","Colts","0","0","0","0","0","","1","4","4.00","0","84","63","726","8.64","5","16.8","168.0"
"6","Pittsburgh Steelers","TE","10","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","80","63","671","8.39","6","16.5","165.3"
"7","Minnesota Vikings","TE","10","2025","Minnesota","Vikings","0","0","0","0","0","","1","2","2.00","0","78","61","594","7.62","6","15.6","155.6"
"8","San Francisco 49ers","TE","11","2025","San Francisco","49ers","0","0","0","0","0","","1","2","2.00","0","92","66","631","6.86","7","15.5","170.3"
"9","New England Patriots","TE","11","2025","New England","Patriots","0","0","0","0","0","","2","3","1.50","1","90","69","707","7.86","4","15.4","169.0"
"10","Arizona Cardinals","TE","10","2025","Arizona","Cardinals","0","0","0","0","0","","2","3","1.50","0","81","60","617","7.62","5","15.1","151.0"
"11","Los Angeles Rams","TE","10","2025","Los Angeles","Rams","1","1","0","0","0","39.6","11","36","3.27","1","77","60","501","6.51","5","15.0","149.7"
"12","Carolina Panthers","TE","11","2025","Carolina","Panthers","1","1","0","0","0","39.6","7","20","2.86","0","73","58","718","9.84","5","14.7","161.8"
"13","Chicago Bears","TE","10","2025","Chicago","Bears","0","0","0","0","0","","2","-4","-2.00","0","77","64","582","7.56","4","14.6","145.8"
"14","Dallas Cowboys","TE","10","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","85","65","605","7.12","3","14.6","145.5"
"15","Washington Commanders","TE","11","2025","Washington","Commanders","0","0","0","0","0","","1","1","1.00","1","68","53","627","9.22","6","14.5","159.8"
"16","Green Bay Packers","TE","10","2025","Green Bay","Packers","0","0","0","0","0","","0","0","","0","82","63","489","5.96","5","14.2","141.9"
"17","New Orleans Saints","TE","10","2025","New Orleans","Saints","0","0","0","0","0","","0","0","","0","69","55","541","7.84","5","13.9","139.1"
"18","New York Jets","TE","10","2025","New York","Jets","0","0","0","0","0","","1","7","7.00","0","69","51","451","6.54","7","13.9","138.8"
"19","Denver Broncos","TE","11","2025","Denver","Broncos","0","0","0","0","0","","2","-4","-2.00","0","84","53","636","7.57","4","12.7","140.2"
"20","Detroit Lions","TE","10","2025","Detroit","Lions","0","0","0","0","0","","2","4","2.00","0","68","47","484","7.12","5","12.6","125.8"
"21","Cleveland Browns","TE","10","2025","Cleveland","Browns","0","0","0","0","0","","3","47","15.67","1","61","42","423","6.93","5","12.5","125.0"
"22","New York Giants","TE","11","2025","New York","Giants","1","1","1","19","0","118.8","7","-4","-0.57","0","77","57","493","6.40","5","12.4","136.7"
"23","Tennessee Titans","TE","10","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","67","53","478","7.13","3","11.9","118.8"
"24","Baltimore Ravens","TE","10","2025","Baltimore","Ravens","0","0","0","0","0","","1","0","","0","63","52","530","8.41","2","11.7","117.0"
"25","Tampa Bay Buccaneers","TE","10","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","2","6","3.00","0","65","48","413","6.35","4","11.4","113.9"
"26","Kansas City Chiefs","TE","10","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","52","44","482","9.27","2","10.4","104.4"
"27","Houston Texans","TE","10","2025","Houston","Texans","0","0","0","0","0","","1","2","2.00","0","57","42","400","7.02","3","9.8","98.2"
"28","Los Angeles Chargers","TE","11","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","56","41","415","7.41","4","9.7","106.5"
"29","Las Vegas Raiders","TE","10","2025","Las Vegas","Raiders","1","1","0","0","0","39.6","0","0","","0","54","38","395","7.31","3","9.6","95.5"
"30","Atlanta Falcons","TE","10","2025","Atlanta","Falcons","0","0","0","0","0","","0","0","","0","47","32","379","8.06","1","7.8","77.9"
"31","Philadelphia Eagles","TE","10","2025","Philadelphia","Eagles","0","0","0","0","0","","0","0","","0","58","37","292","5.03","1","7.2","72.2"
"32","Buffalo Bills","TE","10","2025","Buffalo","Bills","0","0","0","0","0","","1","2","2.00","0","37","25","270","7.30","1","6.0","60.2"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
