"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"14","San Francisco 49ers","1","2025","San Francisco","49ers","39","10.3","0.14","89.7","0.55","56.4","0.68","43.6","0.27","0.0","10.3","5.1","0.0","46.2","15.4","23.1"
"15","Tennessee Titans","1","2025","Tennessee","Titans","39","25.6","1.10","66.7","0.47","48.7","0.44","51.3","0.97","7.7","15.4","5.1","2.6","33.3","7.7","20.5"
"16","Buffalo Bills","1","2025","Buffalo","Bills","38","28.9","0.33","60.5","0.23","47.4","0.24","52.6","0.26","0.0","26.3","2.6","2.6","18.4","18.4","21.1"
"17","Carolina Panthers","1","2025","Carolina","Panthers","38","13.2","0.32","81.6","0.26","50.0","0.22","50.0","0.30","0.0","13.2","5.3","0.0","36.8","15.8","23.7"
"18","Dallas Cowboys","1","2025","Dallas","Cowboys","37","24.3","0.65","75.7","0.46","75.7","0.45","24.3","0.69","5.4","18.9","18.9","0.0","56.8","0.0","0.0"
"19","Seattle Seahawks","1","2025","Seattle","Seahawks","35","8.6","0.29","88.6","0.30","51.4","0.25","48.6","0.33","2.9","5.7","0.0","0.0","42.9","2.9","42.9"
"20","New Orleans Saints","1","2025","New Orleans","Saints","34","32.4","1.73","67.6","0.36","52.9","0.66","47.1","0.96","17.6","14.7","8.8","0.0","38.2","17.6","2.9"
"21","Detroit Lions","1","2025","Detroit","Lions","31","51.6","0.80","38.7","0.22","67.7","0.86","32.3","0.15","3.2","41.9","3.2","3.2","19.4","12.9","3.2"
"22","Kansas City Chiefs","1","2025","Kansas City","Chiefs","30","23.3","0.92","76.7","0.39","56.7","0.64","43.3","0.36","6.7","16.7","10.0","0.0","40.0","16.7","10.0"
"23","New York Giants","1","2025","New York","Giants","28","32.1","1.06","60.7","0.41","82.1","0.71","17.9","0.08","0.0","32.1","0.0","0.0","50.0","10.7","0.0"
"24","Miami Dolphins","1","2025","Miami","Dolphins","27","18.5","2.92","70.4","0.36","40.7","1.34","59.3","0.69","3.7","14.8","33.3","0.0","25.9","7.4","3.7"
"25","Los Angeles Rams","1","2025","Los Angeles","Rams","26","19.2","0.36","73.1","0.20","57.7","0.20","42.3","0.64","0.0","19.2","3.8","0.0","38.5","19.2","11.5"
"26","Los Angeles Chargers","1","2025","Los Angeles","Chargers","26","7.7","0.00","88.5","0.27","50.0","0.30","50.0","0.20","0.0","7.7","15.4","0.0","42.3","23.1","7.7"
"27","Washington Commanders","1","2025","Washington","Commanders","24","45.8","1.11","54.2","1.23","62.5","1.30","37.5","0.96","8.3","33.3","12.5","0.0","29.2","4.2","8.3"
"28","Green Bay Packers","1","2025","Green Bay","Packers","23","43.5","0.07","56.5","0.25","52.2","0.08","47.8","0.28","4.3","39.1","8.7","0.0","13.0","21.7","13.0"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
