"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Pittsburgh Steelers","WR","10","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","1","1.00","0","226","152","1860","8.23","9","39.4","394.1"
"2","Dallas Cowboys","WR","10","2025","Dallas","Cowboys","0","0","0","0","0","","12","70","5.83","0","162","114","1634","10.09","17","38.8","388.4"
"3","Las Vegas Raiders","WR","10","2025","Las Vegas","Raiders","1","0","0","0","0","","7","37","5.29","0","193","137","1640","8.50","13","38.3","382.7"
"4","Washington Commanders","WR","11","2025","Washington","Commanders","0","0","0","0","0","","13","99","7.62","0","187","131","1873","10.02","13","36.8","405.2"
"5","New York Giants","WR","11","2025","New York","Giants","0","0","0","0","0","","6","66","11.00","1","215","138","1816","8.45","11","36.6","402.2"
"6","Baltimore Ravens","WR","10","2025","Baltimore","Ravens","0","0","0","0","0","","12","92","7.67","0","205","133","1577","7.69","11","36.3","362.9"
"7","San Francisco 49ers","WR","11","2025","San Francisco","49ers","0","0","0","0","0","","3","11","3.67","0","211","150","1817","8.61","11","36.2","397.8"
"8","Tennessee Titans","WR","10","2025","Tennessee","Titans","0","0","0","0","0","","3","51","17.00","1","175","130","1674","9.57","9","36.2","361.5"
"9","Indianapolis Colts","WR","10","2025","Indianapolis","Colts","0","0","0","0","0","","6","33","5.50","0","205","135","1550","7.56","10","35.4","354.3"
"10","Chicago Bears","WR","10","2025","Chicago","Bears","0","0","0","0","0","","11","51","4.64","0","165","104","1543","9.35","14","35.3","353.4"
"11","Tampa Bay Buccaneers","WR","10","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","2","-3","-1.50","0","205","127","1603","7.82","9","33.9","339.0"
"12","Detroit Lions","WR","10","2025","Detroit","Lions","0","0","0","0","0","","3","31","10.33","0","180","108","1433","7.96","13","33.1","331.4"
"13","Jacksonville Jaguars","WR","10","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","9","9.00","0","197","120","1414","7.18","11","33.1","331.3"
"14","Los Angeles Rams","WR","10","2025","Los Angeles","Rams","0","0","0","0","0","","11","45","4.09","0","202","128","1566","7.75","6","32.2","322.1"
"15","Atlanta Falcons","WR","10","2025","Atlanta","Falcons","0","0","0","0","0","","6","49","8.17","0","160","102","1375","8.59","12","31.7","317.4"
"16","New England Patriots","WR","11","2025","New England","Patriots","2","1","0","0","0","39.6","11","99","9.00","0","172","110","1431","8.32","14","31.5","346.0"
"17","New York Jets","WR","10","2025","New York","Jets","0","0","0","0","0","","12","58","4.83","1","171","108","1439","8.42","7","30.5","304.7"
"18","Philadelphia Eagles","WR","10","2025","Philadelphia","Eagles","0","0","0","0","0","","10","51","5.10","0","203","115","1506","7.42","5","30.3","302.7"
"19","New Orleans Saints","WR","10","2025","New Orleans","Saints","0","0","0","0","0","","7","9","1.29","0","154","103","1301","8.45","11","29.9","299.0"
"20","Cincinnati Bengals","WR","10","2025","Cincinnati","Bengals","1","1","1","2","1","118.8","8","87","10.88","2","160","104","1336","8.35","6","29.8","298.4"
"21","Arizona Cardinals","WR","10","2025","Arizona","Cardinals","0","0","0","0","0","","7","34","4.86","0","178","120","1445","8.12","5","29.8","297.9"
"22","Green Bay Packers","WR","10","2025","Green Bay","Packers","0","0","0","0","0","","5","23","4.60","0","176","115","1304","7.41","8","29.8","297.7"
"23","Buffalo Bills","WR","10","2025","Buffalo","Bills","1","1","0","0","0","","17","56","3.29","1","161","104","1329","8.25","8","29.6","295.5"
"24","Seattle Seahawks","WR","10","2025","Seattle","Seahawks","0","0","0","0","0","","9","31","3.44","1","192","112","1217","6.34","8","29.3","292.8"
"25","Kansas City Chiefs","WR","10","2025","Kansas City","Chiefs","0","0","0","0","0","","4","8","2.00","0","162","114","1244","7.68","6","27.5","275.2"
"26","Cleveland Browns","WR","10","2025","Cleveland","Browns","0","0","0","0","0","","13","38","2.92","0","137","90","1207","8.81","10","27.3","272.5"
"27","Miami Dolphins","WR","11","2025","Miami","Dolphins","0","0","0","0","0","","6","38","6.33","0","161","109","1236","7.68","10","26.9","295.4"
"28","Minnesota Vikings","WR","10","2025","Minnesota","Vikings","0","0","0","0","0","","7","37","5.29","0","135","88","1277","9.46","8","26.6","266.4"
"29","Carolina Panthers","WR","11","2025","Carolina","Panthers","0","0","0","0","0","","6","16","2.67","1","175","107","1413","8.07","6","26.4","290.9"
"30","Denver Broncos","WR","11","2025","Denver","Broncos","0","0","0","0","0","","6","22","3.67","0","214","131","1401","6.55","2","25.8","284.3"
"31","Los Angeles Chargers","WR","11","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","3","8","2.67","0","188","112","1331","7.08","6","25.7","283.2"
"32","Houston Texans","WR","10","2025","Houston","Texans","1","1","0","0","0","","7","-6","-0.86","0","170","97","1224","7.20","6","25.7","256.8"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
