"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Baltimore Ravens","RB","3","2025","Baltimore","Ravens","0","0","0","0","0","","70","386","5.51","5","26","23","148","5.69","1","37.5","112.4"
"2","Cincinnati Bengals","RB","3","2025","Cincinnati","Bengals","0","0","0","0","0","","74","331","4.47","3","16","14","131","8.19","2","30.1","90.2"
"3","Tennessee Titans","RB","3","2025","Tennessee","Titans","0","0","0","0","0","","64","354","5.53","5","15","10","50","3.33","0","26.8","80.4"
"4","New York Giants","RB","3","2025","New York","Giants","0","0","0","0","0","","65","337","5.18","4","15","13","81","5.40","0","26.3","78.8"
"5","Chicago Bears","RB","3","2025","Chicago","Bears","0","0","0","0","0","","68","363","5.34","2","16","16","93","5.81","1","26.2","78.6"
"6","New Orleans Saints","RB","3","2025","New Orleans","Saints","0","0","0","0","0","","70","268","3.83","2","16","15","89","5.56","2","24.6","73.7"
"7","Miami Dolphins","RB","3","2025","Miami","Dolphins","0","0","0","0","0","","72","324","4.50","1","17","15","164","9.65","0","23.9","71.8"
"8","Houston Texans","RB","3","2025","Houston","Texans","0","0","0","0","0","","68","281","4.13","4","13","11","77","5.92","0","23.6","70.8"
"9","Denver Broncos","RB","3","2025","Denver","Broncos","0","0","0","0","0","","70","325","4.64","1","10","9","138","13.80","1","22.1","66.3"
"10","Arizona Cardinals","RB","3","2025","Arizona","Cardinals","0","0","0","0","0","","53","199","3.75","1","24","19","151","6.29","1","22.0","66.0"
"11","Buffalo Bills","RB","3","2025","Buffalo","Bills","0","0","0","0","0","","54","300","5.56","3","18","12","60","3.33","0","21.7","65.0"
"12","New York Jets","RB","3","2025","New York","Jets","0","0","0","0","0","","81","294","3.63","2","13","11","64","4.92","1","21.6","64.8"
"13","Carolina Panthers","RB","3","2025","Carolina","Panthers","0","0","0","0","0","","60","343","5.72","1","17","15","104","6.12","0","21.6","64.7"
"14","Seattle Seahawks","RB","3","2025","Seattle","Seahawks","0","0","0","0","0","","76","240","3.16","0","25","20","202","8.08","0","21.4","64.2"
"15","New England Patriots","RB","3","2025","New England","Patriots","0","0","0","0","0","","56","147","2.63","2","20","17","143","7.15","1","21.3","64.0"
"16","Tampa Bay Buccaneers","RB","3","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","52","156","3.00","1","18","15","214","11.89","1","21.3","64.0"
"17","Pittsburgh Steelers","RB","3","2025","Pittsburgh","Steelers","0","0","0","0","0","","77","323","4.19","2","9","9","108","12.00","0","20.4","61.1"
"18","Kansas City Chiefs","RB","3","2025","Kansas City","Chiefs","0","0","0","0","0","","62","260","4.19","2","15","13","92","6.13","0","20.1","60.2"
"19","Dallas Cowboys","RB","3","2025","Dallas","Cowboys","0","0","0","0","0","","60","209","3.48","2","18","15","119","6.61","0","19.9","59.8"
"20","Philadelphia Eagles","RB","3","2025","Philadelphia","Eagles","0","0","0","0","0","","66","309","4.68","2","11","7","35","3.18","1","19.5","58.4"
"21","Indianapolis Colts","RB","3","2025","Indianapolis","Colts","0","0","0","0","0","","47","217","4.62","2","15","10","77","5.13","1","19.1","57.4"
"22","Minnesota Vikings","RB","3","2025","Minnesota","Vikings","0","0","0","0","0","","74","313","4.23","1","17","12","69","4.06","0","18.4","55.2"
"23","Detroit Lions","RB","3","2025","Detroit","Lions","1","1","0","0","0","39.6","52","212","4.08","3","12","10","72","6.00","0","18.1","54.4"
"24","Las Vegas Raiders","RB","3","2025","Las Vegas","Raiders","0","0","0","0","0","","52","240","4.62","2","15","12","62","4.13","0","18.1","54.2"
"25","Green Bay Packers","RB","3","2025","Green Bay","Packers","0","0","0","0","0","","51","174","3.41","1","24","21","67","2.79","0","17.0","51.1"
"26","San Francisco 49ers","RB","3","2025","San Francisco","49ers","0","0","0","0","0","","69","238","3.45","1","18","16","51","2.83","0","16.6","49.9"
"27","Atlanta Falcons","RB","3","2025","Atlanta","Falcons","0","0","0","0","0","","58","209","3.60","1","13","10","29","2.23","1","14.9","44.8"
"28","Los Angeles Chargers","RB","3","2025","Los Angeles","Chargers","0","0","0","0","0","","36","167","4.64","1","20","15","60","3.00","0","14.6","43.7"
"29","Jacksonville Jaguars","RB","3","2025","Jacksonville","Jaguars","0","0","0","0","0","","51","185","3.63","0","17","11","65","3.82","1","14.0","42.0"
"30","Washington Commanders","RB","3","2025","Washington","Commanders","0","0","0","0","0","","63","198","3.14","1","12","8","54","4.50","0","13.1","39.2"
"31","Cleveland Browns","RB","3","2025","Cleveland","Browns","0","0","0","0","0","","57","128","2.25","1","17","12","76","4.47","0","12.8","38.4"
"32","Los Angeles Rams","RB","3","2025","Los Angeles","Rams","0","0","0","0","0","","59","215","3.64","0","10","6","26","2.60","0","9.7","29.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
