"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","TE","11","2025","Cincinnati","Bengals","1","1","0","0","0","39.6","3","6","2.00","0","109","76","962","8.83","13","22.8","250.8"
"2","Jacksonville Jaguars","TE","11","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","6","6.00","0","100","74","779","7.79","7","17.6","193.5"
"3","Seattle Seahawks","TE","11","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","99","76","784","7.92","5","16.9","186.4"
"4","Miami Dolphins","TE","11","2025","Miami","Dolphins","0","0","0","0","0","","3","7","2.33","0","87","68","760","8.74","7","16.9","185.7"
"5","Pittsburgh Steelers","TE","11","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","87","69","727","8.36","7","16.6","182.9"
"6","Indianapolis Colts","TE","11","2025","Indianapolis","Colts","0","0","0","0","0","","2","5","2.50","0","94","70","794","8.45","5","16.5","181.9"
"7","Arizona Cardinals","TE","11","2025","Arizona","Cardinals","0","0","0","0","0","","2","3","1.50","0","88","66","722","8.20","5","15.2","167.5"
"8","Chicago Bears","TE","11","2025","Chicago","Bears","0","0","0","0","0","","5","3","0.60","0","85","72","644","7.58","5","15.2","166.7"
"9","New England Patriots","TE","12","2025","New England","Patriots","0","0","0","0","0","","2","3","1.50","1","99","76","760","7.68","4","15.1","181.3"
"10","Carolina Panthers","TE","12","2025","Carolina","Panthers","1","1","0","0","0","39.6","7","20","2.86","0","83","65","799","9.63","5","14.7","176.9"
"11","Minnesota Vikings","TE","11","2025","Minnesota","Vikings","0","0","0","0","0","","1","2","2.00","0","82","64","613","7.48","6","14.6","160.5"
"12","Washington Commanders","TE","11","2025","Washington","Commanders","0","0","0","0","0","","1","1","1.00","1","68","53","627","9.22","6","14.5","159.8"
"13","San Francisco 49ers","TE","12","2025","San Francisco","49ers","0","0","0","0","0","","1","2","2.00","0","94","67","637","6.78","7","14.3","171.9"
"14","Los Angeles Rams","TE","11","2025","Los Angeles","Rams","1","1","0","0","0","39.6","11","36","3.27","1","84","64","522","6.21","5","14.2","155.8"
"15","Dallas Cowboys","TE","11","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","88","68","633","7.19","3","13.8","151.3"
"16","New Orleans Saints","TE","11","2025","New Orleans","Saints","0","0","0","0","0","","1","2","2.00","0","77","60","590","7.66","5","13.6","149.2"
"17","Green Bay Packers","TE","11","2025","Green Bay","Packers","0","0","0","0","0","","1","0","","0","87","68","512","5.89","5","13.6","149.2"
"18","Cleveland Browns","TE","11","2025","Cleveland","Browns","0","0","0","0","0","","3","47","15.67","1","74","53","528","7.14","5","13.3","146.5"
"19","New York Jets","TE","11","2025","New York","Jets","0","0","0","0","0","","3","9","3.00","0","75","53","470","6.27","7","13.0","142.9"
"20","Denver Broncos","TE","11","2025","Denver","Broncos","0","0","0","0","0","","2","-4","-2.00","0","84","53","636","7.57","4","12.7","140.2"
"21","Detroit Lions","TE","11","2025","Detroit","Lions","0","0","0","0","0","","2","4","2.00","0","75","50","561","7.48","5","12.4","136.5"
"22","Tampa Bay Buccaneers","TE","11","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","2","6","3.00","0","74","55","483","6.53","5","12.2","133.9"
"23","New York Giants","TE","12","2025","New York","Giants","1","1","1","19","0","118.8","7","-4","-0.57","0","81","60","522","6.44","5","11.9","142.6"
"24","Kansas City Chiefs","TE","11","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","62","52","544","8.77","3","11.3","124.6"
"25","Tennessee Titans","TE","11","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","72","56","501","6.96","3","11.3","124.1"
"26","Baltimore Ravens","TE","11","2025","Baltimore","Ravens","0","0","0","0","0","","1","0","","0","68","55","551","8.10","2","11.1","122.1"
"27","Houston Texans","TE","11","2025","Houston","Texans","0","0","0","0","0","","1","2","2.00","0","63","47","443","7.03","3","9.8","107.5"
"28","Los Angeles Chargers","TE","11","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","56","41","415","7.41","4","9.7","106.5"
"29","Las Vegas Raiders","TE","11","2025","Las Vegas","Raiders","1","1","0","0","0","39.6","1","4","4.00","0","60","42","435","7.25","3","9.4","103.9"
"30","Atlanta Falcons","TE","11","2025","Atlanta","Falcons","2","2","0","0","0","39.6","10","17","1.70","0","56","39","432","7.71","1","8.4","91.9"
"31","Philadelphia Eagles","TE","11","2025","Philadelphia","Eagles","0","0","0","0","0","","1","1","1.00","0","66","43","356","5.39","2","8.2","90.7"
"32","Buffalo Bills","TE","11","2025","Buffalo","Bills","0","0","0","0","0","","1","2","2.00","0","42","26","278","6.62","1","5.6","62.0"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
