"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","7","2025","Dallas","Cowboys","274","238","164","1938","16","110.6","46","222","4.83","3","0","0","0","0.00","0","25.8","180.7"
"2","Baltimore Ravens","QB","6","2025","Baltimore","Ravens","236","216","148","1532","14","108.4","33","80","2.42","2","0","0","0","0.00","0","22.4","134.3"
"3","New York Giants","QB","7","2025","New York","Giants","301","274","174","1808","9","87.4","38","193","5.08","3","1","1","0","0.00","0","21.2","148.6"
"4","Pittsburgh Steelers","QB","6","2025","Pittsburgh","Steelers","268","237","156","1694","10","92.0","26","108","4.15","2","0","0","0","0.00","0","21.1","126.6"
"5","Jacksonville Jaguars","QB","7","2025","Jacksonville","Jaguars","280","257","159","1779","15","85.7","27","136","5.04","2","0","0","0","0.00","0","21.0","146.8"
"6","Miami Dolphins","QB","7","2025","Miami","Dolphins","226","193","144","1519","11","113.9","36","178","4.94","4","0","0","0","0.00","0","20.8","145.6"
"7","Chicago Bears","QB","6","2025","Chicago","Bears","195","172","123","1330","15","96.3","19","126","6.63","1","0","0","0","0.00","0","20.5","122.8"
"8","Cincinnati Bengals","QB","7","2025","Cincinnati","Bengals","259","236","161","1855","16","100.2","22","51","2.32","1","0","0","0","0.00","0","20.0","140.3"
"9","Washington Commanders","QB","7","2025","Washington","Commanders","247","215","138","1788","12","105.0","31","139","4.48","1","0","0","0","0.00","0","19.9","139.4"
"10","New Orleans Saints","QB","7","2025","New Orleans","Saints","233","203","138","1519","14","104.7","42","172","4.10","1","0","0","0","0.00","0","19.4","136.0"
"11","Detroit Lions","QB","7","2025","Detroit","Lions","275","237","150","1630","14","90.9","35","134","3.83","1","0","0","0","0.00","0","18.9","132.6"
"12","Indianapolis Colts","QB","7","2025","Indianapolis","Colts","307","275","182","1914","13","88.4","24","104","4.33","0","0","0","0","0.00","0","18.7","131.0"
"13","Tampa Bay Buccaneers","QB","7","2025","Tampa Bay","Buccaneers","270","228","156","1761","11","98.2","35","178","5.09","1","0","0","0","0.00","0","18.6","130.2"
"14","New York Jets","QB","7","2025","New York","Jets","227","202","129","1443","13","106.5","33","165","5.00","0","0","0","0","0.00","0","18.0","126.2"
"15","Las Vegas Raiders","QB","7","2025","Las Vegas","Raiders","264","235","159","1677","11","98.5","35","122","3.49","1","2","2","11","5.50","0","17.9","125.4"
"16","Green Bay Packers","QB","6","2025","Green Bay","Packers","266","238","161","1384","10","93.2","15","44","2.93","1","0","0","0","0.00","0","17.8","106.8"
"17","Seattle Seahawks","QB","7","2025","Seattle","Seahawks","316","276","180","1776","11","84.5","23","120","5.22","0","0","0","0","0.00","0","17.6","123.0"
"18","Philadelphia Eagles","QB","7","2025","Philadelphia","Eagles","273","243","145","1610","7","80.4","30","190","6.33","2","0","0","0","0.00","0","17.2","120.4"
