"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","8","2025","Dallas","Cowboys","303","267","183","2185","20","112.0","48","220","4.58","3","0","0","0","0.00","0","25.7","205.4"
"2","Pittsburgh Steelers","QB","7","2025","Pittsburgh","Steelers","305","274","185","2054","13","97.8","27","107","3.96","2","0","0","0","0.00","0","22.1","154.9"
"3","New York Giants","QB","8","2025","New York","Giants","328","294","189","1987","13","92.9","45","213","4.73","3","1","1","0","0.00","0","21.7","173.8"
"4","Baltimore Ravens","QB","7","2025","Baltimore","Ravens","277","254","173","1817","14","103.7","36","104","2.89","2","0","0","0","0.00","0","21.0","147.1"
"5","Jacksonville Jaguars","QB","7","2025","Jacksonville","Jaguars","280","257","159","1779","15","85.7","27","136","5.04","2","0","0","0","0.00","0","21.0","146.8"
"6","Washington Commanders","QB","8","2025","Washington","Commanders","287","249","163","2087","15","104.9","35","169","4.83","1","0","0","0","0.00","0","20.5","164.4"
"7","Cincinnati Bengals","QB","8","2025","Cincinnati","Bengals","296","268","182","2099","17","100.0","33","82","2.48","1","0","0","0","0.00","0","20.1","161.2"
"8","Chicago Bears","QB","7","2025","Chicago","Bears","220","194","140","1516","16","98.6","27","179","6.63","1","0","0","0","0.00","0","19.9","139.5"
"9","Miami Dolphins","QB","8","2025","Miami","Dolphins","258","224","165","1692","11","109.4","38","180","4.74","4","0","0","0","0.00","0","19.1","152.7"
"10","Detroit Lions","QB","7","2025","Detroit","Lions","275","237","150","1630","14","90.9","35","134","3.83","1","0","0","0","0.00","0","18.9","132.6"
"11","New York Jets","QB","8","2025","New York","Jets","263","236","150","1666","15","105.6","35","179","5.11","1","0","0","0","0.00","0","18.8","150.5"
"12","Indianapolis Colts","QB","8","2025","Indianapolis","Colts","350","313","204","2173","14","86.9","26","108","4.15","0","0","0","0","0.00","0","18.1","144.7"
"13","Las Vegas Raiders","QB","7","2025","Las Vegas","Raiders","264","235","159","1677","11","98.5","35","122","3.49","1","2","2","11","5.50","0","17.9","125.4"
"14","Green Bay Packers","QB","7","2025","Green Bay","Packers","305","274","185","1603","12","94.3","15","44","2.93","1","0","0","0","0.00","0","17.6","123.5"
"15","New Orleans Saints","QB","8","2025","New Orleans","Saints","260","227","153","1671","14","102.1","42","172","4.10","1","0","0","0","0.00","0","17.6","141.0"
"16","Seattle Seahawks","QB","7","2025","Seattle","Seahawks","316","276","180","1776","11","84.5","23","120","5.22","0","0","0","0","0.00","0","17.6","123.0"
