"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"17","Tampa Bay Buccaneers","QB","8","2025","Tampa Bay","Buccaneers","331","279","188","2025","11","91.2","41","202","4.93","1","0","0","0","0.00","0","17.5","140.2"
"18","Philadelphia Eagles","QB","8","2025","Philadelphia","Eagles","304","267","159","1803","8","82.0","36","207","5.75","3","0","0","0","0.00","0","17.5","139.8"
"19","San Francisco 49ers","QB","8","2025","San Francisco","49ers","294","270","182","1894","13","102.0","33","123","3.73","0","0","0","0","0.00","0","17.0","136.1"
"20","Tennessee Titans","QB","8","2025","Tennessee","Titans","269","236","171","1835","12","104.7","42","135","3.21","1","0","0","0","0.00","0","16.9","134.9"
"21","Carolina Panthers","QB","8","2025","Carolina","Panthers","272","244","155","1676","11","88.4","33","108","3.27","3","0","0","0","0.00","0","16.7","133.8"
"22","Minnesota Vikings","QB","7","2025","Minnesota","Vikings","219","186","127","1428","11","104.0","24","125","5.21","1","0","0","0","0.00","0","16.7","116.6"
"23","Arizona Cardinals","QB","7","2025","Arizona","Cardinals","288","266","169","1724","8","85.8","22","90","4.09","1","0","0","0","0.00","0","15.9","111.0"
"24","Los Angeles Rams","QB","7","2025","Los Angeles","Rams","294","256","160","1629","8","84.6","29","141","4.86","1","0","0","0","0.00","0","15.8","110.3"
"25","New England Patriots","QB","8","2025","New England","Patriots","283","251","177","1915","12","97.0","21","100","4.76","0","0","0","0","0.00","0","15.7","125.6"
"26","Los Angeles Chargers","QB","8","2025","Los Angeles","Chargers","296","251","153","1591","8","78.3","43","214","4.98","2","0","0","0","0.00","0","15.5","124.0"
"27","Cleveland Browns","QB","8","2025","Cleveland","Browns","260","223","148","1595","14","96.9","32","97","3.03","0","0","0","0","0.00","0","15.4","123.5"
"28","Kansas City Chiefs","QB","8","2025","Kansas City","Chiefs","264","223","155","1490","8","88.6","50","215","4.30","3","0","0","0","0.00","0","15.3","122.1"
"29","Atlanta Falcons","QB","7","2025","Atlanta","Falcons","214","183","113","1139","11","85.8","26","144","5.54","1","0","0","0","0.00","0","15.0","105.0"
"30","Denver Broncos","QB","8","2025","Denver","Broncos","307","257","146","1707","8","81.0","31","88","2.84","2","0","0","0","0.00","0","14.5","116.1"
"31","Buffalo Bills","QB","7","2025","Buffalo","Bills","225","188","122","1262","7","92.1","29","218","7.52","1","1","0","0","0.00","0","14.5","101.3"
"32","Houston Texans","QB","7","2025","Houston","Texans","241","216","126","1375","6","73.0","16","86","5.38","0","0","0","0","0.00","0","11.7","81.6"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
