"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","TE","13","2025","Cincinnati","Bengals","1","1","0","0","0","39.6","3","6","2.00","0","134","97","1258","9.39","15","24.2","314.4"
"2","Miami Dolphins","TE","13","2025","Miami","Dolphins","0","0","0","0","0","","4","9","2.25","0","110","83","887","8.06","7","16.4","213.6"
"3","Seattle Seahawks","TE","13","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","114","88","933","8.18","5","16.4","213.3"
"4","Jacksonville Jaguars","TE","13","2025","Jacksonville","Jaguars","0","0","0","0","0","","2","8","4.00","0","120","86","846","7.05","7","16.3","212.4"
"5","Washington Commanders","TE","13","2025","Washington","Commanders","0","0","0","0","0","","1","1","1.00","1","87","67","798","9.17","9","16.1","208.9"
"6","Pittsburgh Steelers","TE","13","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","103","79","818","7.94","8","16.0","208.0"
"7","Indianapolis Colts","TE","13","2025","Indianapolis","Colts","0","0","0","0","0","","6","8","1.33","0","109","82","892","8.18","5","15.7","204.0"
"8","Arizona Cardinals","TE","13","2025","Arizona","Cardinals","0","0","0","0","0","","2","3","1.50","0","99","74","795","8.03","6","14.5","188.8"
"9","New England Patriots","TE","13","2025","New England","Patriots","0","0","0","0","0","","2","3","1.50","1","107","79","789","7.37","4","14.4","187.2"
"10","San Francisco 49ers","TE","13","2025","San Francisco","49ers","0","0","0","0","0","","2","2","1.00","0","101","72","684","6.77","8","14.4","186.6"
"11","Carolina Panthers","TE","13","2025","Carolina","Panthers","1","1","0","0","0","39.6","7","20","2.86","0","90","70","830","9.22","5","14.2","185.0"
"12","Denver Broncos","TE","13","2025","Denver","Broncos","0","0","0","0","0","","2","-4","-2.00","0","107","72","828","7.74","5","14.2","184.4"
"13","Chicago Bears","TE","13","2025","Chicago","Bears","0","0","0","0","0","","5","3","0.60","0","96","79","728","7.58","5","14.0","182.1"
"14","Los Angeles Rams","TE","13","2025","Los Angeles","Rams","1","1","0","0","0","39.6","11","36","3.27","1","100","74","602","6.02","5","13.4","173.8"
"15","Tennessee Titans","TE","13","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","89","69","675","7.58","6","13.3","172.5"
"16","Green Bay Packers","TE","13","2025","Green Bay","Packers","0","0","0","0","0","","1","0","","0","99","77","592","5.98","6","13.2","172.2"
"17","Minnesota Vikings","TE","13","2025","Minnesota","Vikings","0","0","0","0","0","","2","4","2.00","0","92","70","667","7.25","6","13.2","172.1"
"18","Dallas Cowboys","TE","13","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","97","76","693","7.14","4","13.2","171.3"
"19","Tampa Bay Buccaneers","TE","13","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","4","5","1.25","0","92","70","636","6.91","6","13.1","170.1"
"20","New York Jets","TE","13","2025","New York","Jets","0","0","0","0","0","","4","13","3.25","0","89","64","606","6.81","7","12.9","167.9"
"21","New Orleans Saints","TE","13","2025","New Orleans","Saints","0","0","0","0","0","","1","2","2.00","0","87","67","680","7.82","5","12.7","165.2"
"22","Cleveland Browns","TE","13","2025","Cleveland","Browns","0","0","0","0","0","","3","47","15.67","1","85","61","629","7.40","5","12.7","164.6"
"23","Detroit Lions","TE","13","2025","Detroit","Lions","0","0","0","0","0","","2","4","2.00","0","88","58","661","7.51","5","12.0","155.5"
"24","New York Giants","TE","13","2025","New York","Giants","1","1","1","19","0","118.8","7","-4","-0.57","0","87","64","595","6.84","5","11.8","153.9"
"25","Los Angeles Chargers","TE","13","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","71","54","564","7.94","6","11.3","146.4"
"26","Baltimore Ravens","TE","13","2025","Baltimore","Ravens","0","0","0","0","0","","3","5","1.67","0","83","63","622","7.49","3","11.1","143.7"
"27","Kansas City Chiefs","TE","13","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","73","61","603","8.26","3","10.7","139.5"
"28","Houston Texans","TE","13","2025","Houston","Texans","0","0","0","0","0","","2","2","1.00","0","75","53","495","6.60","4","9.6","124.7"
"29","Las Vegas Raiders","TE","13","2025","Las Vegas","Raiders","1","1","0","0","0","39.6","1","4","4.00","0","66","47","487","7.38","3","8.8","114.1"
"30","Philadelphia Eagles","TE","13","2025","Philadelphia","Eagles","0","0","0","0","0","","1","1","1.00","0","80","51","428","5.35","3","8.6","111.9"
"31","Atlanta Falcons","TE","13","2025","Atlanta","Falcons","2","2","0","0","0","39.6","10","17","1.70","0","67","46","492","7.34","1","8.1","104.9"
"32","Buffalo Bills","TE","13","2025","Buffalo","Bills","0","0","0","0","0","","1","2","2.00","0","57","37","441","7.74","2","7.3","95.3"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
