"Player Details","","","","","","Weeks","","","","","","","","","","","","","","","","","","Fantasy Points",""
"Rank","Name","Team","POS","G","Season","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","FP/G","FP"
"147","Zach Ertz","WAS","TE","13","2025","11.6","18.4","6.8","6.1","0.0","16.3","12.7","5.6","8.6","9.4","8.2","","20.6","2.1","","","","","9.7","126.4"
"148","Jordan Addison","MIN","WR","14","2025","","","","15.4","15.1","","21.8","11.6","8.4","6.5","10.0","0.0","8.6","10.2","8.6","4.6","12.5","1.8","9.7","135.1"
"149","Tre Tucker","LV","WR","17","2025","13.4","4.9","40.9","4.2","11.1","12.0","8.3","","6.8","5.5","14.7","5.8","5.0","4.4","0.0","9.4","9.9","5.4","9.5","161.7"
"150","Alvin Kamara","NO","RB","11","2025","13.7","17.0","6.6","11.2","9.5","12.6","5.9","6.5","1.7","14.5","","3.5","","","","","","","9.3","102.7"
"151","Chris Godwin","TB","WR","9","2025","","","","5.6","5.6","","","","","","","2.9","10.8","10.5","14.0","8.0","23.8","1.8","9.2","83.0"
"152","Travis Hunter","JAX","WR","7","2025","9.3","5.2","3.1","7.2","9.4","5.5","24.1","","","","","","","","","","","","9.1","63.8"
"153","Kimani Vidal","LAC","RB","13","2025","","","","0.0","2.9","22.8","7.5","19.7","3.0","17.8","3.2","","20.7","11.4","5.8","1.1","","2.0","9.1","117.9"
"154","Woody Marks","HST","RB","16","2025","0.3","6.1","4.6","27.9","2.4","","12.5","15.1","2.7","16.1","6.1","7.9","7.7","15.6","4.8","","8.5","6.8","9.1","145.1"
"155","Quinn Ewers","MIA","QB","4","2025","","","","","","","2.1","","","","","","","","","8.9","15.8","9.4","9.0","36.2"
"156","Kayshon Boutte","NE","WR","14","2025","16.3","8.6","4.8","2.8","7.3","26.3","13.5","16.5","0.0","","","3.5","13.5","","4.0","2.6","","4.4","8.9","124.1"
"157","Trey Benson","ARZ","RB","4","2025","8.5","8.4","8.1","10.4","","","","","","","","","","","","","","","8.9","35.4"
"158","Oronde Gadsden","LAC","TE","15","2025","","","9.6","3.6","2.4","12.8","29.4","18.7","11.8","4.3","6.1","","3.7","1.7","10.1","1.7","12.2","4.3","8.8","132.4"
"159","Russell Wilson","NYG","QB","6","2025","11.1","31.3","7.1","0.3","","0.0","","","","3.0","","","","","","","","","8.8","52.8"
"160","Colby Parkinson","LA","TE","15","2025","0.4","","0.0","3.7","0.0","","7.7","","3.0","14.1","9.4","14.1","6.7","12.2","24.5","4.1","11.3","19.6","8.7","130.8"
"161","AJ Barner","SEA","TE","17","2025","1.2","10.8","3.3","12.2","24.3","10.1","1.9","","11.5","0.3","17.1","3.8","7.7","5.7","5.7","15.0","13.3","3.4","8.7","147.3"
"162","Josh Downs","IND","WR","16","2025","3.2","11.1","5.4","6.4","11.4","16.2","","12.9","17.7","1.3","","3.0","6.4","6.3","10.3","11.8","5.4","9.6","8.7","138.4"
"163","Theo Wease","MIA","WR","3","2025","","","","","","","","","","","","","","","","5.2","13.3","7.4","8.6","25.9"
"164","Kyle Monangai","CHI","RB","17","2025","2.1","4.6","3.0","1.8","","5.4","17.4","2.4","22.8","8.8","10.7","10.8","19.0","8.7","3.3","12.3","7.7","5.9","8.6","146.7"
"165","Kareem Hunt","KC","RB","17","2025","4.6","4.4","11.4","5.7","18.7","4.4","1.8","17.2","12.5","","13.2","21.0","9.0","9.0","3.0","0.2","3.8","6.5","8.6","146.4"
"166","Marquise Brown","KC","WR","16","2025","19.9","8.0","8.2","12.8","8.8","20.5","9.4","0.0","9.3","","8.0","2.0","10.0","4.5","","5.2","1.7","9.4","8.6","137.7"
"167","Albert Okwuegbunam","LV","TE","1","2025","","","","","8.6","","","","","","","","","","","","","","8.6","8.6"
"168","Tyjae Spears","TEN","RB","13","2025","","","","","1.4","9.0","7.0","17.2","9.2","","8.4","6.5","8.4","6.7","5.6","21.5","1.1","9.7","8.6","111.7"
"169","Luther Burden","CHI","WR","15","2025","0.7","1.5","19.8","1.6","","9.1","3.1","0.9","","8.1","5.7","9.1","7.6","11.0","14.4","","27.8","7.5","8.5","127.9"
"170","Theo Johnson","NYG","TE","15","2025","1.5","7.4","2.0","10.7","21.3","4.7","15.6","5.0","11.7","14.5","6.6","10.7","5.9","","10.2","0.0","","","8.5","127.8"
"171","Chuba Hubbard","CAR","RB","15","2025","17.9","18.7","9.6","9.9","","","7.5","9.4","1.7","2.5","3.8","8.3","20.4","","4.8","4.4","3.8","3.7","8.4","126.4"
"172","Rachaad White","TB","RB","17","2025","2.6","14.6","2.4","8.6","23.1","17.6","8.4","8.1","","10.4","8.2","5.2","5.9","6.5","3.6","8.0","3.7","6.1","8.4","143.0"
"173","Jacory Croskey-Merritt","WAS","RB","17","2025","14.2","1.7","10.1","7.7","28.0","6.8","4.2","2.5","5.1","3.0","4.3","","2.0","3.2","15.6","8.5","22.5","2.9","8.4","142.3"
"174","Jalen Coker","CAR","WR","11","2025","","","","","","","0.0","6.6","1.9","5.1","11.2","6.2","17.4","","15.0","7.7","3.6","16.7","8.3","91.4"
"175","Jordan Mason","MIN","RB","16","2025","8.5","5.8","23.6","10.2","13.6","","11.7","1.6","4.7","4.1","10.5","4.2","5.8","11.2","2.9","2.1","","9.4","8.1","129.9"
"176","Rashid Shaheed","NO, SEA","WR","18","2025","9.3","15.2","8.2","9.2","21.4","6.8","8.0","15.5","11.8","3.3","4.9","0.5","2.6","10.7","12.1","3.1","1.8","1.2","8.1","145.6"
"177","Tyler Huntley","BLT","QB","5","2025","","","","","","6.6","","16.7","","","","","","","-0.3","2.8","14.3","","8.0","40.1"
"178","Audric Estime","NO","RB","6","2025","","","","","","","","","","0.0","","","","1.1","8.0","6.6","16.8","15.6","8.0","48.1"
"179","Keon Coleman","BUF","WR","13","2025","25.2","5.6","5.0","7.5","11.3","4.1","","6.0","3.7","13.6","","","8.9","3.6","0.0","","","8.9","8.0","103.4"
"180","Xavier Worthy","KC","WR","14","2025","0.0","","","17.1","11.1","10.6","7.8","10.3","6.0","","5.5","9.9","11.4","8.5","5.5","6.1","0.1","","7.9","109.9"
"181","Bam Knight","ARZ","RB","12","2025","","","","","9.4","12.4","9.4","","6.7","4.3","14.5","13.2","17.8","6.4","-0.2","","","","7.8","93.9"
"182","Mitchell Trubisky","BUF","QB","4","2025","","1.0","","","","","","0.9","","0.4","","","","","","","","28.9","7.8","31.1"
"183","Mark Andrews","BLT","TE","17","2025","1.5","1.4","27.1","10.0","4.2","6.6","","6.4","16.6","10.4","15.7","2.1","8.7","1.9","3.8","4.4","6.8","3.4","7.7","131.0"
"184","Cade Otton","TB","TE","16","2025","0.0","5.5","0.0","3.9","12.1","10.1","13.5","8.0","","17.2","4.8","6.1","2.9","4.9","","3.5","7.3","22.4","7.6","122.2"
"185","Jayden Higgins","HST","WR","17","2025","5.2","3.8","1.5","9.4","7.2","","0.0","13.4","1.4","15.2","9.5","13.8","11.5","6.4","1.4","2.7","16.8","10.3","7.6","129.5"
"186","Michael Carter","ARZ","RB","13","2025","","","","0.1","18.3","8.4","5.6","","","0.4","7.8","8.8","11.4","5.1","13.4","6.5","6.3","6.9","7.6","99.0"
"187","Ryan Flournoy","DAL","WR","15","2025","","0.0","4.1","4.6","18.4","6.3","0.0","1.7","9.2","","7.2","0.0","6.4","26.5","8.0","9.8","","11.8","7.6","114.0"
"188","Mack Hollins","NE","WR","15","2025","1.3","7.8","6.7","7.4","0.0","4.8","7.3","15.9","2.9","16.6","10.4","5.0","5.3","","8.1","13.9","","","7.6","113.4"
"189","T.J. Hockenson","MIN","TE","15","2025","4.5","2.2","15.9","7.9","9.8","","10.3","4.6","9.1","2.8","6.9","5.9","11.9","9.2","10.6","1.2","","","7.5","112.8"
"190","Jalen McMillan","TB","WR","4","2025","","","","","","","","","","","","","","","5.8","3.6","18.4","2.1","7.5","29.9"
"191","Jawhar Jordan","HST","RB","4","2025","","","","","","","","","","","","","","","13.8","12.0","3.6","0.3","7.4","29.7"
"192","Cooper Kupp","SEA","WR","16","2025","3.5","16.0","5.1","6.6","11.9","12.0","3.2","","","9.4","5.3","4.4","5.4","11.5","9.6","7.9","1.6","4.9","7.4","118.3"
"193","Tory Horton","SEA","WR","8","2025","0.0","11.2","12.2","2.0","12.9","0.0","0.0","","20.8","","","","","","","","","","7.4","59.1"
"194","Chig Okonkwo","TEN","TE","17","2025","4.9","7.5","11.6","1.4","8.8","10.6","0.0","9.3","3.0","","8.6","7.0","6.9","4.0","7.3","16.4","14.5","2.2","7.3","124.0"
"195","Brady Cook","NYJ","QB","5","2025","","","","","","","","","","","","","","4.5","11.9","5.7","5.2","9.1","7.3","36.5"
"196","Elic Ayomanor","TEN","WR","16","2025","3.3","15.6","13.8","6.4","3.8","5.7","4.9","9.2","7.6","","3.1","","1.5","8.4","2.7","8.8","13.7","8.0","7.3","116.5"
"197","Tyler Allgeier","ATL","RB","17","2025","2.4","15.0","1.4","11.1","","10.8","1.6","9.4","0.6","17.7","9.6","5.9","13.5","8.7","1.8","8.3","2.3","2.9","7.2","123.0"
"198","Dillon Gabriel","CLV","QB","10","2025","","4.8","","0.0","16.1","8.8","5.8","13.5","","20.1","2.9","","0.0","","","0.0","","","7.2","72.1"
"199","David Njoku","CLV","TE","12","2025","6.7","8.0","9.0","3.1","18.7","5.8","","13.7","","10.1","1.7","0.0","2.4","7.1","","","","","7.2","86.3"
"200","Blake Corum","LA","RB","17","2025","2.6","10.4","5.3","3.6","1.3","2.3","5.3","","5.8","5.6","1.5","2.4","14.1","26.1","13.1","13.1","1.8","7.9","7.2","122.2"
"201","Jerry Jeudy","CLV","WR","17","2025","11.6","9.1","2.7","7.8","3.5","9.3","3.7","0.0","","19.8","5.1","3.9","5.6","16.6","4.2","4.2","10.4","4.2","7.2","121.7"
"202","Darius Slayton","NYG","WR","14","2025","0.0","8.1","7.0","7.4","5.1","","","4.6","11.2","12.9","","3.3","14.1","","9.3","1.8","5.6","9.4","7.1","99.8"
"203","Tyler Higbee","LA","TE","10","2025","0.0","7.7","0.0","4.5","","14.0","4.9","","10.3","6.3","3.3","","","","","","","20.1","7.1","71.1"
"204","Chris Rodriguez","WAS","RB","13","2025","","","3.9","5.9","0.7","0.0","7.2","0.2","12.5","7.6","9.5","","10.1","5.2","","13.9","","15.3","7.1","92.0"
"205","Jayden Reed","GB","WR","7","2025","13.5","0.0","","","","","","","","","","","","9.3","10.5","7.1","8.1","0.0","6.9","48.5"
"206","Miles Sanders","DAL","RB","4","2025","5.0","9.9","8.3","4.5","","","","","","","","","","","","","","","6.9","27.7"
"207","Mason Taylor","NYJ","TE","13","2025","3.0","1.5","5.8","11.5","17.7","1.2","6.1","14.4","","1.4","7.0","5.1","4.1","10.1","","","","","6.8","88.9"
"208","Chimere Dike","TEN","WR","17","2025","0.9","2.8","3.5","-0.4","3.7","2.8","16.9","16.4","1.5","","3.4","15.4","1.9","13.4","5.0","13.0","10.2","5.7","6.8","116.1"
"209","Riley Leonard","IND","QB","5","2025","","","","","","","","0.1","","","","","","11.3","","0.0","-1.0","23.6","6.8","34.0"
"210","Calvin Ridley","TEN","WR","7","2025","6.7","8.7","3.7","5.0","18.1","2.8","","","","","2.3","","","","","","","","6.8","47.3"
"211","Isiah Pacheco","KC","RB","13","2025","4.8","3.9","5.8","12.8","8.6","6.1","12.4","5.8","","","","","5.3","3.0","2.1","13.5","3.2","","6.7","87.3"
"212","Pat Freiermuth","PIT","TE","17","2025","5.8","6.1","1.6","0.0","","2.1","28.1","4.3","11.7","6.3","2.9","10.9","0.0","2.9","7.5","6.0","9.3","8.1","6.7","113.6"
"213","Devin Neal","NO","RB","9","2025","0.9","","","","","","0.1","4.1","2.2","6.1","","11.1","9.9","15.4","10.2","","","","6.7","60.0"
"214","Malik Washington","MIA","WR","17","2025","4.9","3.5","6.2","4.1","4.0","6.3","8.0","13.6","8.1","9.3","7.2","","7.0","4.0","2.0","10.2","1.5","11.8","6.6","111.7"
"215","Austin Ekeler","WAS","RB","2","2025","8.7","4.4","","","","","","","","","","","","","","","","","6.6","13.1"
"216","Justice Hill","BLT","RB","10","2025","-0.1","5.5","7.5","28.7","2.2","9.4","","0.2","3.5","8.3","","0.0","","","","","","","6.5","65.2"
"217","Evan Engram","DEN","TE","16","2025","5.1","2.2","","6.9","13.3","9.9","9.2","7.6","0.0","3.2","7.3","","13.9","2.8","2.2","5.6","6.1","7.5","6.4","102.8"
"218","Devin Singletary","NYG","RB","17","2025","0.9","1.0","1.1","2.8","3.4","1.0","0.2","3.8","7.1","10.3","17.7","4.7","19.2","","2.4","5.6","17.0","10.6","6.4","108.8"
"219","Sterling Shepard","TB","WR","13","2025","6.9","7.4","12.0","4.0","11.9","7.1","8.5","1.8","","6.1","10.1","4.2","1.5","1.5","","","","","6.4","83.0"
"220","Greg Dulcich","MIA","TE","10","2025","","","","","","","","0.0","9.9","3.2","3.8","","4.4","7.1","6.6","6.6","16.1","6.1","6.4","63.8"
"221","Greg Dortch","ARZ","WR","12","2025","0.8","2.1","2.8","7.9","3.2","9.9","2.5","","0.9","6.2","18.6","16.8","3.4","","","","","","6.3","75.1"
"222","Calvin Austin","PIT","WR","14","2025","17.0","3.2","12.4","3.3","","","","6.8","10.6","3.4","1.5","7.6","0.0","4.1","0.0","1.8","","14.5","6.2","86.2"
"223","Dawson Knox","BUF","TE","17","2025","4.0","3.9","0.0","0.0","3.5","8.9","","2.5","4.0","6.7","3.3","4.7","5.8","17.3","18.7","2.0","8.0","10.4","6.1","103.7"
"224","Hunter Renfrow","CAR","WR","6","2025","3.1","23.8","2.6","3.0","1.7","1.7","","","","","","","","","","","","","6.0","35.9"
"225","Bhayshul Tuten","JAX","RB","15","2025","1.1","15.4","8.1","3.2","2.1","4.8","2.2","","9.6","2.0","13.4","1.7","8.9","-0.5","9.3","","","8.3","6.0","89.6"
"226","Xavier Legette","CAR","WR","15","2025","4.0","0.8","","","11.1","3.1","24.2","3.7","3.2","0.0","18.3","5.2","1.1","","5.9","2.2","1.3","5.2","6.0","89.3"
"227","Marvin Mims","DEN","WR","15","2025","4.2","10.4","1.4","20.5","3.9","4.8","15.8","1.8","","","0.2","","3.7","1.7","7.7","5.9","4.0","3.0","5.9","89.0"
"228","Jalen Nailor","MIN","WR","17","2025","3.8","6.1","6.7","9.2","7.2","","5.7","0.0","2.6","23.4","2.6","0.0","0.0","6.0","19.5","0.0","0.0","7.9","5.9","100.7"
"229","Dylan Sampson","CLV","RB","15","2025","17.3","10.9","0.2","-0.2","1.2","4.4","2.7","7.9","","0.9","1.9","16.2","2.3","10.8","","","5.7","6.4","5.9","88.6"
"230","Ty Johnson","BUF","RB","17","2025","2.4","0.6","3.1","0.0","1.0","2.6","","0.6","10.0","4.6","15.0","8.2","5.5","5.9","5.8","7.6","7.8","19.6","5.9","100.3"
"231","Nick Chubb","HST","RB","15","2025","6.0","15.2","7.0","8.2","12.1","","2.1","8.9","3.4","6.2","1.7","2.5","9.4","0.3","","5.2","0.1","","5.9","88.3"
"232","Jake Tonges","SF","TE","16","2025","10.5","7.1","4.1","14.8","17.1","11.8","0.0","7.2","0.0","0.0","0.0","0.0","0.0","","0.0","1.7","19.0","","5.8","93.3"
"233","Tez Johnson","TB","WR","16","2025","0.0","","0.0","2.3","9.9","11.5","15.8","9.3","","20.2","1.6","12.3","1.5","0.0","0.0","0.9","3.9","3.2","5.8","92.4"
"234","Tyquan Thornton","KC","WR","14","2025","6.1","13.9","18.1","8.1","12.0","0.0","4.9","0.0","0.0","","7.1","0.0","0.0","3.9","6.7","","","","5.8","80.8"
"235","Xavier Hutchinson","HST","WR","17","2025","5.5","4.9","4.6","3.7","16.8","","2.3","17.9","6.0","0.0","7.2","0.9","5.9","0.0","2.6","1.4","4.9","13.4","5.8","98.0"
"236","Kendrick Bourne","SF","WR","16","2025","","6.2","7.8","2.7","24.2","19.2","3.4","7.4","5.4","2.9","0.0","0.0","0.0","","3.7","5.7","3.5","0.0","5.8","92.1"
"237","Gunnar Helm","TEN","TE","16","2025","2.6","2.9","5.7","2.2","7.4","3.5","7.6","10.3","2.5","","6.9","11.1","8.3","1.8","14.9","2.9","1.1","","5.7","91.7"
"238","KaVontae Turpin","DAL","WR","15","2025","4.7","15.3","8.8","6.4","","","2.7","0.8","3.3","","1.0","5.2","8.1","5.0","3.2","4.7","15.6","0.7","5.7","85.5"
"239","Luke McCaffrey","WAS","WR","9","2025","0.0","4.9","14.6","10.1","6.0","10.3","0.0","5.4","","","","","","","","","","","5.7","51.3"
"240","Michael Mayer","LV","TE","13","2025","7.8","2.9","0.0","","","16.0","2.0","","5.6","5.2","4.3","2.4","","","0.0","2.0","17.9","7.7","5.7","73.8"
"241","DeMario Douglas","NE","WR","17","2025","8.2","1.8","2.7","0.0","3.7","16.1","4.7","5.7","20.0","5.4","6.1","6.1","6.3","","0.5","1.6","2.0","4.9","5.6","95.8"
"242","Emanuel Wilson","GB","RB","17","2025","0.4","0.0","2.5","11.1","","1.7","2.5","11.7","2.7","1.4","13.9","26.5","1.4","1.0","0.3","8.2","3.4","5.8","5.6","94.5"
"243","Adonai Mitchell","IND, NYJ","WR","16","2025","4.1","4.0","0.0","11.6","0.0","","1.8","0.0","1.7","","2.0","6.2","24.2","3.4","17.4","7.3","5.2","0.0","5.6","88.9"
"244","Darnell Mooney","ATL","WR","15","2025","","4.0","8.4","2.5","","","9.8","2.1","2.5","2.7","6.4","16.4","4.5","1.6","6.5","4.4","5.5","5.0","5.5","82.3"
"245","Josh Johnson","WAS","QB","5","2025","","","","","","","","","","0.0","0.0","","","","","0.7","8.9","17.7","5.5","27.4"
"246","Mike Gesicki","CIN","TE","13","2025","2.4","4.8","1.6","1.8","3.5","0.0","","","","","","7.5","3.9","20.6","2.1","12.5","6.7","3.3","5.4","70.7"
"247","Dontayvion Wicks","GB","WR","14","2025","5.0","8.4","4.1","3.9","","3.5","1.5","","","7.8","1.9","5.2","28.0","0.0","1.6","3.2","1.7","","5.4","75.8"
"248","Sean Tucker","TB","RB","17","2025","0.2","0.0","","","2.9","8.5","1.6","10.2","","6.1","34.0","5.6","0.0","8.9","6.7","6.3","0.8","-0.4","5.4","91.4"
"249","Samaje Perine","CIN","RB","15","2025","2.6","0.0","1.1","0.4","4.9","5.2","3.1","17.0","0.5","","","","6.4","4.8","5.3","12.1","8.3","8.2","5.3","79.9"
"250","Olamide Zaccheaus","CHI","WR","16","2025","8.2","4.1","6.6","9.1","","4.8","2.9","10.3","17.8","1.5","0.0","1.6","3.9","8.7","0.0","5.3","","0.0","5.3","84.8"
"251","Andrei Iosivas","CIN","WR","17","2025","0.0","2.2","0.0","3.7","13.2","1.5","7.9","0.0","18.0","","5.0","10.6","9.9","3.7","0.0","3.1","8.1","3.0","5.3","89.9"
"252","Noah Fant","CIN","TE","15","2025","12.6","5.8","6.6","","0.0","6.7","14.4","7.1","10.8","","7.6","1.9","1.3","2.5","0.0","","0.0","0.5","5.2","77.8"
"253","Ronnie Bell","NO","WR","2","2025","","","","","","","","","","","","","","","","","0.0","10.3","5.2","10.3"
"254","Gabe Davis","BUF","WR","6","2025","","","","","","","","","","","7.0","3.2","1.5","4.1","","","0.0","15.1","5.2","30.9"
"255","Devaughn Vele","NO","WR","13","2025","2.3","7.3","","0.0","3.3","0.0","0.0","2.0","0.0","2.5","","6.7","23.3","7.0","11.9","","","","5.1","66.3"
"256","Raheim Sanders","CLV","RB","4","2025","6.3","","","","","","","","","","","","","","","5.6","4.1","4.3","5.1","20.3"
"257","Jonnu Smith","PIT","TE","17","2025","12.5","6.7","5.3","2.6","","5.8","11.8","3.7","5.5","1.4","0.0","5.8","1.6","0.0","10.6","2.8","7.7","1.4","5.0","85.2"
"258","Matthew Golden","GB","WR","14","2025","3.6","1.5","10.1","11.3","","13.2","7.7","3.4","2.9","","3.4","","","0.0","8.5","0.4","2.2","1.8","5.0","70.0"
"259","Pat Bryant","DEN","WR","15","2025","0.0","3.8","0.0","0.0","0.0","4.2","1.6","12.0","4.0","5.3","13.2","","7.2","7.2","","9.2","","7.1","5.0","74.8"
"260","Jaylen Wright","MIA","RB","10","2025","","","","","","","0.0","3.8","","1.7","0.4","","1.6","16.7","2.1","12.3","5.6","5.0","4.9","49.2"
"261","Cole Kmet","CHI","TE","16","2025","4.1","4.9","8.0","7.6","","1.0","2.6","","2.0","1.5","9.5","1.3","12.6","6.2","4.8","3.4","3.6","5.6","4.9","78.7"
"262","Brittain Brown","CHI","RB","2","2025","","","","","","","","","9.7","","","","","","0.0","","","","4.9","9.7"
"263","Aidan O'Connell","LV","QB","1","2025","","","","","","","","","","","","","","","","","","4.8","4.8","4.8"
"264","Kendre Miller","NO","RB","7","2025","2.4","2.0","5.6","12.5","5.9","4.2","0.7","","","","","","","","","","","","4.8","33.3"
"265","Darnell Washington","PIT","TE","16","2025","0.0","2.0","0.0","5.0","","9.2","9.2","0.0","8.3","2.5","10.7","4.2","6.5","2.2","5.5","5.6","3.5","","4.7","74.4"
"266","Josh Reynolds","NYJ","WR","5","2025","3.8","","","0.0","7.9","5.5","5.9","","","","","","","","","","","","4.6","23.1"
"267","Cedric Tillman","CLV","WR","13","2025","16.2","10.2","5.6","1.6","","","","","","3.1","8.2","1.5","0.0","3.3","0.0","1.8","5.2","3.3","4.6","60.0"
"268","Emari Demercado","ARZ","RB","13","2025","","0.0","0.0","10.1","7.1","0.1","","","8.8","13.4","4.0","","","","2.1","3.0","4.0","6.7","4.6","59.3"
"269","John Metchie","NYJ, PHI","WR","16","2025","0.0","1.0","1.8","3.0","0.0","0.0","","0.0","","0.6","13.5","18.5","5.7","7.4","6.9","1.4","7.1","5.0","4.5","71.9"
"270","Isaiah Likely","BLT","TE","14","2025","","","","0.0","2.2","2.6","","2.8","9.0","3.7","3.5","2.0","13.5","12.5","0.0","0.0","5.7","5.2","4.5","62.7"
"271","Isaac TeSlaa","DET","WR","17","2025","8.3","3.9","0.0","0.0","8.2","0.0","0.0","","0.0","2.1","0.0","0.0","11.5","10.0","0.0","15.2","13.9","2.8","4.5","75.9"
"272","Christian Kirk","HST","WR","13","2025","","","5.5","5.0","10.4","","","","6.6","1.3","1.6","16.4","0.0","1.6","0.0","6.7","2.1","0.7","4.5","57.9"
"273","Isaiah Davis","NYJ","RB","16","2025","1.8","1.6","0.0","4.7","6.3","1.1","5.2","17.9","","2.1","1.1","0.7","0.0","2.2","13.5","10.0","3.0","","4.5","71.2"
"274","Chris Oladokun","KC","QB","3","2025","","","","","","","","","","","","","","","","5.1","7.7","0.3","4.4","13.2"
"275","Van Jefferson","TEN","WR","16","2025","0.0","3.0","1.8","1.6","0.0","11.5","8.1","1.6","3.1","","11.2","2.1","5.0","3.7","5.3","4.4","7.6","","4.4","70.0"
"276","Josh Palmer","BUF","WR","12","2025","11.1","6.7","1.5","4.5","5.6","8.0","","","","","3.7","4.1","","","2.6","1.2","2.2","1.1","4.4","52.3"
"277","Jeremy McNichols","WAS","RB","17","2025","2.5","0.0","13.8","1.3","2.8","6.5","6.5","11.8","0.0","3.9","4.9","","5.0","1.2","2.2","5.2","4.0","2.1","4.3","73.7"
"278","JuJu Smith-Schuster","KC","WR","17","2025","10.5","1.5","9.5","13.6","3.7","8.7","6.5","4.9","1.2","","0.0","1.8","0.0","1.5","0.0","2.2","4.6","3.3","4.3","73.5"
"279","Jaret Patterson","LAC","RB","6","2025","","","","","","","","3.0","4.4","0.1","","","11.4","","","","0.1","6.7","4.3","25.7"
"280","Keaton Mitchell","BLT","RB","13","2025","","","","","2.3","0.0","","4.3","2.8","3.1","7.4","2.9","11.1","7.6","6.6","1.3","5.8","0.2","4.3","55.4"
"281","Rashod Bateman","BLT","WR","13","2025","3.0","3.5","17.3","3.4","0.0","1.8","","7.1","9.3","4.0","","","0.0","4.3","","0.0","1.7","","4.3","55.4"
"282","Demarcus Robinson","SF","WR","14","2025","","","","3.0","6.9","6.4","0.0","4.5","0.0","6.4","2.3","1.8","0.6","","5.6","10.3","5.0","5.4","4.2","58.2"
"283","Ja'Tavion Sanders","CAR","TE","13","2025","4.7","12.4","3.1","","","","0.0","4.9","1.5","8.2","6.2","1.6","0.0","","2.5","8.9","0.0","","4.2","54.0"
"284","Kevin Austin","NO","WR","8","2025","","","0.0","","","","","","","","","0.0","0.0","0.0","6.3","3.8","15.2","7.7","4.1","33.0"
"285","Tre Harris","LAC","WR","17","2025","2.1","5.4","0.0","0.0","0.0","6.7","4.3","8.8","3.8","2.4","2.2","","6.0","3.1","7.9","9.4","2.5","4.8","4.1","69.4"
"286","Jaydon Blue","DAL","RB","5","2025","","","","","0.7","0.0","4.4","2.9","","","","","","","","","","12.4","4.1","20.4"
"287","Braelon Allen","NYJ","RB","4","2025","6.9","1.1","6.7","1.6","","","","","","","","","","","","","","","4.1","16.3"
"288","Malik Davis","DAL","RB","10","2025","","","","","","","0.0","0.3","0.3","","2.0","2.4","10.7","0.6","11.7","2.3","10.3","","4.1","40.6"
"289","Kalif Raymond","DET","WR","15","2025","3.6","3.3","1.4","3.3","0.0","0.0","4.7","","0.0","9.9","0.0","5.7","","","3.0","16.2","1.5","8.2","4.1","60.8"
"290","Jaylin Noel","HST","WR","17","2025","1.7","0.0","1.4","1.0","9.8","","11.7","11.3","-0.3","7.5","2.2","1.9","0.0","3.3","0.0","0.0","14.6","2.3","4.0","68.4"
"291","Terrance Ferguson","LA","TE","13","2025","","0.0","","","3.1","0.0","10.1","","7.4","4.2","0.0","0.0","0.0","0.0","1.6","12.3","13.4","","4.0","52.1"
"292","Quentin Skinner","NYJ","WR","1","2025","","","","","","","","","","","","","","","","","","4.0","4.0","4.0"
"293","Jared Wayne","HST","WR","1","2025","","","","","","","","4.0","","","","","","","","","","","4.0","4.0"
"294","Tyler Lockett","LV, TEN","WR","17","2025","0.0","2.9","7.7","0.0","1.6","1.0","3.8","","0.0","9.4","6.3","10.2","2.1","7.1","3.0","1.6","8.9","1.5","3.9","67.1"
"295","DeAndre Hopkins","BLT","WR","17","2025","11.5","14.4","2.3","0.0","6.6","4.0","","2.4","0.0","3.6","2.1","3.3","4.5","0.0","4.2","8.1","0.0","0.0","3.9","67.0"
"296","Isaiah Hodgins","NYG","WR","7","2025","","","","","","","","","","","10.7","12.2","1.4","","1.4","0.0","1.8","0.0","3.9","27.5"
"297","Jaleel McLaughlin","DEN","RB","8","2025","","","","","","0.0","","","","","8.4","","4.0","4.1","0.4","3.7","4.0","6.8","3.9","31.4"
"298","Shane Buechele","KC","QB","1","2025","","","","","","","","","","","","","","","","","","3.9","3.9","3.9"
"299","Trey Lance","LAC","QB","4","2025","","","","","2.9","","","","","","1.6","","0.8","","","","","10.3","3.9","15.5"
"300","Najee Harris","LAC","RB","3","2025","2.0","6.8","2.8","","","","","","","","","","","","","","","","3.9","11.6"
"301","Jahdae Walker","CHI","WR","7","2025","","","","0.0","","","","0.0","0.0","","","","","0.0","","10.1","5.0","11.6","3.8","26.7"
"302","Zay Jones","ARZ","WR","8","2025","1.4","0.0","4.5","","2.8","12.9","8.7","","0.0","0.0","","","","","","","","","3.8","30.3"
"303","Tommy Tremble","CAR","TE","17","2025","1.2","5.0","3.6","15.2","1.7","7.9","1.0","1.4","0.0","0.0","6.4","0.0","1.2","","3.3","1.6","1.6","12.8","3.8","63.9"
"304","Michael Bandy","DEN","WR","4","2025","","","","","","","","","2.6","0.0","","","","","9.0","","3.4","","3.8","15.0"
"305","Daniel Bellinger","NYG","TE","16","2025","2.4","0.0","1.6","2.3","9.2","0.0","17.8","3.1","","1.8","0.0","0.0","0.0","","6.5","0.0","3.1","11.8","3.7","59.6"
