"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Seattle Seahawks","TE","1","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","8","8","44","5.50","2","24.4","24.4"
"2","New England Patriots","TE","1","2025","New England","Patriots","0","0","0","0","0","","0","0","","0","12","9","141","11.75","0","23.1","23.1"
"3","Baltimore Ravens","TE","1","2025","Baltimore","Ravens","0","0","0","0","0","","0","0","","0","7","7","97","13.86","1","22.7","22.7"
"4","Cincinnati Bengals","TE","1","2025","Cincinnati","Bengals","0","0","0","0","0","","1","3","3.00","0","14","10","100","7.14","0","20.3","20.3"
"5","New York Jets","TE","1","2025","New York","Jets","0","0","0","0","0","","0","0","","0","9","8","43","4.78","1","18.3","18.3"
"6","Miami Dolphins","TE","1","2025","Miami","Dolphins","0","0","0","0","0","","1","3","3.00","0","10","8","96","9.60","0","17.9","17.9"
"7","Carolina Panthers","TE","1","2025","Carolina","Panthers","0","0","0","0","0","","0","0","","0","6","5","65","10.83","1","17.5","17.5"
"8","Arizona Cardinals","TE","1","2025","Arizona","Cardinals","0","0","0","0","0","","0","0","","0","11","8","76","6.91","0","15.6","15.6"
"9","New Orleans Saints","TE","1","2025","New Orleans","Saints","0","0","0","0","0","","0","0","","0","11","8","74","6.73","0","15.4","15.4"
"10","Cleveland Browns","TE","1","2025","Cleveland","Browns","0","0","0","0","0","","0","0","","0","8","5","40","5.00","1","15.0","15.0"
"11","Los Angeles Chargers","TE","1","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","5","3","50","10.00","1","14.0","14.0"
"12","Green Bay Packers","TE","1","2025","Green Bay","Packers","0","0","0","0","0","","0","0","","0","9","6","79","8.78","0","13.9","13.9"
"13","Tampa Bay Buccaneers","TE","1","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","8","7","59","7.38","0","12.9","12.9"
"14","Las Vegas Raiders","TE","1","2025","Las Vegas","Raiders","0","0","0","0","0","","0","0","","0","9","5","76","8.44","0","12.6","12.6"
"15","Detroit Lions","TE","1","2025","Detroit","Lions","0","0","0","0","0","","1","3","3.00","0","6","4","22","3.67","1","12.5","12.5"
"16","Dallas Cowboys","TE","1","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","8","8","45","5.63","0","12.5","12.5"
"17","Los Angeles Rams","TE","1","2025","Los Angeles","Rams","0","0","0","0","0","","0","0","","0","8","7","50","6.25","0","12.0","12.0"
"18","New York Giants","TE","1","2025","New York","Giants","0","0","0","0","0","","0","0","","0","5","3","26","5.20","1","11.6","11.6"
"19","Kansas City Chiefs","TE","1","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","3","3","68","22.67","0","10.0","10.0"
"20","Houston Texans","TE","1","2025","Houston","Texans","0","0","0","0","0","","0","0","","0","4","3","7","1.75","1","8.7","8.7"
"21","Tennessee Titans","TE","1","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","7","5","32","4.57","0","8.2","8.2"
"22","Denver Broncos","TE","1","2025","Denver","Broncos","0","0","0","0","0","","0","0","","0","6","4","35","5.83","0","7.5","7.5"
"23","Philadelphia Eagles","TE","1","2025","Philadelphia","Eagles","0","0","0","0","0","","0","0","","0","8","5","23","2.88","0","7.3","7.3"
"24","Minnesota Vikings","TE","1","2025","Minnesota","Vikings","0","0","0","0","0","","0","0","","0","6","3","43","7.17","0","7.3","7.3"
"25","Pittsburgh Steelers","TE","1","2025","Pittsburgh","Steelers","0","0","0","0","0","","0","0","","0","3","3","36","12.00","0","6.6","6.6"
"26","Indianapolis Colts","TE","1","2025","Indianapolis","Colts","0","0","0","0","0","","0","0","","0","4","2","20","5.00","0","6.0","6.0"
"27","Chicago Bears","TE","1","2025","Chicago","Bears","0","0","0","0","0","","0","0","","0","5","4","20","4.00","0","6.0","6.0"
"28","Jacksonville Jaguars","TE","1","2025","Jacksonville","Jaguars","0","0","0","0","0","","0","0","","0","4","3","29","7.25","0","5.9","5.9"
"29","Washington Commanders","TE","1","2025","Washington","Commanders","0","0","0","0","0","","0","0","","0","4","2","19","4.75","0","3.9","3.9"
"30","San Francisco 49ers","TE","1","2025","San Francisco","49ers","0","0","0","0","0","","1","2","2.00","0","3","2","7","2.33","0","2.9","2.9"
"31","Buffalo Bills","TE","1","2025","Buffalo","Bills","0","0","0","0","0","","0","0","","0","1","1","5","5.00","0","1.5","1.5"
"32","Atlanta Falcons","TE","1","2025","Atlanta","Falcons","0","0","0","0","0","","0","0","","0","2","0","0","0.00","0","0.0","0.0"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
