"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","TE","14","2025","Cincinnati","Bengals","1","1","0","0","0","39.6","3","6","2.00","0","137","99","1276","9.31","15","22.7","318.2"
"2","Pittsburgh Steelers","TE","14","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","115","90","955","8.30","10","17.5","244.7"
"3","Miami Dolphins","TE","14","2025","Miami","Dolphins","0","0","0","0","0","","9","27","3.00","2","121","91","969","8.01","7","17.4","243.6"
"4","Washington Commanders","TE","14","2025","Washington","Commanders","0","0","0","0","0","","1","1","1.00","1","95","73","905","9.53","9","16.1","225.6"
"5","Tampa Bay Buccaneers","TE","14","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","4","5","1.25","0","106","83","814","7.68","9","15.6","218.9"
"6","Seattle Seahawks","TE","14","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","120","91","952","7.93","5","15.6","218.2"
"7","Jacksonville Jaguars","TE","14","2025","Jacksonville","Jaguars","0","0","0","0","0","","2","8","4.00","0","122","88","859","7.04","7","15.4","215.7"
"8","Arizona Cardinals","TE","14","2025","Arizona","Cardinals","0","0","0","0","0","","2","3","1.50","0","111","85","893","8.05","7","15.4","215.6"
"9","New England Patriots","TE","14","2025","New England","Patriots","0","0","0","0","0","","2","3","1.50","1","116","86","869","7.49","6","15.3","214.2"
"10","Indianapolis Colts","TE","14","2025","Indianapolis","Colts","0","0","0","0","0","","6","8","1.33","0","116","86","928","8.00","5","15.1","211.6"
"11","San Francisco 49ers","TE","14","2025","San Francisco","49ers","0","0","0","0","0","","2","2","1.00","0","111","80","766","6.90","9","14.9","208.8"
"12","Denver Broncos","TE","14","2025","Denver","Broncos","0","0","0","0","0","","2","-4","-2.00","0","117","79","898","7.68","5","14.2","198.4"
"13","Tennessee Titans","TE","14","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","98","77","763","7.79","7","14.0","195.3"
"14","Chicago Bears","TE","14","2025","Chicago","Bears","0","0","0","0","0","","6","5","0.83","0","110","86","776","7.05","5","13.9","194.1"
"15","Carolina Panthers","TE","14","2025","Carolina","Panthers","1","1","0","0","0","39.6","9","22","2.44","0","95","75","867","9.13","5","13.9","193.9"
"16","Detroit Lions","TE","14","2025","Detroit","Lions","0","0","0","0","0","","2","4","2.00","0","101","67","758","7.50","7","13.3","186.2"
"17","Dallas Cowboys","TE","14","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","103","81","777","7.54","4","13.2","184.7"
"18","Minnesota Vikings","TE","14","2025","Minnesota","Vikings","0","0","0","0","0","","2","4","2.00","0","97","73","712","7.34","6","12.8","179.6"
"19","Cleveland Browns","TE","14","2025","Cleveland","Browns","0","0","0","0","0","","4","45","11.25","1","93","67","720","7.74","5","12.8","179.5"
"20","New York Jets","TE","14","2025","New York","Jets","0","0","0","0","0","","4","13","3.25","0","94","67","652","6.94","7","12.5","175.5"
"21","Green Bay Packers","TE","14","2025","Green Bay","Packers","0","0","0","0","0","","1","0","","0","102","78","604","5.92","6","12.5","174.4"
"22","Los Angeles Rams","TE","14","2025","Los Angeles","Rams","1","1","0","0","0","39.6","11","36","3.27","1","100","74","602","6.02","5","12.4","173.8"
"23","New Orleans Saints","TE","14","2025","New Orleans","Saints","0","0","0","0","0","","1","2","2.00","0","93","71","698","7.51","5","12.2","171.0"
"24","Houston Texans","TE","14","2025","Houston","Texans","0","0","0","0","0","","2","2","1.00","0","92","68","633","6.88","6","11.8","165.5"
"25","New York Giants","TE","14","2025","New York","Giants","1","1","1","19","0","118.8","7","-4","-0.57","0","89","66","650","7.30","5","11.5","161.4"
"26","Los Angeles Chargers","TE","14","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","80","61","634","7.93","6","11.5","160.4"
"27","Baltimore Ravens","TE","14","2025","Baltimore","Ravens","0","0","0","0","0","","3","5","1.67","0","92","69","661","7.18","3","11.0","153.6"
"28","Kansas City Chiefs","TE","14","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","78","65","664","8.51","3","10.7","149.6"
"29","Las Vegas Raiders","TE","14","2025","Las Vegas","Raiders","1","1","0","0","0","39.6","1","4","4.00","0","74","54","561","7.58","5","10.0","140.5"
"30","Philadelphia Eagles","TE","14","2025","Philadelphia","Eagles","0","0","0","0","0","","1","1","1.00","0","88","57","456","5.18","3","8.6","120.7"
"31","Atlanta Falcons","TE","14","2025","Atlanta","Falcons","2","2","0","0","0","39.6","10","17","1.70","0","68","47","498","7.32","2","8.0","112.5"
"32","Buffalo Bills","TE","14","2025","Buffalo","Bills","0","0","0","0","0","","1","2","2.00","0","60","38","459","7.65","2","7.0","98.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
