"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","RB","8","2025","Cincinnati","Bengals","2","2","2","7","2","120.8","200","1053","5.27","8","48","42","368","7.67","4","33.3","266.4"
"2","Tennessee Titans","RB","8","2025","Tennessee","Titans","0","0","0","0","0","","188","955","5.08","12","37","29","185","5.00","2","28.3","226.0"
"3","Dallas Cowboys","RB","8","2025","Dallas","Cowboys","0","0","0","0","0","","180","887","4.93","7","46","40","391","8.50","2","27.6","220.8"
"4","Baltimore Ravens","RB","7","2025","Baltimore","Ravens","0","0","0","0","0","","155","712","4.59","8","40","33","264","6.60","2","27.2","190.6"
"5","Miami Dolphins","RB","8","2025","Miami","Dolphins","0","0","0","0","0","","188","941","5.01","6","43","38","322","7.49","1","25.8","206.3"
"6","Buffalo Bills","RB","7","2025","Buffalo","Bills","0","0","0","0","0","","152","800","5.26","9","39","28","157","4.03","0","25.1","175.7"
"7","New York Giants","RB","8","2025","New York","Giants","0","0","0","0","0","","152","930","6.12","6","42","35","225","5.36","2","24.7","197.5"
"8","Chicago Bears","RB","7","2025","Chicago","Bears","0","0","0","0","0","","151","781","5.17","5","28","26","159","5.68","3","23.6","165.0"
"9","Tampa Bay Buccaneers","RB","8","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","146","570","3.90","6","46","41","457","9.93","1","23.2","185.7"
"10","Philadelphia Eagles","RB","8","2025","Philadelphia","Eagles","0","0","0","0","0","","171","706","4.13","7","35","28","279","7.97","3","23.1","184.5"
"11","Atlanta Falcons","RB","7","2025","Atlanta","Falcons","0","0","0","0","0","","162","716","4.42","3","38","30","185","4.87","4","23.0","161.1"
"12","San Francisco 49ers","RB","8","2025","San Francisco","49ers","0","0","0","0","0","","177","727","4.11","4","50","43","276","5.52","3","22.9","183.3"
"13","New York Jets","RB","8","2025","New York","Jets","0","0","0","0","0","","196","866","4.42","6","31","24","170","5.48","3","22.7","181.6"
"14","New Orleans Saints","RB","8","2025","New Orleans","Saints","0","0","0","0","0","","199","816","4.10","6","36","31","218","6.06","2","22.6","180.4"
"15","Arizona Cardinals","RB","7","2025","Arizona","Cardinals","0","0","0","0","0","","144","605","4.20","6","40","32","220","5.50","1","22.2","155.5"
"16","Las Vegas Raiders","RB","7","2025","Las Vegas","Raiders","0","0","0","0","0","","142","569","4.01","8","39","31","175","4.49","0","22.2","155.4"
"17","Washington Commanders","RB","8","2025","Washington","Commanders","0","0","0","0","0","","187","783","4.19","5","33","26","290","8.79","2","21.9","175.3"
"18","Los Angeles Chargers","RB","8","2025","Los Angeles","Chargers","0","0","0","0","0","","135","674","4.99","8","44","34","217","4.93","0","21.5","172.1"
"19","Pittsburgh Steelers","RB","7","2025","Pittsburgh","Steelers","0","0","0","0","0","","154","679","4.41","3","38","33","221","5.82","1","20.6","144.0"
"20","Carolina Panthers","RB","8","2025","Carolina","Panthers","0","0","0","0","0","","156","769","4.93","5","41","33","192","4.68","1","20.5","164.1"
"21","Seattle Seahawks","RB","7","2025","Seattle","Seahawks","0","0","0","0","0","","134","402","3.00","2","58","45","327","5.64","2","20.3","141.9"
"22","Minnesota Vikings","RB","7","2025","Minnesota","Vikings","0","0","0","0","0","","183","758","4.14","4","34","26","162","4.76","0","20.1","141.0"
"23","Denver Broncos","RB","8","2025","Denver","Broncos","0","0","0","0","0","","164","653","3.98","4","26","21","272","10.46","3","19.3","154.5"
"24","Houston Texans","RB","7","2025","Houston","Texans","0","0","0","0","0","","139","529","3.81","7","29","21","152","5.24","0","18.7","131.1"
"25","Jacksonville Jaguars","RB","7","2025","Jacksonville","Jaguars","0","0","0","0","0","","134","493","3.68","2","40","29","250","6.25","2","18.2","127.3"
"26","Indianapolis Colts","RB","8","2025","Indianapolis","Colts","0","0","0","0","0","","143","604","4.22","4","47","33","230","4.89","1","18.2","145.4"
"27","Kansas City Chiefs","RB","8","2025","Kansas City","Chiefs","0","0","0","0","0","","129","577","4.47","3","42","35","280","6.67","1","18.1","144.7"
"28","New England Patriots","RB","8","2025","New England","Patriots","0","0","0","0","0","","142","432","3.04","2","52","45","304","5.85","1","17.1","136.6"
"29","Detroit Lions","RB","7","2025","Detroit","Lions","1","1","0","0","0","39.6","116","461","3.97","4","44","34","172","3.91","0","17.0","119.3"
"30","Green Bay Packers","RB","7","2025","Green Bay","Packers","0","0","0","0","0","","128","486","3.80","2","45","39","169","3.76","0","16.8","117.5"
"31","Cleveland Browns","RB","8","2025","Cleveland","Browns","1","1","1","32","1","158.3","168","618","3.68","3","41","30","144","3.51","0","15.8","126.5"
"32","Los Angeles Rams","RB","7","2025","Los Angeles","Rams","0","0","0","0","0","","146","564","3.86","0","35","28","179","5.11","1","15.3","107.3"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
