"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"21","Kansas City Chiefs","QB","9","2025","Kansas City","Chiefs","294","249","178","1763","9","93.2","56","234","4.18","5","0","0","0","0.00","0","16.8","150.9"
"22","New England Patriots","QB","9","2025","New England","Patriots","323","288","199","2136","15","97.8","23","119","5.17","0","0","0","0","0.00","0","16.5","148.3"
"23","Carolina Panthers","QB","9","2025","Carolina","Panthers","310","281","181","1949","11","87.3","34","109","3.21","3","0","0","0","0.00","0","16.0","143.9"
"24","Green Bay Packers","QB","8","2025","Green Bay","Packers","328","294","196","1705","12","91.2","17","53","3.12","1","0","0","0","0.00","0","15.9","127.5"
"25","Arizona Cardinals","QB","8","2025","Arizona","Cardinals","336","305","193","1974","9","84.8","26","124","4.77","1","0","0","0","0.00","0","15.9","127.4"
"26","Cleveland Browns","QB","8","2025","Cleveland","Browns","260","223","148","1595","14","96.9","32","97","3.03","0","0","0","0","0.00","0","15.4","123.5"
"27","Atlanta Falcons","QB","8","2025","Atlanta","Falcons","254","212","132","1398","13","88.1","34","164","4.82","1","0","0","0","0.00","0","15.4","123.3"
"28","Los Angeles Rams","QB","8","2025","Los Angeles","Rams","319","280","175","1805","9","84.3","30","143","4.77","1","0","0","0","0.00","0","15.1","120.5"
"29","Los Angeles Chargers","QB","9","2025","Los Angeles","Chargers","322","272","165","1736","8","78.3","45","220","4.89","2","0","0","0","0.00","0","14.5","130.4"
"30","Buffalo Bills","QB","8","2025","Buffalo","Bills","263","222","137","1512","7","86.8","30","223","7.43","1","1","0","0","0.00","0","14.1","112.8"
"31","Denver Broncos","QB","9","2025","Denver","Broncos","354","297","169","1923","8","79.8","35","107","3.06","2","0","0","0","0.00","0","14.1","126.6"
"32","Houston Texans","QB","8","2025","Houston","Texans","280","253","144","1548","8","72.4","19","122","6.42","0","0","0","0","0.00","0","12.6","101.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
