"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","9","2025","Dallas","Cowboys","340","298","204","2446","22","112.3","53","224","4.23","4","0","0","0","0.00","0","25.6","230.2"
"2","Cincinnati Bengals","QB","9","2025","Cincinnati","Bengals","338","303","203","2399","20","101.9","38","135","3.55","1","2","2","22","11.00","1","22.3","200.7"
"3","Jacksonville Jaguars","QB","8","2025","Jacksonville","Jaguars","323","296","188","2063","19","90.0","32","145","4.53","2","0","0","0","0.00","0","21.8","174.0"
"4","Pittsburgh Steelers","QB","8","2025","Pittsburgh","Steelers","361","324","216","2396","14","92.6","30","111","3.70","3","0","0","0","0.00","0","21.7","173.9"
"5","Chicago Bears","QB","8","2025","Chicago","Bears","270","241","171","1986","20","100.7","28","178","6.36","1","0","0","0","0.00","0","21.7","173.2"
"6","Washington Commanders","QB","9","2025","Washington","Commanders","311","273","184","2417","19","110.7","35","169","4.83","1","0","0","0","0.00","0","21.4","192.6"
"7","New York Giants","QB","9","2025","New York","Giants","356","318","208","2222","15","96.2","50","216","4.32","3","1","1","0","0.00","0","21.2","190.5"
"8","Miami Dolphins","QB","9","2025","Miami","Dolphins","285","247","183","1896","15","114.4","43","194","4.51","4","0","0","0","0.00","0","19.8","178.2"
"9","Baltimore Ravens","QB","8","2025","Baltimore","Ravens","320","294","198","2078","14","99.3","37","105","2.84","2","0","0","0","0.00","0","19.6","156.6"
"10","Detroit Lions","QB","8","2025","Detroit","Lions","306","262","164","1773","16","90.1","44","146","3.32","2","0","0","0","0.00","0","19.1","152.5"
"11","New York Jets","QB","8","2025","New York","Jets","263","236","150","1666","15","105.6","35","179","5.11","1","0","0","0","0.00","0","18.8","150.5"
"12","New Orleans Saints","QB","9","2025","New Orleans","Saints","294","259","177","1952","18","107.2","46","168","3.65","1","0","0","0","0.00","0","18.7","167.9"
"13","Las Vegas Raiders","QB","8","2025","Las Vegas","Raiders","303","269","182","1897","11","95.3","44","146","3.32","3","2","2","11","5.50","0","18.4","147.6"
"14","Tennessee Titans","QB","9","2025","Tennessee","Titans","308","265","190","2085","14","104.4","51","192","3.76","2","0","0","0","0.00","0","18.2","163.6"
"15","San Francisco 49ers","QB","9","2025","San Francisco","49ers","333","303","206","2085","15","102.5","41","179","4.37","1","0","0","0","0.00","0","18.1","163.3"
"16","Tampa Bay Buccaneers","QB","8","2025","Tampa Bay","Buccaneers","331","279","188","2025","11","91.2","41","202","4.93","1","0","0","0","0.00","0","17.5","140.2"
"17","Philadelphia Eagles","QB","8","2025","Philadelphia","Eagles","304","267","159","1803","8","82.0","36","207","5.75","3","0","0","0","0.00","0","17.5","139.8"
"18","Indianapolis Colts","QB","9","2025","Indianapolis","Colts","389","348","229","2376","15","87.8","28","108","3.86","0","0","0","0","0.00","0","17.4","156.8"
"19","Seattle Seahawks","QB","8","2025","Seattle","Seahawks","351","298","196","1929","11","83.6","33","171","5.18","1","0","0","0","0.00","0","17.4","139.3"
"20","Minnesota Vikings","QB","8","2025","Minnesota","Vikings","261","223","152","1712","13","104.7","24","125","5.21","1","0","0","0","0.00","0","17.0","136.0"
