"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Seattle Seahawks","TE","2","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","18","16","108","6.00","2","20.4","40.8"
"2","Baltimore Ravens","TE","2","2025","Baltimore","Ravens","0","0","0","0","0","","0","0","","0","17","16","185","10.88","1","20.3","40.5"
"3","Carolina Panthers","TE","2","2025","Carolina","Panthers","0","0","0","0","0","","0","0","","0","15","13","188","12.53","1","18.9","37.8"
"4","Arizona Cardinals","TE","2","2025","Arizona","Cardinals","0","0","0","0","0","","0","0","","0","24","19","159","6.63","0","17.5","34.9"
"5","Green Bay Packers","TE","2","2025","Green Bay","Packers","0","0","0","0","0","","0","0","","0","17","13","150","8.82","1","17.0","34.0"
"6","Washington Commanders","TE","2","2025","Washington","Commanders","0","0","0","0","0","","0","0","","0","12","10","175","14.58","1","16.8","33.5"
"7","New Orleans Saints","TE","2","2025","New Orleans","Saints","0","0","0","0","0","","0","0","","0","19","14","120","6.32","1","16.0","32.0"
"8","New York Jets","TE","2","2025","New York","Jets","0","0","0","0","0","","0","0","","0","20","15","104","5.20","1","15.7","31.4"
"9","New York Giants","TE","2","2025","New York","Giants","0","0","0","0","0","","0","0","","0","20","13","107","5.35","1","14.9","29.7"
"10","Miami Dolphins","TE","2","2025","Miami","Dolphins","0","0","0","0","0","","1","3","3.00","0","16","12","143","8.94","0","13.3","26.6"
"11","Los Angeles Chargers","TE","2","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","14","10","97","6.93","1","12.9","25.7"
"12","Cincinnati Bengals","TE","2","2025","Cincinnati","Bengals","0","0","0","0","0","","1","3","3.00","0","19","13","117","6.16","0","12.5","25.0"
"13","Tennessee Titans","TE","2","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","12","10","77","6.42","1","11.9","23.7"
"14","Chicago Bears","TE","2","2025","Chicago","Bears","0","0","0","0","0","","0","0","","0","12","10","74","6.17","1","11.7","23.4"
"15","New England Patriots","TE","2","2025","New England","Patriots","0","0","0","0","0","","0","0","","0","12","9","141","11.75","0","11.6","23.1"
"16","Pittsburgh Steelers","TE","2","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","8","7","93","11.63","1","11.3","22.5"
"17","Los Angeles Rams","TE","2","2025","Los Angeles","Rams","0","0","0","0","0","","0","0","","0","16","13","94","5.88","0","11.2","22.4"
"18","Denver Broncos","TE","2","2025","Denver","Broncos","0","0","0","0","0","","1","0","","0","14","9","122","8.71","0","10.6","21.2"
"19","Dallas Cowboys","TE","2","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","13","12","79","6.08","0","10.0","19.9"
"20","Tampa Bay Buccaneers","TE","2","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","13","10","88","6.77","0","9.4","18.8"
"21","San Francisco 49ers","TE","2","2025","San Francisco","49ers","0","0","0","0","0","","1","2","2.00","0","12","7","56","4.67","1","9.4","18.8"
"22","Philadelphia Eagles","TE","2","2025","Philadelphia","Eagles","0","0","0","0","0","","0","0","","0","18","10","85","4.72","0","9.3","18.5"
"23","Jacksonville Jaguars","TE","2","2025","Jacksonville","Jaguars","0","0","0","0","0","","0","0","","0","13","10","82","6.31","0","9.1","18.2"
"24","Indianapolis Colts","TE","2","2025","Indianapolis","Colts","0","0","0","0","0","","0","0","","0","9","6","42","4.67","1","9.1","18.2"
"25","Detroit Lions","TE","2","2025","Detroit","Lions","0","0","0","0","0","","1","3","3.00","0","9","6","51","5.67","1","8.7","17.4"
"26","Cleveland Browns","TE","2","2025","Cleveland","Browns","0","0","0","0","0","","1","2","2.00","0","12","6","42","3.50","1","8.2","16.4"
"27","Minnesota Vikings","TE","2","2025","Minnesota","Vikings","0","0","0","0","0","","0","0","","0","11","7","80","7.27","0","7.5","15.0"
"28","Las Vegas Raiders","TE","2","2025","Las Vegas","Raiders","0","0","0","0","0","","0","0","","0","10","6","83","8.30","0","7.2","14.3"
"29","Houston Texans","TE","2","2025","Houston","Texans","0","0","0","0","0","","0","0","","0","9","6","32","3.56","1","7.1","14.2"
"30","Kansas City Chiefs","TE","2","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","6","5","79","13.17","0","6.6","13.1"
"31","Buffalo Bills","TE","2","2025","Buffalo","Bills","0","0","0","0","0","","0","0","","0","4","3","15","3.75","1","5.3","10.5"
"32","Atlanta Falcons","TE","2","2025","Atlanta","Falcons","0","0","0","0","0","","0","0","","0","5","1","12","2.40","0","1.1","2.2"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
