"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","TE","7","2025","Cincinnati","Bengals","0","0","0","0","0","","1","3","3.00","0","69","48","536","7.77","9","22.3","155.9"
"2","Green Bay Packers","TE","6","2025","Green Bay","Packers","0","0","0","0","0","","0","0","","0","61","50","375","6.15","5","19.6","117.5"
"3","Pittsburgh Steelers","TE","6","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","47","36","403","8.57","4","16.8","100.5"
"4","Indianapolis Colts","TE","7","2025","Indianapolis","Colts","0","0","0","0","0","","0","0","","0","57","44","503","8.82","3","16.3","114.3"
"5","Arizona Cardinals","TE","7","2025","Arizona","Cardinals","0","0","0","0","0","","0","0","","0","64","47","481","7.52","3","16.2","113.1"
"6","Carolina Panthers","TE","7","2025","Carolina","Panthers","0","0","0","0","0","","0","0","","0","48","40","475","9.90","4","15.9","111.5"
"7","Seattle Seahawks","TE","7","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","60","47","444","7.40","3","15.9","111.4"
"8","Baltimore Ravens","TE","6","2025","Baltimore","Ravens","0","0","0","0","0","","1","0","","0","43","39","402","9.35","2","15.2","91.2"
"9","Miami Dolphins","TE","7","2025","Miami","Dolphins","0","0","0","0","0","","1","3","3.00","0","51","41","450","8.82","3","14.8","103.3"
"10","New York Jets","TE","7","2025","New York","Jets","0","0","0","0","0","","1","7","7.00","0","50","37","291","5.82","6","14.7","102.8"
"11","Chicago Bears","TE","6","2025","Chicago","Bears","0","0","0","0","0","","2","-4","-2.00","0","49","42","341","6.96","2","14.6","87.7"
"12","Jacksonville Jaguars","TE","7","2025","Jacksonville","Jaguars","0","0","0","0","0","","0","0","","0","52","39","438","8.42","3","14.3","99.8"
"13","New England Patriots","TE","7","2025","New England","Patriots","0","0","0","0","0","","1","1","1.00","1","48","38","435","9.06","2","14.1","98.6"
"14","New Orleans Saints","TE","7","2025","New Orleans","Saints","0","0","0","0","0","","0","0","","0","46","36","355","7.72","4","13.6","95.5"
"15","Tampa Bay Buccaneers","TE","7","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","45","39","318","7.07","4","13.5","94.8"
"16","Washington Commanders","TE","7","2025","Washington","Commanders","0","0","0","0","0","","0","0","","0","39","32","367","9.41","4","13.5","94.7"
"17","Dallas Cowboys","TE","7","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","52","42","379","7.29","2","13.4","93.9"
"18","Detroit Lions","TE","7","2025","Detroit","Lions","0","0","0","0","0","","2","4","2.00","0","50","36","381","7.62","3","13.2","92.5"
"19","San Francisco 49ers","TE","7","2025","San Francisco","49ers","0","0","0","0","0","","1","2","2.00","0","54","39","340","6.30","3","13.0","91.2"
"20","Minnesota Vikings","TE","6","2025","Minnesota","Vikings","0","0","0","0","0","","1","2","2.00","0","42","34","262","6.24","3","12.9","77.4"
"21","Cleveland Browns","TE","7","2025","Cleveland","Browns","0","0","0","0","0","","2","12","6.00","0","47","32","327","6.96","4","12.8","89.9"
"22","New York Giants","TE","7","2025","New York","Giants","1","1","1","19","0","118.8","6","-1","-0.17","0","59","41","358","6.07","2","12.8","89.5"
"23","Los Angeles Rams","TE","7","2025","Los Angeles","Rams","0","0","0","0","0","","5","5","1.00","1","50","36","301","6.02","2","12.1","84.6"
"24","Tennessee Titans","TE","7","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","46","37","294","6.39","3","12.1","84.4"
"25","Denver Broncos","TE","7","2025","Denver","Broncos","0","0","0","0","0","","1","0","","0","46","27","369","8.02","3","11.7","81.9"
"26","Los Angeles Chargers","TE","7","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","38","27","271","7.13","4","11.2","78.1"
"27","Las Vegas Raiders","TE","7","2025","Las Vegas","Raiders","1","1","0","0","0","39.6","0","0","","0","39","29","355","9.10","2","10.9","76.5"
"28","Houston Texans","TE","6","2025","Houston","Texans","0","0","0","0","0","","1","2","2.00","0","37","27","224","6.05","1","8.9","53.6"
"29","Philadelphia Eagles","TE","7","2025","Philadelphia","Eagles","0","0","0","0","0","","0","0","","0","46","28","220","4.78","1","8.0","56.0"
"30","Kansas City Chiefs","TE","7","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","29","25","232","8.00","1","7.8","54.4"
"31","Buffalo Bills","TE","6","2025","Buffalo","Bills","0","0","0","0","0","","1","2","2.00","0","19","14","131","6.89","1","5.6","33.3"
"32","Atlanta Falcons","TE","6","2025","Atlanta","Falcons","0","0","0","0","0","","0","0","","0","19","10","99","5.21","1","4.7","27.9"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
