"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Pittsburgh Steelers","WR","11","2025","Pittsburgh","Steelers","0","0","0","0","0","","2","16","8.00","0","248","164","2029","8.18","11","39.7","436.5"
"2","Dallas Cowboys","WR","11","2025","Dallas","Cowboys","0","0","0","0","0","","12","70","5.83","0","187","131","1843","9.86","18","39.2","431.3"
"3","Washington Commanders","WR","11","2025","Washington","Commanders","0","0","0","0","0","","13","99","7.62","0","187","131","1873","10.02","13","36.8","405.2"
"4","Tennessee Titans","WR","11","2025","Tennessee","Titans","0","0","0","0","0","","5","60","12.00","1","190","140","1865","9.82","11","36.7","403.5"
"5","New York Giants","WR","12","2025","New York","Giants","0","0","0","0","0","","6","66","11.00","1","234","149","2002","8.56","12","36.5","437.8"
"6","Las Vegas Raiders","WR","11","2025","Las Vegas","Raiders","1","0","0","0","0","","8","31","3.88","0","202","142","1750","8.66","13","36.1","397.1"
"7","Indianapolis Colts","WR","11","2025","Indianapolis","Colts","0","0","0","0","0","","6","33","5.50","0","229","149","1768","7.72","10","35.6","392.1"
"8","Baltimore Ravens","WR","11","2025","Baltimore","Ravens","0","0","0","0","0","","13","100","7.69","0","221","142","1693","7.66","12","35.5","390.3"
"9","Tampa Bay Buccaneers","WR","11","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","2","-3","-1.50","0","228","144","1804","7.91","11","35.3","388.1"
"10","San Francisco 49ers","WR","12","2025","San Francisco","49ers","0","0","0","0","0","","3","11","3.67","0","229","159","1917","8.37","12","35.2","422.8"
"11","Detroit Lions","WR","11","2025","Detroit","Lions","1","1","1","33","1","158.3","4","31","7.75","0","199","120","1654","8.31","15","34.8","382.8"
"12","Chicago Bears","WR","11","2025","Chicago","Bears","0","0","0","0","0","","13","63","4.85","1","179","114","1622","9.06","14","34.4","378.5"
"13","Jacksonville Jaguars","WR","11","2025","Jacksonville","Jaguars","0","0","0","0","0","","3","4","1.33","0","223","137","1594","7.15","12","33.8","371.8"
"14","Philadelphia Eagles","WR","11","2025","Philadelphia","Eagles","0","0","0","0","0","","12","55","4.58","0","226","129","1775","7.85","6","31.7","349.0"
"15","Atlanta Falcons","WR","11","2025","Atlanta","Falcons","0","0","0","0","0","","7","60","8.57","0","182","118","1518","8.34","12","31.7","348.8"
"16","Los Angeles Rams","WR","11","2025","Los Angeles","Rams","0","0","0","0","0","","13","57","4.38","0","223","139","1640","7.35","7","31.6","347.7"
"17","New England Patriots","WR","12","2025","New England","Patriots","2","1","0","0","0","39.6","12","104","8.67","0","192","121","1552","8.08","15","31.3","375.6"
"18","Buffalo Bills","WR","11","2025","Buffalo","Bills","2","1","0","0","0","","19","70","3.68","1","181","117","1480","8.18","10","30.6","337.0"
"19","Arizona Cardinals","WR","11","2025","Arizona","Cardinals","0","0","0","0","0","","7","34","4.86","0","195","129","1566","8.03","7","30.1","331.0"
"20","New Orleans Saints","WR","11","2025","New Orleans","Saints","0","0","0","0","0","","7","9","1.29","0","163","111","1409","8.64","13","30.0","329.8"
"21","New York Jets","WR","11","2025","New York","Jets","0","0","0","0","0","","14","69","4.93","1","182","116","1540","8.46","7","29.4","323.9"
"22","Seattle Seahawks","WR","11","2025","Seattle","Seahawks","0","0","0","0","0","","9","31","3.44","1","208","123","1340","6.44","9","29.3","322.1"
"23","Cincinnati Bengals","WR","11","2025","Cincinnati","Bengals","1","1","1","2","1","118.8","9","101","11.22","2","173","112","1456","8.42","6","29.1","319.8"
"24","Green Bay Packers","WR","11","2025","Green Bay","Packers","0","0","0","0","0","","5","23","4.60","0","184","119","1352","7.35","8","27.8","305.5"
"25","Kansas City Chiefs","WR","11","2025","Kansas City","Chiefs","0","0","0","0","0","","4","8","2.00","0","179","123","1355","7.57","7","27.4","301.3"
"26","Miami Dolphins","WR","11","2025","Miami","Dolphins","0","0","0","0","0","","6","38","6.33","0","161","109","1236","7.68","10","26.9","295.4"
"27","Cleveland Browns","WR","11","2025","Cleveland","Browns","0","0","0","0","0","","13","38","2.92","0","154","98","1311","8.51","10","26.4","290.9"
"28","Minnesota Vikings","WR","11","2025","Minnesota","Vikings","0","0","0","0","0","","8","37","4.63","0","148","97","1381","9.33","8","26.0","285.8"
"29","Carolina Panthers","WR","12","2025","Carolina","Panthers","0","0","0","0","0","","7","18","2.57","1","187","115","1468","7.85","7","25.9","310.6"
"30","Denver Broncos","WR","11","2025","Denver","Broncos","0","0","0","0","0","","6","22","3.67","0","214","131","1401","6.55","2","25.8","284.3"
"31","Los Angeles Chargers","WR","11","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","3","8","2.67","0","188","112","1331","7.08","6","25.7","283.2"
"32","Houston Texans","WR","11","2025","Houston","Texans","1","1","0","0","0","","7","-6","-0.86","0","188","109","1374","7.31","6","25.7","282.8"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
