"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","11","2025","Dallas","Cowboys","432","379","258","2973","24","107.1","64","271","4.23","6","0","0","0","0.00","0","25.0","275.0"
"2","Cincinnati Bengals","QB","11","2025","Cincinnati","Bengals","410","369","246","2936","23","101.4","45","164","3.64","1","2","2","22","11.00","1","21.5","236.0"
"3","New York Giants","QB","12","2025","New York","Giants","471","422","271","2901","21","95.9","61","302","4.95","4","1","1","0","0.00","0","21.4","257.2"
"4","Jacksonville Jaguars","QB","11","2025","Jacksonville","Jaguars","463","417","262","2788","22","86.9","44","207","4.70","3","0","0","0","0.00","0","20.7","227.2"
"5","Tampa Bay Buccaneers","QB","11","2025","Tampa Bay","Buccaneers","435","375","248","2885","19","95.0","54","255","4.72","4","0","0","0","0.00","0","20.6","226.9"
"6","Washington Commanders","QB","11","2025","Washington","Commanders","369","328","223","2908","22","111.7","36","168","4.67","1","0","0","0","0.00","0","20.4","224.1"
"7","Pittsburgh Steelers","QB","11","2025","Pittsburgh","Steelers","480","432","278","3054","19","91.1","40","150","3.75","3","0","0","0","0.00","0","20.2","222.2"
"8","Chicago Bears","QB","11","2025","Chicago","Bears","379","340","233","2594","22","92.9","39","263","6.74","3","0","0","0","0.00","0","20.1","221.1"
"9","Detroit Lions","QB","11","2025","Detroit","Lions","401","348","212","2487","20","91.0","63","212","3.37","3","1","1","33","33.00","1","19.9","219.0"
"10","Miami Dolphins","QB","11","2025","Miami","Dolphins","363","317","231","2415","18","109.5","52","278","5.35","4","0","0","0","0.00","0","19.7","216.4"
"11","San Francisco 49ers","QB","12","2025","San Francisco","49ers","461","425","295","2986","22","101.6","50","189","3.78","1","0","0","0","0.00","0","18.7","224.3"
