"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Pittsburgh Steelers","WR","9","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","1","1.00","0","205","143","1747","8.52","8","40.9","367.8"
"2","Dallas Cowboys","WR","9","2025","Dallas","Cowboys","0","0","0","0","0","","12","70","5.83","0","150","106","1535","10.23","16","40.5","364.5"
"3","Washington Commanders","WR","10","2025","Washington","Commanders","0","0","0","0","0","","13","99","7.62","0","177","125","1779","10.05","13","39.0","389.8"
"4","Baltimore Ravens","WR","9","2025","Baltimore","Ravens","0","0","0","0","0","","11","84","7.64","0","190","125","1495","7.87","11","38.4","345.9"
"5","Chicago Bears","WR","9","2025","Chicago","Bears","0","0","0","0","0","","11","51","4.64","0","146","95","1440","9.86","13","36.5","328.1"
"6","Las Vegas Raiders","WR","9","2025","Las Vegas","Raiders","1","0","0","0","0","","7","37","5.29","0","172","121","1428","8.30","10","36.4","327.5"
"7","New York Giants","WR","10","2025","New York","Giants","0","0","0","0","0","","5","49","9.80","1","197","127","1651","8.38","9","36.1","361.0"
"8","Indianapolis Colts","WR","10","2025","Indianapolis","Colts","0","0","0","0","0","","6","33","5.50","0","205","135","1550","7.56","10","35.4","354.3"
"9","Tennessee Titans","WR","9","2025","Tennessee","Titans","0","0","0","0","0","","3","51","17.00","1","148","112","1467","9.91","8","35.2","316.8"
"10","Jacksonville Jaguars","WR","9","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","9","9.00","0","184","112","1336","7.26","11","35.1","315.5"
"11","Detroit Lions","WR","9","2025","Detroit","Lions","0","0","0","0","0","","3","31","10.33","0","162","98","1333","8.23","13","34.6","311.4"
"12","San Francisco 49ers","WR","10","2025","San Francisco","49ers","0","0","0","0","0","","3","11","3.67","0","183","126","1546","8.45","10","34.1","340.7"
"13","Tampa Bay Buccaneers","WR","9","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","2","-3","-1.50","0","184","115","1440","7.83","8","34.0","305.7"
"14","New England Patriots","WR","10","2025","New England","Patriots","1","0","0","0","0","","10","95","9.50","0","161","105","1374","8.53","13","32.9","328.9"
"15","Los Angeles Rams","WR","9","2025","Los Angeles","Rams","0","0","0","0","0","","9","32","3.56","0","179","114","1411","7.88","6","32.4","291.3"
"16","Arizona Cardinals","WR","9","2025","Arizona","Cardinals","0","0","0","0","0","","7","34","4.86","0","169","114","1378","8.15","5","31.7","285.2"
"17","Cincinnati Bengals","WR","9","2025","Cincinnati","Bengals","1","1","1","2","1","118.8","8","87","10.88","2","149","97","1265","8.49","6","31.6","284.3"
"18","Philadelphia Eagles","WR","9","2025","Philadelphia","Eagles","0","0","0","0","0","","9","42","4.67","0","185","109","1376","7.44","4","30.8","276.8"
"19","Green Bay Packers","WR","9","2025","Green Bay","Packers","0","0","0","0","0","","5","23","4.60","0","157","104","1193","7.60","8","30.6","275.6"
"20","Buffalo Bills","WR","9","2025","Buffalo","Bills","1","1","0","0","0","","13","49","3.77","1","144","94","1229","8.53","8","30.5","274.8"
"21","New Orleans Saints","WR","10","2025","New Orleans","Saints","0","0","0","0","0","","7","9","1.29","0","154","103","1301","8.45","11","29.9","299.0"
"22","New York Jets","WR","9","2025","New York","Jets","0","0","0","0","0","","11","63","5.73","1","149","92","1234","8.28","7","29.9","268.7"
"23","Seattle Seahawks","WR","9","2025","Seattle","Seahawks","0","0","0","0","0","","7","13","1.86","1","175","102","1124","6.42","7","29.6","266.7"
"24","Cleveland Browns","WR","9","2025","Cleveland","Browns","0","0","0","0","0","","12","33","2.75","0","127","86","1118","8.80","10","28.9","260.1"
"25","Minnesota Vikings","WR","9","2025","Minnesota","Vikings","0","0","0","0","0","","6","34","5.67","0","121","82","1191","9.84","8","27.9","251.5"
"26","Atlanta Falcons","WR","9","2025","Atlanta","Falcons","0","0","0","0","0","","6","49","8.17","0","136","84","1093","8.04","9","27.9","251.2"
"27","Kansas City Chiefs","WR","9","2025","Kansas City","Chiefs","0","0","0","0","0","","3","6","2.00","0","142","101","1019","7.18","6","26.6","239.5"
"28","Miami Dolphins","WR","10","2025","Miami","Dolphins","0","0","0","0","0","","5","35","7.00","0","146","98","1096","7.51","9","26.4","264.1"
"29","Carolina Panthers","WR","10","2025","Carolina","Panthers","0","0","0","0","0","","6","16","2.67","1","157","96","1249","7.96","6","26.4","263.5"
"30","Houston Texans","WR","9","2025","Houston","Texans","1","1","0","0","0","","7","-6","-0.86","0","152","88","1150","7.57","5","26.0","234.4"
"31","Los Angeles Chargers","WR","10","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","3","8","2.67","0","174","101","1214","6.98","5","25.5","254.5"
"32","Denver Broncos","WR","10","2025","Denver","Broncos","0","0","0","0","0","","6","22","3.67","0","194","117","1237","6.38","2","25.4","253.9"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
