"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","WR","5","2025","Dallas","Cowboys","0","0","0","0","0","","7","32","4.57","0","90","67","944","10.49","10","45.3","226.6"
"2","Baltimore Ravens","WR","5","2025","Baltimore","Ravens","0","0","0","0","0","","6","68","11.33","0","99","68","795","8.03","10","42.9","214.3"
"3","New York Giants","WR","5","2025","New York","Giants","0","0","0","0","0","","4","36","9.00","1","110","74","924","8.40","5","41.2","206.0"
"4","Las Vegas Raiders","WR","5","2025","Las Vegas","Raiders","0","0","0","0","0","","5","20","4.00","0","95","70","843","8.87","6","38.5","192.3"
"5","Indianapolis Colts","WR","5","2025","Indianapolis","Colts","0","0","0","0","0","","5","32","6.40","0","100","70","809","8.09","6","38.0","190.1"
"6","Pittsburgh Steelers","WR","4","2025","Pittsburgh","Steelers","0","0","0","0","0","","0","0","","0","74","57","715","9.66","3","36.9","147.5"
"7","Detroit Lions","WR","5","2025","Detroit","Lions","0","0","0","0","0","","1","9","9.00","0","90","55","800","8.89","7","35.6","177.9"
"8","Tennessee Titans","WR","5","2025","Tennessee","Titans","0","0","0","0","0","","2","47","23.50","1","87","63","805","9.25","4","35.4","177.2"
"9","Washington Commanders","WR","5","2025","Washington","Commanders","0","0","0","0","0","","6","52","8.67","0","87","58","756","8.69","6","34.8","173.8"
"10","Cincinnati Bengals","WR","5","2025","Cincinnati","Bengals","0","0","0","0","0","","3","26","8.67","1","95","63","780","8.21","4","34.7","173.6"
"11","Jacksonville Jaguars","WR","5","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","9","9.00","0","113","68","793","7.02","4","34.6","173.2"
"12","Los Angeles Rams","WR","5","2025","Los Angeles","Rams","0","0","0","0","0","","5","22","4.40","0","99","66","798","8.06","4","34.2","171.0"
"13","Chicago Bears","WR","4","2025","Chicago","Bears","0","0","0","0","0","","7","33","4.71","0","57","36","558","9.79","6","33.8","135.1"
"14","New England Patriots","WR","5","2025","New England","Patriots","0","0","0","0","0","","5","40","8.00","0","81","57","728","8.99","6","33.8","168.8"
"15","Cleveland Browns","WR","5","2025","Cleveland","Browns","0","0","0","0","0","","8","24","3.00","0","78","54","676","8.67","7","33.2","166.0"
"16","Green Bay Packers","WR","4","2025","Green Bay","Packers","0","0","0","0","0","","3","19","6.33","0","77","51","524","6.81","4","32.8","131.3"
"17","Philadelphia Eagles","WR","5","2025","Philadelphia","Eagles","0","0","0","0","0","","9","42","4.67","0","106","62","756","7.13","3","32.4","161.8"
"18","New York Jets","WR","5","2025","New York","Jets","0","0","0","0","0","","6","24","4.00","1","75","50","789","10.52","4","32.3","161.3"
"19","Arizona Cardinals","WR","5","2025","Arizona","Cardinals","0","0","0","0","0","","4","11","2.75","0","108","68","798","7.39","2","32.2","160.9"
"20","Tampa Bay Buccaneers","WR","5","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","95","61","694","7.31","5","32.1","160.4"
"21","Seattle Seahawks","WR","5","2025","Seattle","Seahawks","0","0","0","0","0","","3","1","0.33","0","89","59","684","7.69","4","30.7","153.5"
"22","San Francisco 49ers","WR","5","2025","San Francisco","49ers","0","0","0","0","0","","3","11","3.67","0","92","60","719","7.82","3","30.0","150.0"
"23","Buffalo Bills","WR","5","2025","Buffalo","Bills","1","1","0","0","0","","7","23","3.29","0","77","54","641","8.32","5","29.9","149.4"
"24","Kansas City Chiefs","WR","5","2025","Kansas City","Chiefs","0","0","0","0","0","","1","3","3.00","0","86","57","672","7.81","4","29.7","148.5"
"25","Miami Dolphins","WR","5","2025","Miami","Dolphins","0","0","0","0","0","","4","36","9.00","0","67","49","568","8.48","6","28.9","144.4"
"26","New Orleans Saints","WR","5","2025","New Orleans","Saints","0","0","0","0","0","","3","-2","-0.67","0","76","51","642","8.45","5","28.8","144.0"
"27","Atlanta Falcons","WR","4","2025","Atlanta","Falcons","0","0","0","0","0","","5","27","5.40","0","66","39","494","7.48","4","28.5","114.1"
"28","Denver Broncos","WR","5","2025","Denver","Broncos","0","0","0","0","0","","3","16","5.33","0","106","64","689","6.50","1","27.9","139.5"
"29","Los Angeles Chargers","WR","5","2025","Los Angeles","Chargers","0","0","0","0","0","","2","7","3.50","0","92","55","674","7.33","2","27.0","135.1"
"30","Houston Texans","WR","5","2025","Houston","Texans","0","0","0","0","0","","3","2","0.67","0","87","52","691","7.94","2","26.7","133.3"
"31","Carolina Panthers","WR","5","2025","Carolina","Panthers","0","0","0","0","0","","4","13","3.25","1","76","44","506","6.66","3","24.0","119.9"
"32","Minnesota Vikings","WR","5","2025","Minnesota","Vikings","0","0","0","0","0","","5","28","5.60","0","58","37","483","8.33","2","19.4","97.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
