"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Seattle Seahawks","TE","3","2025","Seattle","Seahawks","0","0","0","0","0","","0","0","","0","29","24","180","6.21","3","20.7","62.0"
"2","Pittsburgh Steelers","TE","3","2025","Pittsburgh","Steelers","0","0","0","0","0","","1","2","2.00","0","21","17","211","10.05","3","18.8","56.3"
"3","Miami Dolphins","TE","3","2025","Miami","Dolphins","0","0","0","0","0","","1","3","3.00","0","23","18","214","9.30","2","17.2","51.7"
"4","Cincinnati Bengals","TE","3","2025","Cincinnati","Bengals","0","0","0","0","0","","1","3","3.00","0","26","19","178","6.85","2","16.4","49.1"
"5","Detroit Lions","TE","3","2025","Detroit","Lions","0","0","0","0","0","","1","3","3.00","0","18","14","164","9.11","3","16.2","48.7"
"6","Green Bay Packers","TE","3","2025","Green Bay","Packers","0","0","0","0","0","","0","0","","0","28","21","215","7.68","1","16.2","48.5"
"7","Baltimore Ravens","TE","3","2025","Baltimore","Ravens","0","0","0","0","0","","0","0","","0","21","20","218","10.38","1","15.9","47.8"
"8","Carolina Panthers","TE","3","2025","Carolina","Panthers","0","0","0","0","0","","0","0","","0","22","18","222","10.09","1","15.4","46.2"
"9","Chicago Bears","TE","3","2025","Chicago","Bears","0","0","0","0","0","","0","0","","0","27","24","161","5.96","1","15.4","46.1"
"10","Washington Commanders","TE","3","2025","Washington","Commanders","0","0","0","0","0","","0","0","","0","18","14","213","11.83","1","14.4","43.3"
"11","New York Giants","TE","3","2025","New York","Giants","0","0","0","0","0","","0","0","","0","30","20","150","5.00","1","13.7","41.0"
"12","Arizona Cardinals","TE","3","2025","Arizona","Cardinals","0","0","0","0","0","","0","0","","0","27","21","180","6.67","0","13.0","39.0"
"13","San Francisco 49ers","TE","3","2025","San Francisco","49ers","0","0","0","0","0","","1","2","2.00","0","23","15","114","4.96","2","12.9","38.6"
"14","New Orleans Saints","TE","3","2025","New Orleans","Saints","0","0","0","0","0","","0","0","","0","22","16","155","7.05","1","12.5","37.5"
"15","Indianapolis Colts","TE","3","2025","Indianapolis","Colts","0","0","0","0","0","","0","0","","0","18","14","135","7.50","1","11.8","35.5"
"16","Minnesota Vikings","TE","3","2025","Minnesota","Vikings","0","0","0","0","0","","0","0","","0","22","16","138","6.27","1","11.6","34.8"
"17","Los Angeles Rams","TE","3","2025","Los Angeles","Rams","0","0","0","0","0","","0","0","","0","18","14","127","7.06","1","10.9","32.7"
"18","Dallas Cowboys","TE","3","2025","Dallas","Cowboys","0","0","0","0","0","","0","0","","0","17","14","120","7.06","1","10.7","32.0"
"19","Cleveland Browns","TE","3","2025","Cleveland","Browns","0","0","0","0","0","","1","2","2.00","0","18","11","83","4.61","2","10.5","31.5"
"20","New York Jets","TE","3","2025","New York","Jets","0","0","0","0","0","","0","0","","0","20","15","104","5.20","1","10.5","31.4"
"21","Houston Texans","TE","3","2025","Houston","Texans","0","0","0","0","0","","0","0","","0","20","15","112","5.60","1","10.4","31.2"
"22","Denver Broncos","TE","3","2025","Denver","Broncos","0","0","0","0","0","","1","0","","0","23","14","168","7.30","0","10.3","30.8"
"23","Tennessee Titans","TE","3","2025","Tennessee","Titans","0","0","0","0","0","","0","0","","0","16","13","115","7.19","1","10.2","30.5"
"24","New England Patriots","TE","3","2025","New England","Patriots","0","0","0","0","0","","0","0","","0","18","13","170","9.44","0","10.0","30.0"
"25","Los Angeles Chargers","TE","3","2025","Los Angeles","Chargers","0","0","0","0","0","","0","0","","0","16","11","106","6.63","1","9.2","27.6"
"26","Jacksonville Jaguars","TE","3","2025","Jacksonville","Jaguars","0","0","0","0","0","","0","0","","0","19","15","121","6.37","0","9.0","27.1"
"27","Tampa Bay Buccaneers","TE","3","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","18","14","106","5.89","0","8.2","24.6"
"28","Las Vegas Raiders","TE","3","2025","Las Vegas","Raiders","0","0","0","0","0","","0","0","","0","13","9","121","9.31","0","7.0","21.1"
"29","Philadelphia Eagles","TE","3","2025","Philadelphia","Eagles","0","0","0","0","0","","0","0","","0","21","11","88","4.19","0","6.6","19.8"
"30","Kansas City Chiefs","TE","3","2025","Kansas City","Chiefs","0","0","0","0","0","","1","2","2.00","0","9","8","102","11.33","0","6.1","18.4"
"31","Buffalo Bills","TE","3","2025","Buffalo","Bills","0","0","0","0","0","","0","0","","0","7","5","32","4.57","1","4.7","14.2"
"32","Atlanta Falcons","TE","3","2025","Atlanta","Falcons","0","0","0","0","0","","0","0","","0","10","6","48","4.80","0","3.6","10.8"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
