"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","WR","6","2025","Dallas","Cowboys","0","0","0","0","0","","8","43","5.38","0","100","75","1027","10.27","12","42.7","256.0"
"2","Baltimore Ravens","WR","6","2025","Baltimore","Ravens","0","0","0","0","0","","6","68","11.33","0","117","78","892","7.62","10","39.0","234.0"
"3","New York Giants","WR","6","2025","New York","Giants","0","0","0","0","0","","4","36","9.00","1","126","85","1070","8.49","5","38.6","231.6"
"4","Indianapolis Colts","WR","6","2025","Indianapolis","Colts","0","0","0","0","0","","5","32","6.40","0","117","84","973","8.32","7","37.8","226.5"
"5","Detroit Lions","WR","6","2025","Detroit","Lions","0","0","0","0","0","","2","15","7.50","0","101","64","922","9.13","10","36.3","217.7"
"6","Las Vegas Raiders","WR","6","2025","Las Vegas","Raiders","0","0","0","0","0","","5","20","4.00","0","112","81","971","8.67","6","36.0","216.1"
"7","Jacksonville Jaguars","WR","6","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","9","9.00","0","129","78","995","7.71","6","35.9","215.4"
"8","Chicago Bears","WR","5","2025","Chicago","Bears","0","0","0","0","0","","9","39","4.33","0","70","45","689","9.84","8","34.0","169.8"
"9","Green Bay Packers","WR","5","2025","Green Bay","Packers","0","0","0","0","0","","4","16","4.00","0","100","67","685","6.85","5","33.8","169.1"
"10","Cincinnati Bengals","WR","6","2025","Cincinnati","Bengals","0","0","0","0","0","","6","45","7.50","1","111","73","936","8.43","4","33.5","201.1"
"11","Washington Commanders","WR","6","2025","Washington","Commanders","0","0","0","0","0","","9","66","7.33","0","107","69","905","8.46","6","33.5","201.1"
"12","Pittsburgh Steelers","WR","5","2025","Pittsburgh","Steelers","0","0","0","0","0","","0","0","","0","97","68","802","8.27","3","33.4","167.2"
"13","Seattle Seahawks","WR","6","2025","Seattle","Seahawks","0","0","0","0","0","","4","8","2.00","0","116","76","857","7.39","6","33.4","200.5"
"14","Tennessee Titans","WR","6","2025","Tennessee","Titans","0","0","0","0","0","","2","47","23.50","1","96","72","914","9.52","4","32.9","197.1"
"15","New Orleans Saints","WR","6","2025","New Orleans","Saints","0","0","0","0","0","","3","-2","-0.67","0","93","64","862","9.27","8","32.8","197.0"
"16","Philadelphia Eagles","WR","6","2025","Philadelphia","Eagles","0","0","0","0","0","","9","42","4.67","0","125","75","912","7.30","4","32.7","196.4"
"17","New England Patriots","WR","6","2025","New England","Patriots","0","0","0","0","0","","5","40","8.00","0","98","68","875","8.93","6","32.4","194.5"
"18","Tampa Bay Buccaneers","WR","6","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","113","71","909","8.04","5","32.0","191.9"
"19","San Francisco 49ers","WR","6","2025","San Francisco","49ers","0","0","0","0","0","","3","11","3.67","0","106","69","903","8.52","5","31.6","189.4"
"20","Arizona Cardinals","WR","6","2025","Arizona","Cardinals","0","0","0","0","0","","4","11","2.75","0","122","78","908","7.44","3","31.3","187.9"
"21","Cleveland Browns","WR","6","2025","Cleveland","Browns","0","0","0","0","0","","8","24","3.00","0","88","59","783","8.90","8","31.3","187.7"
"22","Los Angeles Rams","WR","6","2025","Los Angeles","Rams","0","0","0","0","0","","5","22","4.40","0","114","75","872","7.65","4","31.1","186.4"
"23","Miami Dolphins","WR","6","2025","Miami","Dolphins","0","0","0","0","0","","4","36","9.00","0","90","65","723","8.03","7","30.3","181.9"
"24","Buffalo Bills","WR","6","2025","Buffalo","Bills","1","1","0","0","0","","7","23","3.29","0","94","64","799","8.50","6","30.2","181.2"
"25","Kansas City Chiefs","WR","6","2025","Kansas City","Chiefs","0","0","0","0","0","","2","5","2.50","0","103","72","783","7.60","5","30.1","180.8"
"26","New York Jets","WR","6","2025","New York","Jets","0","0","0","0","0","","8","24","3.00","1","87","58","877","10.08","4","29.5","177.1"
"27","Atlanta Falcons","WR","5","2025","Atlanta","Falcons","0","0","0","0","0","","5","27","5.40","0","85","50","625","7.35","4","27.6","138.2"
"28","Houston Texans","WR","5","2025","Houston","Texans","0","0","0","0","0","","3","2","0.67","0","87","52","691","7.94","2","26.7","133.3"
"29","Carolina Panthers","WR","6","2025","Carolina","Panthers","0","0","0","0","0","","5","16","3.20","1","93","57","712","7.66","4","26.6","159.8"
"30","Los Angeles Chargers","WR","6","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","3","8","2.67","0","106","65","791","7.46","2","26.2","157.2"
"31","Denver Broncos","WR","6","2025","Denver","Broncos","0","0","0","0","0","","3","16","5.33","0","118","70","727","6.16","1","24.9","149.3"
"32","Minnesota Vikings","WR","5","2025","Minnesota","Vikings","0","0","0","0","0","","5","28","5.60","0","58","37","483","8.33","2","19.4","97.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
