"Player Details","","","","","","Target Share","","","","","","","","","","","","","","","","","",""
"Rank","Name","Team","POS","G","Season","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","TM TGT %"
"83","Darnell Mooney","ATL","WR","15","2025","","19.0","23.3","3.8","","","13.2","12.9","2.7","28.6","23.3","13.0","15.2","13.3","13.6","5.7","20.0","21.9","15.1"
"84","Brenton Strange","JAX","TE","12","2025","12.9","11.9","17.5","22.6","4.0","","","","","","","16.7","14.8","19.4","9.4","19.4","10.8","18.8","15.0"
"85","Kenneth Gainwell","PIT","RB","17","2025","13.3","14.3","4.3","27.3","","20.0","5.9","5.6","14.3","9.7","25.8","19.4","8.3","17.6","25.9","14.6","10.3","19.1","14.9"
"86","Colston Loveland","CHI","TE","16","2025","5.7","3.0","10.7","","","10.3","15.4","13.2","18.9","11.1","12.5","14.3","16.7","14.3","17.9","11.8","21.4","39.4","14.9"
"87","Cooper Kupp","SEA","WR","16","2025","13.0","24.2","9.5","19.2","26.5","11.1","3.1","","","16.7","15.9","15.4","15.4","10.0","19.4","11.8","11.1","11.5","14.9"
"88","Xavier Worthy","KC","WR","14","2025","2.6","","","21.6","22.0","13.3","11.4","20.6","20.6","","11.1","17.4","14.7","12.1","12.1","12.5","13.6","","14.8"
"89","Josh Reynolds","NYJ","WR","5","2025","13.6","","","7.4","8.7","17.6","26.5","","","","","","","","","","","","14.4"
"90","Mack Hollins","NE","WR","15","2025","4.3","8.7","10.8","5.6","0.0","11.5","8.3","29.2","6.9","32.3","14.7","17.1","12.9","","34.8","20.5","","","14.3"
"91","DJ Moore","CHI","WR","17","2025","14.3","18.2","17.9","10.8","","17.2","15.4","18.4","16.2","11.1","9.4","20.0","11.1","8.6","17.9","20.6","9.5","9.1","14.3"
"92","Calvin Ridley","TEN","WR","7","2025","28.6","18.2","15.8","11.5","23.1","2.6","","","","","2.7","","","","","","","","14.2"
"93","Adonai Mitchell","IND, NYJ","WR","16","2025","6.9","11.8","4.0","12.1","3.1","","2.9","3.2","2.0","","22.2","25.0","36.4","17.6","27.3","17.1","26.5","13.6","14.2"
"94","Dalton Kincaid","BUF","TE","12","2025","8.7","22.2","21.4","9.1","19.4","","","13.0","23.1","7.5","","","","17.9","14.3","5.3","","10.3","14.1"
"95","Darius Slayton","NYG","WR","14","2025","2.7","4.9","12.5","19.0","15.0","","","20.8","21.2","11.1","","5.4","12.5","","27.0","15.4","10.0","24.2","13.9"
"96","Chig Okonkwo","TEN","TE","17","2025","14.3","18.2","15.8","11.5","10.3","15.8","5.9","13.2","9.5","","8.1","9.5","13.2","7.1","20.7","28.6","17.5","15.2","13.7"
"97","Darren Waller","MIA","TE","9","2025","","","","16.0","13.9","9.1","0.0","","","","","","13.0","14.3","28.6","16.7","13.6","","13.7"
"98","Chase Brown","CIN","RB","17","2025","13.0","6.7","18.5","12.0","20.0","4.4","8.5","8.8","29.8","","17.5","10.5","15.2","11.1","17.9","12.1","8.3","15.4","13.6"
"99","Xavier Legette","CAR","WR","15","2025","17.1","10.9","","","10.0","8.0","34.4","12.5","15.0","4.0","17.8","17.2","10.0","","12.5","9.4","4.2","11.4","13.4"
"100","Ashton Jeanty","LV","RB","17","2025","5.9","9.3","0.0","9.5","16.7","17.4","5.6","","12.8","18.5","19.0","18.2","26.1","12.5","24.0","8.7","6.7","15.4","13.4"
"101","Oronde Gadsden","LAC","TE","15","2025","","","14.9","7.3","3.0","21.1","14.5","20.0","17.2","18.2","19.2","","9.5","15.4","17.2","3.4","18.8","4.5","13.4"
"102","AJ Barner","SEA","TE","17","2025","8.7","6.1","4.8","11.5","20.6","11.1","6.3","","16.7","0.0","22.7","15.4","19.2","13.3","16.7","14.7","11.1","11.5","13.3"
"103","Jalen Coker","CAR","WR","11","2025","","","","","","","6.3","16.7","5.0","12.0","8.9","13.8","25.0","","16.7","15.6","8.3","20.0","13.2"
"104","Marquise Brown","KC","WR","16","2025","35.9","17.2","16.2","13.5","19.5","13.3","11.4","2.9","11.8","","8.9","2.2","5.9","6.1","","12.5","13.6","19.4","13.1"
"105","Theo Wease","MIA","WR","3","2025","","","","","","","","","","","","","","","","13.3","4.5","20.0","13.0"
"106","Malik Washington","MIA","WR","17","2025","16.1","6.3","11.8","12.0","13.9","15.2","22.6","18.5","7.5","14.3","15.0","","21.7","14.3","3.6","3.3","13.6","16.0","12.9"
"107","Chimere Dike","TEN","WR","17","2025","3.6","15.2","10.5","0.0","12.8","5.3","11.8","21.1","9.5","","8.1","16.7","10.5","28.6","17.2","17.9","12.5","12.1","12.6"
"108","Evan Engram","DEN","TE","16","2025","10.0","6.7","","16.7","12.8","20.0","14.0","13.8","8.1","17.9","13.2","","20.0","5.3","8.8","8.5","10.5","17.4","12.6"
"109","Jayden Reed","GB","WR","7","2025","22.7","0.0","","","","","","","","","","","","16.0","15.0","12.5","16.0","0.0","12.4"
"110","Sterling Shepard","TB","WR","13","2025","18.8","10.5","17.2","10.0","15.2","13.0","14.0","8.3","","9.3","17.9","14.7","7.1","3.3","","","","","12.3"
"111","Michael Mayer","LV","TE","13","2025","11.8","4.7","3.4","","","30.4","11.1","","17.9","14.8","9.5","2.3","","","0.0","13.0","33.3","15.4","12.2"
"112","Aaron Jones","MIN","RB","12","2025","15.0","4.8","","","","","","12.9","8.0","11.9","15.6","21.1","13.3","0.0","12.5","8.7","25.0","","12.1"
"113","Calvin Austin","PIT","WR","14","2025","20.0","8.6","21.7","9.1","","","","16.7","17.1","22.6","3.2","16.1","8.3","5.9","3.7","2.4","","14.9","12.1"
"114","Greg Dulcich","MIA","TE","10","2025","","","","","","","","0.0","12.5","14.3","20.0","","8.7","14.3","7.1","10.0","22.7","16.0","12.1"
"115","Luther Burden","CHI","WR","15","2025","2.9","6.1","10.7","5.4","","13.8","7.7","2.6","","8.3","15.6","14.3","16.7","17.1","25.0","","21.4","12.1","11.9"
"116","Jalen McMillan","TB","WR","4","2025","","","","","","","","","","","","","","","5.9","11.5","20.5","4.5","11.9"
"117","Cam Skattebo","NYG","RB","8","2025","5.4","7.3","25.0","9.5","15.0","7.7","15.2","8.3","","","","","","","","","","","11.8"
"118","Jayden Higgins","HST","WR","17","2025","11.1","4.2","2.6","3.6","12.9","","6.1","20.5","2.5","15.6","17.1","30.0","14.3","16.1","3.4","8.6","14.3","15.6","11.7"
"119","Olamide Zaccheaus","CHI","WR","16","2025","20.0","12.1","14.3","13.5","","20.7","11.5","18.4","21.6","11.1","0.0","2.9","8.3","8.6","10.7","11.8","","0.0","11.7"
"120","Omarion Hampton","LAC","RB","9","2025","5.9","7.4","12.8","12.2","18.2","","","","","","","","","7.7","3.4","6.9","25.0","","11.4"
"121","Tyjae Spears","TEN","RB","13","2025","","","","","0.0","10.5","11.8","7.9","14.3","","13.5","11.9","15.8","14.3","6.9","17.9","5.0","21.2","11.2"
"122","Treylon Burks","WAS","WR","8","2025","","","","","","","","","4.5","13.6","","","10.0","4.2","10.5","21.7","8.7","18.2","11.2"
"123","Hunter Renfrow","CAR","WR","6","2025","14.3","16.4","16.7","5.6","6.7","4.0","","","","","","","","","","","","","11.2"
"124","Saquon Barkley","PHI","RB","16","2025","21.7","9.1","15.6","16.7","7.9","9.1","4.3","25.0","","11.5","7.1","20.5","5.9","5.0","16.7","6.7","0.0","","10.9"
"125","Kayshon Boutte","NE","WR","14","2025","17.4","4.3","5.4","16.7","10.0","19.2","8.3","20.8","3.4","","","5.7","16.1","","4.3","6.8","","18.2","10.9"
"126","Dontayvion Wicks","GB","WR","14","2025","9.1","19.4","16.0","9.3","","7.7","6.9","","","16.7","7.7","18.2","23.3","0.0","5.0","8.3","4.0","","10.9"
"127","Tyler Higbee","LA","TE","10","2025","0.0","12.1","5.9","12.2","","15.4","18.2","","12.5","8.3","7.1","","","","","","","15.0","10.8"
"128","Bucky Irving","TB","RB","10","2025","12.5","15.8","13.8","12.5","","","","","","","","","7.1","10.0","8.8","0.0","13.6","9.1","10.8"
"129","Robbie Chosen","WAS","WR","3","2025","","","","","","","12.5","","","18.2","3.3","","","","","","","","10.7"
"130","John Metchie","PHI, NYJ","WR","16","2025","0.0","4.5","3.1","8.3","0.0","0.0","","0.0","","9.1","11.1","25.0","24.2","23.5","15.2","14.3","8.8","18.2","10.7"
"131","Christian Kirk","HST","WR","13","2025","","","18.4","14.3","12.9","","","","15.0","6.7","9.8","20.0","0.0","6.5","0.0","14.3","14.3","6.3","10.6"
"132","Matthew Golden","GB","WR","14","2025","9.1","6.5","16.0","14.0","","19.2","13.8","8.1","8.1","","7.7","","","4.0","10.0","0.0","12.0","27.3","10.5"
"133","Rashod Bateman","BLT","WR","13","2025","15.8","13.8","25.0","6.1","10.0","2.9","","18.2","17.4","6.9","","","3.1","8.6","","10.0","5.0","","10.5"
"134","David Njoku","CLV","TE","12","2025","11.1","10.4","19.4","5.7","24.2","11.5","","14.3","","6.3","7.7","0.0","7.7","2.4","","","","","10.5"
"135","Josh Palmer","BUF","WR","12","2025","19.6","11.1","3.6","13.6","6.5","7.7","","","","","16.7","11.8","","","7.1","5.3","5.7","10.3","10.4"
"136","Isaiah Likely","BLT","TE","14","2025","","","","0.0","5.0","5.9","","9.1","17.4","13.8","12.0","13.0","18.8","17.1","0.0","0.0","15.0","11.1","10.4"
"137","Justice Hill","BLT","RB","10","2025","10.5","10.3","14.3","18.2","10.0","17.6","","0.0","8.7","6.9","","0.0","","","","","","","10.4"
"138","Jalen Nailor","MIN","WR","17","2025","5.0","23.8","20.8","8.7","11.4","","9.5","3.2","16.0","14.3","3.1","5.3","3.3","13.0","20.8","8.7","0.0","9.7","10.3"
"139","Colby Parkinson","LA","TE","15","2025","6.9","","0.0","4.9","2.1","","9.1","","6.3","13.9","7.1","11.4","14.3","16.1","18.4","8.2","18.4","17.5","10.2"
"140","James Conner","ARZ","RB","3","2025","13.8","4.0","11.4","","","","","","","","","","","","","","","","10.1"
"141","Gunnar Helm","TEN","TE","16","2025","7.1","6.1","7.9","3.8","12.8","7.9","14.7","7.9","4.8","","10.8","16.7","18.4","7.1","13.8","10.7","5.0","","10.1"
