game_id,market_closing_total
2020_02_CIN_CLE,44.5
2020_02_NYG_CHI,42.5
2020_02_ATL_DAL,53.0
2020_02_DET_GB,51.0
2020_02_MIN_IND,49.0
2020_02_BUF_MIA,42.5
2020_02_SF_NYJ,41.5
2020_02_LA_PHI,46.0
2020_02_DEN_PIT,41.0
2020_02_CAR_TB,47.0
2020_02_JAX_TEN,44.5
2020_02_WAS_ARI,46.5
2020_02_BAL_HOU,49.5
2020_02_KC_LAC,47.0
2020_02_NE_SEA,45.0
2020_02_NO_LV,47.5
