game_id,market_closing_spread
2021_17_LA_BAL,7.0
2021_17_ATL_BUF,-14.0
2021_17_NYG_CHI,-7.0
2021_17_KC_CIN,3.5
2021_17_LV_IND,-8.5
2021_17_JAX_NE,-17.5
2021_17_TB_NYJ,14.5
2021_17_MIA_TEN,-3.0
2021_17_PHI_WAS,6.5
2021_17_DEN_LAC,-8.0
2021_17_HOU_SF,-14.0
2021_17_ARI_DAL,-6.5
2021_17_CAR_NO,-7.0
2021_17_DET_SEA,-8.5
2021_17_MIN_GB,-13.0
2021_17_CLE_PIT,1.0
