game_id,market_closing_spread
2021_04_JAX_CIN,-7.5
2021_04_WAS_ATL,1.0
2021_04_HOU_BUF,-19.0
2021_04_DET_CHI,-3.0
2021_04_CAR_DAL,-4.5
2021_04_IND_MIA,-2.5
2021_04_CLE_MIN,1.0
2021_04_NYG_NO,-7.5
2021_04_TEN_NYJ,5.5
2021_04_KC_PHI,7.5
2021_04_ARI_LA,-3.5
2021_04_SEA_SF,-2.5
2021_04_BAL_DEN,-1.0
2021_04_PIT_GB,-6.5
2021_04_TB_NE,6.0
2021_04_LV_LAC,-3.0
