game_id,market_closing_spread
2021_16_SF_TEN,3.5
2021_16_CLE_GB,-7.5
2021_16_IND_ARI,-3.0
2021_16_DET_ATL,-7.5
2021_16_TB_CAR,11.5
2021_16_BAL_CIN,-7.5
2021_16_LAC_HOU,13.5
2021_16_LA_MIN,3.5
2021_16_BUF_NE,-1.0
2021_16_JAX_NYJ,-2.5
2021_16_NYG_PHI,-11.0
2021_16_CHI_SEA,-7.0
2021_16_PIT_KC,-10.5
2021_16_DEN_LV,1.0
2021_16_WAS_DAL,-10.5
2021_16_MIA_NO,3.0
