game_id,teams,home_score,away_score
2017_12_MIN_DET,MIN@DET,23,30
2017_12_LAC_DAL,LAC@DAL,6,28
2017_12_NYG_WAS,NYG@WAS,20,10
2017_12_TB_ATL,TB@ATL,34,20
2017_12_CLE_CIN,CLE@CIN,30,16
2017_12_TEN_IND,TEN@IND,16,20
2017_12_BUF_KC,BUF@KC,10,16
2017_12_MIA_NE,MIA@NE,35,17
2017_12_CAR_NYJ,CAR@NYJ,27,35
2017_12_CHI_PHI,CHI@PHI,31,3
2017_12_SEA_SF,SEA@SF,13,24
2017_12_JAX_ARI,JAX@ARI,27,24
2017_12_NO_LA,NO@LA,26,20
2017_12_DEN_OAK,DEN@OAK,21,14
2017_12_GB_PIT,GB@PIT,31,28
2017_12_HOU_BAL,HOU@BAL,23,16
