game_id,teams,home_score,away_score
2017_03_LA_SF,LA@SF,39,41
2017_03_DEN_BUF,DEN@BUF,26,16
2017_03_NO_CAR,NO@CAR,13,34
2017_03_PIT_CHI,PIT@CHI,23,17
2017_03_ATL_DET,ATL@DET,26,30
2017_03_CLE_IND,CLE@IND,31,28
2017_03_TB_MIN,TB@MIN,34,17
2017_03_HOU_NE,HOU@NE,36,33
2017_03_MIA_NYJ,MIA@NYJ,20,6
2017_03_NYG_PHI,NYG@PHI,27,24
2017_03_SEA_TEN,SEA@TEN,33,27
2017_03_CIN_GB,CIN@GB,27,24
2017_03_KC_LAC,KC@LAC,10,24
2017_03_OAK_WAS,OAK@WAS,27,10
2017_03_BAL_JAX,BAL@JAX,44,7
2017_03_DAL_ARI,DAL@ARI,17,28
