game_id,market_closing_spread
2014_09_NO_CAR,3.0
2014_09_JAX_CIN,-10.0
2014_09_TB_CLE,-7.0
2014_09_ARI_DAL,-1.5
2014_09_PHI_HOU,1.5
2014_09_NYJ_KC,-9.5
2014_09_SD_MIA,-3.0
2014_09_WAS_MIN,1.0
2014_09_STL_SF,-10.5
2014_09_DEN_NE,3.0
2014_09_OAK_SEA,-13.5
2014_09_BAL_PIT,-2.5
2014_09_IND_NYG,3.0
