game_id,teams,kickoff,stadium,home_team,away_team
2015_16_SD_OAK,SD@OAK,2015-12-24T20:25,O.co Coliseum,OAK,SD
2015_16_WAS_PHI,WAS@PHI,2015-12-26T20:25,Lincoln Financial Field,PHI,WAS
2015_16_CAR_ATL,CAR@ATL,2015-12-27T13:00,Georgia Dome,ATL,CAR
2015_16_PIT_BAL,PIT@BAL,2015-12-27T13:00,M&T Bank Stadium,BAL,PIT
2015_16_DAL_BUF,DAL@BUF,2015-12-27T13:00,Ralph Wilson Stadium,BUF,DAL
2015_16_SF_DET,SF@DET,2015-12-27T13:00,Ford Field,DET,SF
2015_16_CLE_KC,CLE@KC,2015-12-27T13:00,Arrowhead Stadium,KC,CLE
2015_16_IND_MIA,IND@MIA,2015-12-27T13:00,Sun Life Stadium,MIA,IND
2015_16_NE_NYJ,NE@NYJ,2015-12-27T13:00,MetLife Stadium,NYJ,NE
2015_16_CHI_TB,CHI@TB,2015-12-27T13:00,Raymond James Stadium,TB,CHI
2015_16_HOU_TEN,HOU@TEN,2015-12-27T13:00,Nissan Stadium,TEN,HOU
2015_16_JAX_NO,JAX@NO,2015-12-27T16:05,Mercedes-Benz Superdome,NO,JAX
2015_16_GB_ARI,GB@ARI,2015-12-27T16:25,University of Phoenix Stadium,ARI,GB
2015_16_STL_SEA,STL@SEA,2015-12-27T16:25,CenturyLink Field,SEA,STL
2015_16_NYG_MIN,NYG@MIN,2015-12-27T20:30,TCF Bank Stadium,MIN,NYG
2015_16_CIN_DEN,CIN@DEN,2015-12-28T20:30,Sports Authority Field at Mile High,DEN,CIN
