game_id,teams,kickoff,stadium,home_team,away_team
2015_01_PIT_NE,PIT@NE,2015-09-10T20:30,Gillette Stadium,NE,PIT
2015_01_IND_BUF,IND@BUF,2015-09-13T13:00,Ralph Wilson Stadium,BUF,IND
2015_01_GB_CHI,GB@CHI,2015-09-13T13:00,Soldier Field,CHI,GB
2015_01_KC_HOU,KC@HOU,2015-09-13T13:00,NRG Stadium,HOU,KC
2015_01_CAR_JAX,CAR@JAX,2015-09-13T13:00,EverBank Field,JAX,CAR
2015_01_CLE_NYJ,CLE@NYJ,2015-09-13T13:00,MetLife Stadium,NYJ,CLE
2015_01_SEA_STL,SEA@STL,2015-09-13T13:00,Edward Jones Dome,STL,SEA
2015_01_MIA_WAS,MIA@WAS,2015-09-13T13:00,FedExField,WAS,MIA
2015_01_NO_ARI,NO@ARI,2015-09-13T16:05,University of Phoenix Stadium,ARI,NO
2015_01_DET_SD,DET@SD,2015-09-13T16:05,Qualcomm Stadium,SD,DET
2015_01_BAL_DEN,BAL@DEN,2015-09-13T16:25,Sports Authority Field at Mile High,DEN,BAL
2015_01_CIN_OAK,CIN@OAK,2015-09-13T16:25,O.co Coliseum,OAK,CIN
2015_01_TEN_TB,TEN@TB,2015-09-13T16:25,Raymond James Stadium,TB,TEN
2015_01_NYG_DAL,NYG@DAL,2015-09-13T20:30,AT&T Stadium,DAL,NYG
2015_01_PHI_ATL,PHI@ATL,2015-09-14T19:10,Georgia Dome,ATL,PHI
2015_01_MIN_SF,MIN@SF,2015-09-14T22:20,Levi's Stadium,SF,MIN
