game_id,teams,kickoff,stadium,home_team,away_team
2015_13_GB_DET,GB@DET,2015-12-03T20:25,Ford Field,DET,GB
2015_13_HOU_BUF,HOU@BUF,2015-12-06T13:00,Ralph Wilson Stadium,BUF,HOU
2015_13_SF_CHI,SF@CHI,2015-12-06T13:00,Soldier Field,CHI,SF
2015_13_CIN_CLE,CIN@CLE,2015-12-06T13:00,FirstEnergy Stadium,CLE,CIN
2015_13_BAL_MIA,BAL@MIA,2015-12-06T13:00,Sun Life Stadium,MIA,BAL
2015_13_SEA_MIN,SEA@MIN,2015-12-06T13:00,TCF Bank Stadium,MIN,SEA
2015_13_NYJ_NYG,NYJ@NYG,2015-12-06T13:00,MetLife Stadium,NYG,NYJ
2015_13_ARI_STL,ARI@STL,2015-12-06T13:00,Edward Jones Dome,STL,ARI
2015_13_ATL_TB,ATL@TB,2015-12-06T13:00,Raymond James Stadium,TB,ATL
2015_13_JAX_TEN,JAX@TEN,2015-12-06T13:00,Nissan Stadium,TEN,JAX
2015_13_KC_OAK,KC@OAK,2015-12-06T16:05,O.co Coliseum,OAK,KC
2015_13_DEN_SD,DEN@SD,2015-12-06T16:05,Qualcomm Stadium,SD,DEN
2015_13_PHI_NE,PHI@NE,2015-12-06T16:25,Gillette Stadium,NE,PHI
2015_13_CAR_NO,CAR@NO,2015-12-06T16:25,Mercedes-Benz Superdome,NO,CAR
2015_13_IND_PIT,IND@PIT,2015-12-06T20:30,Heinz Field,PIT,IND
2015_13_DAL_WAS,DAL@WAS,2015-12-07T20:30,FedExField,WAS,DAL
