game_id,teams,kickoff,stadium,home_team,away_team
2015_03_WAS_NYG,WAS@NYG,2015-09-24T20:25,MetLife Stadium,NYG,WAS
2015_03_CIN_BAL,CIN@BAL,2015-09-27T13:00,M&T Bank Stadium,BAL,CIN
2015_03_NO_CAR,NO@CAR,2015-09-27T13:00,Bank of America Stadium,CAR,NO
2015_03_OAK_CLE,OAK@CLE,2015-09-27T13:00,FirstEnergy Stadium,CLE,OAK
2015_03_ATL_DAL,ATL@DAL,2015-09-27T13:00,AT&T Stadium,DAL,ATL
2015_03_TB_HOU,TB@HOU,2015-09-27T13:00,NRG Stadium,HOU,TB
2015_03_SD_MIN,SD@MIN,2015-09-27T13:00,TCF Bank Stadium,MIN,SD
2015_03_JAX_NE,JAX@NE,2015-09-27T13:00,Gillette Stadium,NE,JAX
2015_03_PHI_NYJ,PHI@NYJ,2015-09-27T13:00,MetLife Stadium,NYJ,PHI
2015_03_PIT_STL,PIT@STL,2015-09-27T13:00,Edward Jones Dome,STL,PIT
2015_03_IND_TEN,IND@TEN,2015-09-27T13:00,Nissan Stadium,TEN,IND
2015_03_SF_ARI,SF@ARI,2015-09-27T16:05,University of Phoenix Stadium,ARI,SF
2015_03_BUF_MIA,BUF@MIA,2015-09-27T16:25,Sun Life Stadium,MIA,BUF
2015_03_CHI_SEA,CHI@SEA,2015-09-27T16:25,CenturyLink Field,SEA,CHI
2015_03_DEN_DET,DEN@DET,2015-09-27T20:30,Ford Field,DET,DEN
2015_03_KC_GB,KC@GB,2015-09-28T20:30,Lambeau Field,GB,KC
