game_id,teams,kickoff,stadium,home_team,away_team
2015_09_CLE_CIN,CLE@CIN,2015-11-05T20:25,Paul Brown Stadium,CIN,CLE
2015_09_MIA_BUF,MIA@BUF,2015-11-08T13:00,Ralph Wilson Stadium,BUF,MIA
2015_09_GB_CAR,GB@CAR,2015-11-08T13:00,Bank of America Stadium,CAR,GB
2015_09_STL_MIN,STL@MIN,2015-11-08T13:00,TCF Bank Stadium,MIN,STL
2015_09_WAS_NE,WAS@NE,2015-11-08T13:00,Gillette Stadium,NE,WAS
2015_09_TEN_NO,TEN@NO,2015-11-08T13:00,Mercedes-Benz Superdome,NO,TEN
2015_09_JAX_NYJ,JAX@NYJ,2015-11-08T13:00,MetLife Stadium,NYJ,JAX
2015_09_OAK_PIT,OAK@PIT,2015-11-08T13:00,Heinz Field,PIT,OAK
2015_09_ATL_SF,ATL@SF,2015-11-08T16:05,Levi's Stadium,SF,ATL
2015_09_NYG_TB,NYG@TB,2015-11-08T16:05,Raymond James Stadium,TB,NYG
2015_09_DEN_IND,DEN@IND,2015-11-08T16:25,Lucas Oil Stadium,IND,DEN
2015_09_PHI_DAL,PHI@DAL,2015-11-08T20:30,AT&T Stadium,DAL,PHI
2015_09_CHI_SD,CHI@SD,2015-11-09T20:30,Qualcomm Stadium,SD,CHI
