game_id,market_closing_total
2016_12_MIN_DET,42.0
2016_12_WAS_DAL,53.0
2016_12_PIT_IND,50.0
2016_12_ARI_ATL,49.0
2016_12_CIN_BAL,42.0
2016_12_JAX_BUF,43.5
2016_12_TEN_CHI,41.5
2016_12_NYG_CLE,47.0
2016_12_SD_HOU,45.5
2016_12_SF_MIA,44.5
2016_12_LA_NO,46.0
2016_12_SEA_TB,46.0
2016_12_NE_NYJ,48.0
2016_12_CAR_OAK,48.5
2016_12_KC_DEN,40.0
2016_12_GB_PHI,47.0
