game_id,market_closing_total
2013_04_SF_STL,43.0
2013_04_BAL_BUF,45.0
2013_04_CIN_CLE,42.5
2013_04_CHI_DET,48.0
2013_04_SEA_HOU,41.0
2013_04_IND_JAX,42.5
2013_04_NYG_KC,43.5
2013_04_PIT_MIN,41.5
2013_04_ARI_TB,40.0
2013_04_NYJ_TEN,40.5
2013_04_PHI_DEN,57.5
2013_04_WAS_OAK,45.5
2013_04_DAL_SD,47.0
2013_04_NE_ATL,49.0
2013_04_MIA_NO,48.5
