game_id,market_closing_total
2013_17_CAR_ATL,46.5
2013_17_BAL_CIN,43.0
2013_17_JAX_IND,45.0
2013_17_NYJ_MIA,41.0
2013_17_DET_MIN,50.0
2013_17_WAS_NYG,44.0
2013_17_CLE_PIT,44.5
2013_17_HOU_TEN,44.5
2013_17_SF_ARI,41.0
2013_17_GB_CHI,51.0
2013_17_BUF_NE,46.5
2013_17_TB_NO,47.0
2013_17_DEN_OAK,53.5
2013_17_KC_SD,45.0
2013_17_STL_SEA,41.0
2013_17_PHI_DAL,54.0
