forecast_as_of,family,target,training_games,intercept,structural_coefficient,environment_coefficient,residual_scale,nu,ridge_penalty,intercept_posterior_sd,structural_coefficient_posterior_sd,environment_coefficient_posterior_sd,residual_scale_posterior_sd,nu_posterior_sd,prior_intercept_sd_standardized,prior_coefficient_sd_standardized,prior_log_scale_sd,prior_nu_minus_two_mean,structural_prior_sd_raw_equivalent,environment_prior_sd_raw_equivalent
2025-11-11T16:00:00+00:00,structural_gaussian_map_laplace,margin,57,3.0465883588657996,64.66111874011587,-0.25986310971167415,7.015123103504423,,,1.8838275991491857,13.30435789002204,0.43736552486095154,3.530764658491672,,2.0,1.0,0.75,,70.95631003469337,2.554241293615115
2025-11-11T16:00:00+00:00,structural_gaussian_map_laplace,total,57,58.783024125023914,12.285676575651056,-0.29339631817022827,13.000294134882,,,28.516555646263264,14.253479398456038,0.6452284064909163,1.459795607812586,,2.0,1.0,0.75,,64.82162401337938,1.7706838704365369
2025-11-11T16:00:00+00:00,structural_student_t_map_laplace,margin,57,3.037392595326426,64.17347197508666,-0.2551924566504226,6.758167673249374,13.219867976796499,,1.911607235176002,13.447106399789146,0.44464144367478775,3.2705854812272444,10.07675738348489,2.0,1.0,0.75,10.0,70.95631003469337,2.554241293615115
2025-11-11T16:00:00+00:00,structural_student_t_map_laplace,total,57,72.80103679844285,9.384443137407983,-0.6178841798366932,10.864578612320198,9.072478556786269,,21.948834234769585,14.43565663117874,0.49383084966366425,2.2324620877624857,7.41999077991336,2.0,1.0,0.75,10.0,64.82162401337938,1.7706838704365369
2025-11-18T16:00:00+00:00,league_mean_hfa_gaussian,margin,71,0.0,0.0,1.0,14.572032025110046,,,,,,,,,,,,,
2025-11-18T16:00:00+00:00,league_mean_hfa_gaussian,total,71,0.0,0.0,1.0,14.618637694448564,,,,,,,,,,,,,
2025-11-18T16:00:00+00:00,structural_ridge_gaussian,margin,71,3.545333568279303,51.76304004495984,-0.6235611113713192,12.849962735762276,,4.0,,,,,,,,,,,
2025-11-18T16:00:00+00:00,structural_ridge_gaussian,total,71,81.90780234220445,20.11328211519659,-0.8231638519648578,14.02774424993715,,4.0,,,,,,,,,,,
2025-11-18T16:00:00+00:00,structural_gaussian_map_laplace,margin,71,2.6402454735986787,60.725278560427796,-0.30801450204936603,7.570565825479202,,,1.7746912495994744,13.303980323107439,0.4199666783800352,3.209167754739317,,2.0,1.0,0.75,,70.47076176686284,2.677789542746526
2025-11-18T16:00:00+00:00,structural_gaussian_map_laplace,total,71,51.07191354491563,16.99706530691849,-0.11900372440918522,13.75507566258144,,,25.299724884674177,13.314683181720262,0.5714694564847804,1.2766810943826334,,2.0,1.0,0.75,,69.30010624289311,2.054902038158901
2025-11-18T16:00:00+00:00,structural_student_t_map_laplace,margin,71,2.6341872103897024,61.01853300384922,-0.3042132920020773,7.048266912366967,13.40573929657478,,1.797675786716397,11.964507370178792,0.4206022458028919,2.738281314933297,10.06705705659295,2.0,1.0,0.75,10.0,70.47076176686284,2.677789542746526
2025-11-18T16:00:00+00:00,structural_student_t_map_laplace,total,71,52.45168226926102,16.823787753214297,-0.15278826347794827,12.8014817583785,13.663073792559201,,29.803724968854723,13.580496974516715,0.6736292612582715,1.4419738034716707,9.511043209973357,2.0,1.0,0.75,10.0,69.30010624289311,2.054902038158901
2025-11-25T16:00:00+00:00,league_mean_hfa_gaussian,margin,86,0.0,0.0,1.0,14.270832109314602,,,,,,,,,,,,,
2025-11-25T16:00:00+00:00,league_mean_hfa_gaussian,total,86,0.0,0.0,1.0,14.385269027215553,,,,,,,,,,,,,
2025-11-25T16:00:00+00:00,structural_ridge_gaussian,margin,86,3.915157927796319,52.322728091744715,-0.6280241440446075,12.648271038983241,,4.0,,,,,,,,,,,
2025-11-25T16:00:00+00:00,structural_ridge_gaussian,total,86,83.01284988601644,22.70772320699981,-0.8512392671225377,13.787687115273798,,4.0,,,,,,,,,,,
2025-11-25T16:00:00+00:00,structural_gaussian_map_laplace,margin,86,3.0971312074367314,62.974820537302435,-0.2983390843365592,6.946970181276837,,,1.6584676243463354,11.178449779489842,0.4185769545221509,2.8124160338315445,,2.0,1.0,0.75,,70.93764687004355,2.852681432035898
2025-11-25T16:00:00+00:00,structural_gaussian_map_laplace,total,86,54.41569967570777,19.142893714901717,-0.2038490282501752,13.443627988600236,,,23.68319521198333,12.489506383034364,0.5293137223652407,1.180122562671047,,2.0,1.0,0.75,,70.33577008780196,2.191273630435961
2025-11-25T16:00:00+00:00,structural_student_t_map_laplace,margin,86,3.0792597563842907,62.19795744946766,-0.29645049910292776,6.699103966039648,13.070717807015818,,1.6907136120153847,11.8364684903543,0.42619026111845876,2.69807339968081,10.020803978087539,2.0,1.0,0.75,10.0,70.93764687004355,2.852681432035898
2025-11-25T16:00:00+00:00,structural_student_t_map_laplace,total,86,57.745852021447604,18.916616450505,-0.2837203602913321,12.43803293231006,13.415663808443307,,25.21078435654903,12.622435882794973,0.5634839717798549,1.3829400132065082,9.372363600984585,2.0,1.0,0.75,10.0,70.33577008780196,2.191273630435961
2025-12-02T16:00:00+00:00,league_mean_hfa_gaussian,margin,100,0.0,0.0,1.0,13.871660603247312,,,,,,,,,,,,,
2025-12-02T16:00:00+00:00,league_mean_hfa_gaussian,total,100,0.0,0.0,1.0,13.928277679744719,,,,,,,,,,,,,
2025-12-02T16:00:00+00:00,structural_ridge_gaussian,margin,100,4.0662732630011655,54.56785529252621,-0.6461442852807178,12.145966331251568,,4.0,,,,,,,,,,,
2025-12-02T16:00:00+00:00,structural_ridge_gaussian,total,100,89.33751385416832,22.09579049531915,-0.9966516372300377,13.301778329536042,,4.0,,,,,,,,,,,
2025-12-02T16:00:00+00:00,structural_gaussian_map_laplace,margin,100,3.221831970100583,63.651624685975065,-0.3358628024589203,6.215286633242148,,,1.565813799159788,8.310903721761413,0.4190253615816176,2.0837029600508683,,2.0,1.0,0.75,,69.82492937169182,2.968429278980221
2025-12-02T16:00:00+00:00,structural_gaussian_map_laplace,total,100,60.43872682938153,19.005791620827022,-0.34646869574744027,12.890533368072823,,,22.27829564155407,10.98490667256094,0.4944314218781911,1.0871775765817722,,2.0,1.0,0.75,,68.12342804478325,2.261149053485384
2025-12-02T16:00:00+00:00,structural_student_t_map_laplace,margin,100,3.18919604221486,63.09917843873503,-0.330320959847069,5.977350976269088,13.481954140248085,,1.6232708321155198,8.932980558169108,0.43534257180037617,2.0499252609763174,10.143286108334433,2.0,1.0,0.75,10.0,69.82492937169182,2.968429278980221
2025-12-02T16:00:00+00:00,structural_student_t_map_laplace,total,100,64.75050909483357,18.66657317705131,-0.4485222766323307,11.808391543310917,12.814839987235738,,21.408003236281548,10.945615321861762,0.4751706357495872,1.317710486329649,8.943989961799051,2.0,1.0,0.75,10.0,68.12342804478325,2.261149053485384
2025-12-09T16:00:00+00:00,league_mean_hfa_gaussian,margin,116,0.0,0.0,1.0,13.902349524406208,,,,,,,,,,,,,
2025-12-09T16:00:00+00:00,league_mean_hfa_gaussian,total,116,0.0,0.0,1.0,13.520614501698711,,,,,,,,,,,,,
2025-12-09T16:00:00+00:00,structural_ridge_gaussian,margin,116,3.6598960772992113,52.73508909055922,-0.6690974495465983,12.315591381043927,,4.0,,,,,,,,,,,
2025-12-09T16:00:00+00:00,structural_ridge_gaussian,total,116,91.89431654899722,24.723334943529238,-1.059033471825748,12.84466079496897,,4.0,,,,,,,,,,,
2025-12-09T16:00:00+00:00,structural_gaussian_map_laplace,margin,116,2.775582118471422,62.84821305654543,-0.33165558594019234,6.806375046941206,,,1.4840520915234474,10.439108332833182,0.41219611006436246,2.5754990854640707,,2.0,1.0,0.75,,70.775697583118,3.1788470297514517
2025-12-09T16:00:00+00:00,structural_gaussian_map_laplace,total,116,64.10202022053289,22.030751731374668,-0.4359341864380818,12.24869980960984,,,21.088938383950147,10.244124624592828,0.46646572202861997,1.0288352165065349,,2.0,1.0,0.75,,67.44712052163119,2.346704618672292
2025-12-09T16:00:00+00:00,structural_student_t_map_laplace,margin,116,2.7581577626965332,62.02386878601699,-0.3285238419233589,6.579508253373005,13.226322697209554,,1.5100724337834872,10.041612009493038,0.41758519124928517,2.2270039446232537,9.994721406174259,2.0,1.0,0.75,10.0,70.775697583118,3.1788470297514517
2025-12-09T16:00:00+00:00,structural_student_t_map_laplace,total,116,67.70622350322245,22.055843005907462,-0.5222795054946427,11.163822602174186,12.503089369469075,,19.561376427746275,10.14593458631582,0.4328759481426697,1.2433703179436748,8.535410395114072,2.0,1.0,0.75,10.0,67.44712052163119,2.346704618672292
2025-12-16T16:00:00+00:00,league_mean_hfa_gaussian,margin,116,0.0,0.0,1.0,13.902349524406208,,,,,,,,,,,,,
2025-12-16T16:00:00+00:00,league_mean_hfa_gaussian,total,116,0.0,0.0,1.0,13.520614501698711,,,,,,,,,,,,,
2025-12-16T16:00:00+00:00,structural_ridge_gaussian,margin,116,3.6598960772992113,52.73508909055922,-0.6690974495465983,12.315591381043927,,4.0,,,,,,,,,,,
2025-12-16T16:00:00+00:00,structural_ridge_gaussian,total,116,91.89431654899722,24.723334943529238,-1.059033471825748,12.84466079496897,,4.0,,,,,,,,,,,
2025-12-16T16:00:00+00:00,structural_gaussian_map_laplace,margin,116,2.775582118471422,62.84821305654543,-0.33165558594019234,6.806375046941206,,,1.4840520915234474,10.439108332833182,0.41219611006436246,2.5754990854640707,,2.0,1.0,0.75,,70.775697583118,3.1788470297514517
2025-12-16T16:00:00+00:00,structural_gaussian_map_laplace,total,116,64.10202022053289,22.030751731374668,-0.4359341864380818,12.24869980960984,,,21.088938383950147,10.244124624592828,0.46646572202861997,1.0288352165065349,,2.0,1.0,0.75,,67.44712052163119,2.346704618672292
2025-12-16T16:00:00+00:00,structural_student_t_map_laplace,margin,116,2.7581577626965332,62.02386878601699,-0.3285238419233589,6.579508253373005,13.226322697209554,,1.5100724337834872,10.041612009493038,0.41758519124928517,2.2270039446232537,9.994721406174259,2.0,1.0,0.75,10.0,70.775697583118,3.1788470297514517
2025-12-16T16:00:00+00:00,structural_student_t_map_laplace,total,116,67.70622350322245,22.055843005907462,-0.5222795054946427,11.163822602174186,12.503089369469075,,19.561376427746275,10.14593458631582,0.4328759481426697,1.2433703179436748,8.535410395114072,2.0,1.0,0.75,10.0,67.44712052163119,2.346704618672292
2025-12-23T16:00:00+00:00,league_mean_hfa_gaussian,margin,116,0.0,0.0,1.0,13.902349524406208,,,,,,,,,,,,,
2025-12-23T16:00:00+00:00,league_mean_hfa_gaussian,total,116,0.0,0.0,1.0,13.520614501698711,,,,,,,,,,,,,
2025-12-23T16:00:00+00:00,structural_ridge_gaussian,margin,116,3.6598960772992113,52.73508909055922,-0.6690974495465983,12.315591381043927,,4.0,,,,,,,,,,,
2025-12-23T16:00:00+00:00,structural_ridge_gaussian,total,116,91.89431654899722,24.723334943529238,-1.059033471825748,12.84466079496897,,4.0,,,,,,,,,,,
2025-12-23T16:00:00+00:00,structural_gaussian_map_laplace,margin,116,2.775582118471422,62.84821305654543,-0.33165558594019234,6.806375046941206,,,1.4840520915234474,10.439108332833182,0.41219611006436246,2.5754990854640707,,2.0,1.0,0.75,,70.775697583118,3.1788470297514517
2025-12-23T16:00:00+00:00,structural_gaussian_map_laplace,total,116,64.10202022053289,22.030751731374668,-0.4359341864380818,12.24869980960984,,,21.088938383950147,10.244124624592828,0.46646572202861997,1.0288352165065349,,2.0,1.0,0.75,,67.44712052163119,2.346704618672292
2025-12-23T16:00:00+00:00,structural_student_t_map_laplace,margin,116,2.7581577626965332,62.02386878601699,-0.3285238419233589,6.579508253373005,13.226322697209554,,1.5100724337834872,10.041612009493038,0.41758519124928517,2.2270039446232537,9.994721406174259,2.0,1.0,0.75,10.0,70.775697583118,3.1788470297514517
2025-12-23T16:00:00+00:00,structural_student_t_map_laplace,total,116,67.70622350322245,22.055843005907462,-0.5222795054946427,11.163822602174186,12.503089369469075,,19.561376427746275,10.14593458631582,0.4328759481426697,1.2433703179436748,8.535410395114072,2.0,1.0,0.75,10.0,67.44712052163119,2.346704618672292
2025-12-30T16:00:00+00:00,league_mean_hfa_gaussian,margin,162,0.0,0.0,1.0,14.314781245718054,,,,,,,,,,,,,
2025-12-30T16:00:00+00:00,league_mean_hfa_gaussian,total,162,0.0,0.0,1.0,13.843518580007425,,,,,,,,,,,,,
2025-12-30T16:00:00+00:00,structural_ridge_gaussian,margin,162,3.0383012619082193,52.94710562874661,-0.6621287118798496,12.920883197635566,,4.0,,,,,,,,,,,
2025-12-30T16:00:00+00:00,structural_ridge_gaussian,total,162,82.51049896969629,27.987091295253354,-0.8196662313800072,13.187426775291666,,4.0,,,,,,,,,,,
2025-12-30T16:00:00+00:00,structural_gaussian_map_laplace,margin,162,2.086366130540497,51.94186862676615,-0.29321010970559686,10.25066021462072,,,1.4335574115445633,9.745500683216616,0.4399995124822168,1.4548040365369583,,2.0,1.0,0.75,,75.59551424751857,3.798423295576608
2025-12-30T16:00:00+00:00,structural_gaussian_map_laplace,total,162,59.925766765180725,25.726428036160986,-0.31388320531082503,12.573700421774609,,,23.72382958916596,9.062687630233414,0.5251396935402957,0.8876510458684771,,2.0,1.0,0.75,,71.46875931045653,2.807558773190635
2025-12-30T16:00:00+00:00,structural_student_t_map_laplace,margin,162,2.081676061477343,54.2218333362092,-0.2883818400294802,9.360543706253363,15.423901601115633,,1.4342539297090249,9.719775882724722,0.4391113424356868,1.5777775936220888,10.350439818080106,2.0,1.0,0.75,10.0,75.59551424751857,3.798423295576608
2025-12-30T16:00:00+00:00,structural_student_t_map_laplace,total,162,61.40893807832008,26.012707501870466,-0.35097439637956734,11.893126748488445,17.222593066436016,,23.498161710124307,9.141912631097671,0.5202654600200646,0.9814134149277712,10.348451715749565,2.0,1.0,0.75,10.0,71.46875931045653,2.807558773190635
2026-02-03T16:00:00+00:00,league_mean_hfa_gaussian,margin,194,0.0,0.0,1.0,14.40821962323084,,,,,,,,,,,,,
2026-02-03T16:00:00+00:00,league_mean_hfa_gaussian,total,194,0.0,0.0,1.0,14.115221807207813,,,,,,,,,,,,,
2026-02-03T16:00:00+00:00,structural_ridge_gaussian,margin,194,3.650474473209308,54.424444274476635,-0.8627525302245338,13.002893757160617,,4.0,,,,,,,,,,,
2026-02-03T16:00:00+00:00,structural_ridge_gaussian,total,194,101.40409534302384,32.40199540546957,-1.2539145208252338,13.319111910819366,,4.0,,,,,,,,,,,
2026-02-03T16:00:00+00:00,structural_gaussian_map_laplace,margin,194,2.468425738925119,53.28437609419475,-0.3619495768889675,10.302303522240873,,,1.337424499353102,9.069107530269218,0.4328779168061542,1.3344427279642785,,2.0,1.0,0.75,,77.53298090741018,4.123189299820124
2026-02-03T16:00:00+00:00,structural_gaussian_map_laplace,total,194,64.43681276463973,30.41845979861527,-0.4306869671355593,12.510860509751287,,,20.144837401518284,8.629488493086999,0.44462491322834635,0.869947235901619,,2.0,1.0,0.75,,74.05577538294789,3.0933457597772254
2026-02-03T16:00:00+00:00,structural_student_t_map_laplace,margin,194,2.4571328192306403,55.42704203792688,-0.3548345221376484,9.454644203035997,16.19864694017928,,1.336724170141692,9.073293228853812,0.43088532685196057,1.4508874316515719,10.498800792903024,2.0,1.0,0.75,10.0,77.53298090741018,4.123189299820124
2026-02-03T16:00:00+00:00,structural_student_t_map_laplace,total,194,65.21499645337704,30.832317171331677,-0.4517939592533103,11.818736956177892,17.269060758724812,,19.939845035441227,8.671141210754106,0.44025428183679177,0.9624007085295062,10.33466592707174,2.0,1.0,0.75,10.0,74.05577538294789,3.0933457597772254
