game_id,teams,kickoff,stadium,home_team,away_team
2020_02_CIN_CLE,CIN@CLE,2020-09-17T20:20,FirstEnergy Stadium,CLE,CIN
2020_02_NYG_CHI,NYG@CHI,2020-09-20T13:00,Soldier Field,CHI,NYG
2020_02_ATL_DAL,ATL@DAL,2020-09-20T13:00,AT&T Stadium,DAL,ATL
2020_02_DET_GB,DET@GB,2020-09-20T13:00,Lambeau Field,GB,DET
2020_02_MIN_IND,MIN@IND,2020-09-20T13:00,Lucas Oil Stadium,IND,MIN
2020_02_BUF_MIA,BUF@MIA,2020-09-20T13:00,Hard Rock Stadium,MIA,BUF
2020_02_SF_NYJ,SF@NYJ,2020-09-20T13:00,MetLife Stadium,NYJ,SF
2020_02_LA_PHI,LA@PHI,2020-09-20T13:00,Lincoln Financial Field,PHI,LA
2020_02_DEN_PIT,DEN@PIT,2020-09-20T13:00,Heinz Field,PIT,DEN
2020_02_CAR_TB,CAR@TB,2020-09-20T13:00,Raymond James Stadium,TB,CAR
2020_02_JAX_TEN,JAX@TEN,2020-09-20T13:00,Nissan Stadium,TEN,JAX
2020_02_WAS_ARI,WAS@ARI,2020-09-20T16:05,State Farm Stadium,ARI,WAS
2020_02_BAL_HOU,BAL@HOU,2020-09-20T16:25,NRG Stadium,HOU,BAL
2020_02_KC_LAC,KC@LAC,2020-09-20T16:25,SoFi Stadium,LAC,KC
2020_02_NE_SEA,NE@SEA,2020-09-20T20:20,CenturyLink Field,SEA,NE
2020_02_NO_LV,NO@LV,2020-09-21T20:15,Allegiant Stadium,LV,NO
