game_id,teams,kickoff,stadium,home_team,away_team
2022_06_WAS_CHI,WAS@CHI,2022-10-13T20:15,Soldier Field,CHI,WAS
2022_06_SF_ATL,SF@ATL,2022-10-16T13:00,Mercedes-Benz Stadium,ATL,SF
2022_06_NE_CLE,NE@CLE,2022-10-16T13:00,FirstEnergy Stadium,CLE,NE
2022_06_NYJ_GB,NYJ@GB,2022-10-16T13:00,Lambeau Field,GB,NYJ
2022_06_JAX_IND,JAX@IND,2022-10-16T13:00,Lucas Oil Stadium,IND,JAX
2022_06_MIN_MIA,MIN@MIA,2022-10-16T13:00,Hard Rock Stadium,MIA,MIN
2022_06_CIN_NO,CIN@NO,2022-10-16T13:00,Mercedes-Benz Superdome,NO,CIN
2022_06_BAL_NYG,BAL@NYG,2022-10-16T13:00,MetLife Stadium,NYG,BAL
2022_06_TB_PIT,TB@PIT,2022-10-16T13:00,Acrisure Stadium,PIT,TB
2022_06_CAR_LA,CAR@LA,2022-10-16T16:05,SoFi Stadium,LA,CAR
2022_06_ARI_SEA,ARI@SEA,2022-10-16T16:05,Lumen Field,SEA,ARI
2022_06_BUF_KC,BUF@KC,2022-10-16T16:25,GEHA Field at Arrowhead Stadium,KC,BUF
2022_06_DAL_PHI,DAL@PHI,2022-10-16T20:20,Lincoln Financial Field,PHI,DAL
2022_06_DEN_LAC,DEN@LAC,2022-10-17T20:15,SoFi Stadium,LAC,DEN
