game_id,teams,kickoff,stadium,home_team,away_team
2022_05_IND_DEN,IND@DEN,2022-10-06T20:15,Empower Field at Mile High,DEN,IND
2022_05_NYG_GB,NYG@GB,2022-10-09T09:30,Tottenham Stadium,GB,NYG
2022_05_PIT_BUF,PIT@BUF,2022-10-09T13:00,New Era Field,BUF,PIT
2022_05_LAC_CLE,LAC@CLE,2022-10-09T13:00,FirstEnergy Stadium,CLE,LAC
2022_05_HOU_JAX,HOU@JAX,2022-10-09T13:00,TIAA Bank Stadium,JAX,HOU
2022_05_CHI_MIN,CHI@MIN,2022-10-09T13:00,U.S. Bank Stadium,MIN,CHI
2022_05_DET_NE,DET@NE,2022-10-09T13:00,Gillette Stadium,NE,DET
2022_05_SEA_NO,SEA@NO,2022-10-09T13:00,Mercedes-Benz Superdome,NO,SEA
2022_05_MIA_NYJ,MIA@NYJ,2022-10-09T13:00,MetLife Stadium,NYJ,MIA
2022_05_ATL_TB,ATL@TB,2022-10-09T13:00,Raymond James Stadium,TB,ATL
2022_05_TEN_WAS,TEN@WAS,2022-10-09T13:00,FedExField,WAS,TEN
2022_05_SF_CAR,SF@CAR,2022-10-09T16:05,Bank of America Stadium,CAR,SF
2022_05_PHI_ARI,PHI@ARI,2022-10-09T16:25,State Farm Stadium,ARI,PHI
2022_05_DAL_LA,DAL@LA,2022-10-09T16:25,SoFi Stadium,LA,DAL
2022_05_CIN_BAL,CIN@BAL,2022-10-09T20:20,M&T Bank Stadium,BAL,CIN
2022_05_LV_KC,LV@KC,2022-10-10T20:15,GEHA Field at Arrowhead Stadium,KC,LV
