game_id,teams,kickoff,stadium,home_team,away_team
2022_10_ATL_CAR,ATL@CAR,2022-11-10T20:15,Bank of America Stadium,CAR,ATL
2022_10_SEA_TB,SEA@TB,2022-11-13T09:30,Allianz Arena,TB,SEA
2022_10_MIN_BUF,MIN@BUF,2022-11-13T13:00,New Era Field,BUF,MIN
2022_10_DET_CHI,DET@CHI,2022-11-13T13:00,Soldier Field,CHI,DET
2022_10_JAX_KC,JAX@KC,2022-11-13T13:00,GEHA Field at Arrowhead Stadium,KC,JAX
2022_10_CLE_MIA,CLE@MIA,2022-11-13T13:00,Hard Rock Stadium,MIA,CLE
2022_10_HOU_NYG,HOU@NYG,2022-11-13T13:00,MetLife Stadium,NYG,HOU
2022_10_NO_PIT,NO@PIT,2022-11-13T13:00,Acrisure Stadium,PIT,NO
2022_10_DEN_TEN,DEN@TEN,2022-11-13T13:00,Nissan Stadium,TEN,DEN
2022_10_IND_LV,IND@LV,2022-11-13T16:05,Allegiant Stadium,LV,IND
2022_10_DAL_GB,DAL@GB,2022-11-13T16:25,Lambeau Field,GB,DAL
2022_10_ARI_LA,ARI@LA,2022-11-13T16:25,SoFi Stadium,LA,ARI
2022_10_LAC_SF,LAC@SF,2022-11-13T20:20,Levi's Stadium,SF,LAC
2022_10_WAS_PHI,WAS@PHI,2022-11-14T20:15,Lincoln Financial Field,PHI,WAS
