game_id,teams,kickoff,stadium,home_team,away_team
2022_11_TEN_GB,TEN@GB,2022-11-17T20:15,Lambeau Field,GB,TEN
2022_11_CHI_ATL,CHI@ATL,2022-11-20T13:00,Mercedes-Benz Stadium,ATL,CHI
2022_11_CAR_BAL,CAR@BAL,2022-11-20T13:00,M&T Bank Stadium,BAL,CAR
2022_11_CLE_BUF,CLE@BUF,2022-11-20T13:00,Ford Field,BUF,CLE
2022_11_WAS_HOU,WAS@HOU,2022-11-20T13:00,NRG Stadium,HOU,WAS
2022_11_PHI_IND,PHI@IND,2022-11-20T13:00,Lucas Oil Stadium,IND,PHI
2022_11_NYJ_NE,NYJ@NE,2022-11-20T13:00,Gillette Stadium,NE,NYJ
2022_11_LA_NO,LA@NO,2022-11-20T13:00,Mercedes-Benz Superdome,NO,LA
2022_11_DET_NYG,DET@NYG,2022-11-20T13:00,MetLife Stadium,NYG,DET
2022_11_LV_DEN,LV@DEN,2022-11-20T16:05,Empower Field at Mile High,DEN,LV
2022_11_DAL_MIN,DAL@MIN,2022-11-20T16:25,U.S. Bank Stadium,MIN,DAL
2022_11_CIN_PIT,CIN@PIT,2022-11-20T16:25,Acrisure Stadium,PIT,CIN
2022_11_KC_LAC,KC@LAC,2022-11-20T20:20,SoFi Stadium,LAC,KC
2022_11_SF_ARI,SF@ARI,2022-11-21T20:15,Azteca Stadium,ARI,SF
