game_id,teams,kickoff,stadium,home_team,away_team
2025_02_WAS_GB,WAS@GB,2025-09-11T20:15,Lambeau Field,GB,WAS
2025_02_CLE_BAL,CLE@BAL,2025-09-14T13:00,M&T Bank Stadium,BAL,CLE
2025_02_JAX_CIN,JAX@CIN,2025-09-14T13:00,Paycor Stadium,CIN,JAX
2025_02_NYG_DAL,NYG@DAL,2025-09-14T13:00,AT&T Stadium,DAL,NYG
2025_02_CHI_DET,CHI@DET,2025-09-14T13:00,Ford Field,DET,CHI
2025_02_NE_MIA,NE@MIA,2025-09-14T13:00,Hard Rock Stadium,MIA,NE
2025_02_SF_NO,SF@NO,2025-09-14T13:00,Mercedes-Benz Superdome,NO,SF
2025_02_BUF_NYJ,BUF@NYJ,2025-09-14T13:00,MetLife Stadium,NYJ,BUF
2025_02_SEA_PIT,SEA@PIT,2025-09-14T13:00,Acrisure Stadium,PIT,SEA
2025_02_LA_TEN,LA@TEN,2025-09-14T13:00,Nissan Stadium,TEN,LA
2025_02_CAR_ARI,CAR@ARI,2025-09-14T16:05,State Farm Stadium,ARI,CAR
2025_02_DEN_IND,DEN@IND,2025-09-14T16:05,Lucas Oil Stadium,IND,DEN
2025_02_PHI_KC,PHI@KC,2025-09-14T16:25,GEHA Field at Arrowhead Stadium,KC,PHI
2025_02_ATL_MIN,ATL@MIN,2025-09-14T20:20,U.S. Bank Stadium,MIN,ATL
2025_02_TB_HOU,TB@HOU,2025-09-15T19:00,NRG Stadium,HOU,TB
2025_02_LAC_LV,LAC@LV,2025-09-15T22:00,Allegiant Stadium,LV,LAC
