game_id,teams,kickoff,stadium,home_team,away_team
2025_03_MIA_BUF,MIA@BUF,2025-09-18T20:15,New Era Field,BUF,MIA
2025_03_ATL_CAR,ATL@CAR,2025-09-21T13:00,Bank of America Stadium,CAR,ATL
2025_03_GB_CLE,GB@CLE,2025-09-21T13:00,FirstEnergy Stadium,CLE,GB
2025_03_HOU_JAX,HOU@JAX,2025-09-21T13:00,TIAA Bank Stadium,JAX,HOU
2025_03_CIN_MIN,CIN@MIN,2025-09-21T13:00,U.S. Bank Stadium,MIN,CIN
2025_03_PIT_NE,PIT@NE,2025-09-21T13:00,Gillette Stadium,NE,PIT
2025_03_LA_PHI,LA@PHI,2025-09-21T13:00,Lincoln Financial Field,PHI,LA
2025_03_NYJ_TB,NYJ@TB,2025-09-21T13:00,Raymond James Stadium,TB,NYJ
2025_03_IND_TEN,IND@TEN,2025-09-21T13:00,Nissan Stadium,TEN,IND
2025_03_LV_WAS,LV@WAS,2025-09-21T13:00,FedExField,WAS,LV
2025_03_DEN_LAC,DEN@LAC,2025-09-21T16:05,SoFi Stadium,LAC,DEN
2025_03_NO_SEA,NO@SEA,2025-09-21T16:05,Lumen Field,SEA,NO
2025_03_DAL_CHI,DAL@CHI,2025-09-21T16:25,Soldier Field,CHI,DAL
2025_03_ARI_SF,ARI@SF,2025-09-21T16:25,Levi's Stadium,SF,ARI
2025_03_KC_NYG,KC@NYG,2025-09-21T20:20,MetLife Stadium,NYG,KC
2025_03_DET_BAL,DET@BAL,2025-09-22T20:15,M&T Bank Stadium,BAL,DET
