game_id,teams,kickoff,stadium,home_team,away_team
2025_04_SEA_ARI,SEA@ARI,2025-09-25T20:15,State Farm Stadium,ARI,SEA
2025_04_MIN_PIT,MIN@PIT,2025-09-28T09:30,Acrisure Stadium,PIT,MIN
2025_04_WAS_ATL,WAS@ATL,2025-09-28T13:00,Mercedes-Benz Stadium,ATL,WAS
2025_04_NO_BUF,NO@BUF,2025-09-28T13:00,New Era Field,BUF,NO
2025_04_CLE_DET,CLE@DET,2025-09-28T13:00,Ford Field,DET,CLE
2025_04_TEN_HOU,TEN@HOU,2025-09-28T13:00,NRG Stadium,HOU,TEN
2025_04_CAR_NE,CAR@NE,2025-09-28T13:00,Gillette Stadium,NE,CAR
2025_04_LAC_NYG,LAC@NYG,2025-09-28T13:00,MetLife Stadium,NYG,LAC
2025_04_PHI_TB,PHI@TB,2025-09-28T13:00,Raymond James Stadium,TB,PHI
2025_04_IND_LA,IND@LA,2025-09-28T16:05,SoFi Stadium,LA,IND
2025_04_JAX_SF,JAX@SF,2025-09-28T16:05,Levi's Stadium,SF,JAX
2025_04_BAL_KC,BAL@KC,2025-09-28T16:25,GEHA Field at Arrowhead Stadium,KC,BAL
2025_04_CHI_LV,CHI@LV,2025-09-28T16:25,Allegiant Stadium,LV,CHI
2025_04_GB_DAL,GB@DAL,2025-09-28T20:20,AT&T Stadium,DAL,GB
2025_04_NYJ_MIA,NYJ@MIA,2025-09-29T19:15,Hard Rock Stadium,MIA,NYJ
2025_04_CIN_DEN,CIN@DEN,2025-09-29T20:15,Empower Field at Mile High,DEN,CIN
