game_id,market_closing_spread
2023_04_DET_GB,2.5
2023_04_ATL_JAX,-3.5
2023_04_MIA_BUF,-2.5
2023_04_MIN_CAR,4.5
2023_04_DEN_CHI,3.0
2023_04_BAL_CLE,2.0
2023_04_PIT_HOU,3.0
2023_04_LA_IND,1.0
2023_04_TB_NO,-4.0
2023_04_WAS_PHI,-9.5
2023_04_CIN_TEN,2.5
2023_04_LV_LAC,-7.0
2023_04_NE_DAL,-6.5
2023_04_ARI_SF,-15.0
2023_04_KC_NYJ,9.5
2023_04_SEA_NYG,2.5
