game_id,teams,kickoff,stadium,home_team,away_team
2021_15_KC_LAC,KC@LAC,2021-12-16T20:20,SoFi Stadium,LAC,KC
2021_15_NE_IND,NE@IND,2021-12-18T20:20,Lucas Oil Stadium,IND,NE
2021_15_CAR_BUF,CAR@BUF,2021-12-19T13:00,New Era Field,BUF,CAR
2021_15_ARI_DET,ARI@DET,2021-12-19T13:00,Ford Field,DET,ARI
2021_15_HOU_JAX,HOU@JAX,2021-12-19T13:00,TIAA Bank Stadium,JAX,HOU
2021_15_NYJ_MIA,NYJ@MIA,2021-12-19T13:00,Hard Rock Stadium,MIA,NYJ
2021_15_DAL_NYG,DAL@NYG,2021-12-19T13:00,MetLife Stadium,NYG,DAL
2021_15_TEN_PIT,TEN@PIT,2021-12-19T13:00,Heinz Field,PIT,TEN
2021_15_CIN_DEN,CIN@DEN,2021-12-19T16:05,Empower Field at Mile High,DEN,CIN
2021_15_ATL_SF,ATL@SF,2021-12-19T16:05,Levi's Stadium,SF,ATL
2021_15_GB_BAL,GB@BAL,2021-12-19T16:25,M&T Bank Stadium,BAL,GB
2021_15_NO_TB,NO@TB,2021-12-19T20:20,Raymond James Stadium,TB,NO
2021_15_LV_CLE,LV@CLE,2021-12-20T17:00,FirstEnergy Stadium,CLE,LV
2021_15_MIN_CHI,MIN@CHI,2021-12-20T20:15,Soldier Field,CHI,MIN
2021_15_SEA_LA,SEA@LA,2021-12-21T19:00,SoFi Stadium,LA,SEA
2021_15_WAS_PHI,WAS@PHI,2021-12-21T19:00,Lincoln Financial Field,PHI,WAS
