game_id,market_closing_total
2012_06_PIT_TEN,42.5
2012_06_OAK_ATL,49.0
2012_06_DAL_BAL,45.5
2012_06_CIN_CLE,42.0
2012_06_STL_MIA,38.0
2012_06_IND_NYJ,43.5
2012_06_DET_PHI,47.5
2012_06_KC_TB,39.5
2012_06_BUF_ARI,44.0
2012_06_NE_SEA,42.5
2012_06_NYG_SF,46.5
2012_06_MIN_WAS,44.0
2012_06_GB_HOU,46.5
2012_06_DEN_SD,47.5
