game_id,market_closing_total
2012_04_CLE_BAL,44.0
2012_04_CAR_ATL,48.0
2012_04_NE_BUF,48.0
2012_04_MIN_DET,48.0
2012_04_TEN_HOU,44.5
2012_04_SD_KC,43.0
2012_04_SF_NYJ,40.5
2012_04_SEA_STL,39.5
2012_04_MIA_ARI,38.5
2012_04_OAK_DEN,47.0
2012_04_CIN_JAX,45.5
2012_04_NO_GB,54.0
2012_04_WAS_TB,44.5
2012_04_NYG_PHI,46.0
2012_04_CHI_DAL,41.0
