game_id,market_closing_total
2012_02_CHI_GB,50.5
2012_02_KC_BUF,45.0
2012_02_NO_CAR,53.0
2012_02_CLE_CIN,39.5
2012_02_MIN_IND,45.5
2012_02_HOU_JAX,40.0
2012_02_OAK_MIA,41.0
2012_02_ARI_NE,47.0
2012_02_TB_NYG,43.5
2012_02_BAL_PHI,46.5
2012_02_DAL_SEA,43.0
2012_02_WAS_STL,42.5
2012_02_NYJ_PIT,43.0
2012_02_TEN_SD,43.5
2012_02_DET_SF,46.0
2012_02_DEN_ATL,50.0
