game_id,market_closing_total
2012_12_HOU_DET,48.5
2012_12_WAS_DAL,47.0
2012_12_NE_NYJ,48.0
2012_12_MIN_CHI,38.5
2012_12_OAK_CIN,50.5
2012_12_PIT_CLE,33.0
2012_12_BUF_IND,51.0
2012_12_TEN_JAX,45.0
2012_12_DEN_KC,41.5
2012_12_SEA_MIA,37.5
2012_12_ATL_TB,50.5
2012_12_BAL_SD,46.5
2012_12_STL_ARI,36.0
2012_12_SF_NO,50.0
2012_12_GB_NYG,50.0
2012_12_CAR_PHI,41.5
