game_id,market_closing_total
2024_14_GB_DET,53.0
2024_14_NYJ_MIA,45.0
2024_14_ATL_MIN,46.5
2024_14_NO_NYG,41.0
2024_14_CAR_PHI,44.5
2024_14_CLE_PIT,43.0
2024_14_LV_TB,47.0
2024_14_JAX_TEN,40.0
2024_14_SEA_ARI,45.5
2024_14_BUF_LA,49.5
2024_14_CHI_SF,43.5
2024_14_LAC_KC,43.5
2024_14_CIN_DAL,51.0
